Role	Level	Layer	Animation	TotalFrame	TailLength	OffsetX	OffsetY	OffsetZ	Cos	Sin
Pet3CrowonMd010011			Born	82	0					
Pet3CrowonMd010011			Stand1	24	0					
Pet3CrowonMd010011			Stand2	20	0					
Pet3CrowonMd010011			Stand3	20	0					
Pet3CrowonMd010011			Death	20	0					
Pet3CrowonMd010011			Standchange	20	0					
Pet3CrowonMd010011			Run	11	0					
Pet3CrowonMd010011			Walk	11	0					
Pet3CrowonMd010011			Runb	20	0					
Pet3CrowonMd010011			Runl	20	0					
Pet3CrowonMd010011			Runr	20	0					
Pet3CrowonMd010011			Walkb	20	0					
Pet3CrowonMd010011			Walkl	20	0					
Pet3CrowonMd010011			Walkr	20	0					
Pet3CrowonMd010011			TurnLeft	11	0					
Pet3CrowonMd010011			TurnRight	11	0					
Pet3CrowonMd010011			Move1	20	0					
Pet3CrowonMd010011			Move2	20	0					
Pet3CrowonMd010011			Move3	20	0					
Pet3CrowonMd010011			RunStart	20	0					
Pet3CrowonMd010011			RunStartEnd01	20	0					
Pet3CrowonMd010011			Hit1	20	0					
Pet3CrowonMd010011			Hit2	20	0					
Pet3CrowonMd010011			Hit3	20	0					
Pet3CrowonMd010011			Hit4	20	0					
Pet3CrowonMd010011			Behitfly	20	0					
Pet3CrowonMd010011			Hoverhit	20	0					
Pet3CrowonMd010011			Falldown	20	0					
Pet3CrowonMd010011			Hitdown	20	0					
Pet3CrowonMd010011			Lieonfloor	20	0					
Pet3CrowonMd010011			Standup	20	0					
Pet3CrowonMd010011			Straight	20	0					
Pet3CrowonMd010011			Stun	20	0					
Pet3CrowonMd010011			StraightBefore	20	0					
Pet3CrowonMd010011			StraightAfter	20	0					
Pet3CrowonMd010011			Win	20	0					
Pet3CrowonMd010011			Win2	20	0					
Pet3CrowonMd010011			Stop	20	0					
Pet3CrowonMd010011			Fail	20	0					
Pet3CrowonMd010011			Save	20	0					
Pet3CrowonMd010011			Caught	20	0					
Pet3CrowonMd010011			RunStartEnd02	20	0					
Pet3CrowonMd010011			StopR	20	0					
Pet3CrowonMd010011			WalkStart	20	0					
Pet3CrowonMd010011			WalkStop	20	0					
Pet3CrowonMd010011			WalkStartEnd	20	0					
Pet3CrowonMd010011			LTurn90	20	0					
Pet3CrowonMd010011			LTurn180	20	0					
Pet3CrowonMd010011			RTurn90	20	0					
Pet3CrowonMd010011			RTurn180	20	0					
Pet3CrowonMd010011			Sprint	11	0					
Pet3CrowonMd010011			HitLB	11	0					
Pet3CrowonMd010011			Attack11	34	0.016667	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Pet3CrowonMd010011			Attack12	22	0.016667	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Pet3CrowonMd010011			Attack13	26	0.016667	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Pet3CrowonMd010011			Attack14	40	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Pet3CrowonMd010011			Attack15	14	0.016667	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
