Id	ActivatePlugin	FightEventId	Name	Icon	Desc
1011002	18101041	222113	里·异火特种增幅	Assets/Product/Texture/Image/RolePlayer/RoleHeadLi4.png	[点击图标查看详情]
1021001	18102041	222213	露西亚·红莲特种增幅	Assets/Product/Texture/Image/RolePlayer/RoleHeadLi4.png	[点击图标查看详情]
1031001	18103041	222313	丽芙·蚀暗特种增幅	Assets/Product/Texture/Image/RolePlayer/RoleHeadLi4.png	[点击图标查看详情]
1041002	18104041	222413	比安卡·零度特种增幅	Assets/Product/Texture/Image/RolePlayer/RoleHeadLi4.png	[点击图标查看详情]
1051001	18105041	222513	七实·风暴特种增幅	Assets/Product/Texture/Image/RolePlayer/RoleHeadLi4.png	[点击图标查看详情]
1061002	18106041	222613	神威·重能特种增幅	Assets/Product/Texture/Image/RolePlayer/RoleHeadLi4.png	[点击图标查看详情]
1071002	18107041	222713	卡列尼娜·爆裂特种增幅	Assets/Product/Texture/Image/RolePlayer/RoleHeadLi4.png	[点击图标查看详情]
1081002	18108041	222813	渡边·夜刃特种增幅	Assets/Product/Texture/Image/RolePlayer/RoleHeadLi4.png	[点击图标查看详情]
1021002	18109041	222913	露西亚·黎明特种增幅	Assets/Product/Texture/Image/RolePlayer/RoleHeadLi4.png	[点击图标查看详情]
1031002	18110041	223013	丽芙·流光特种增幅	Assets/Product/Texture/Image/RolePlayer/RoleHeadLi4.png	[点击图标查看详情]
1011003	18111041	223113	里·乱数特种增幅	Assets/Product/Texture/Image/RolePlayer/RoleHeadLi4.png	[点击图标查看详情]
1031003	18112041	223213	丽芙·仰光特种增幅	Assets/Product/Texture/Image/RolePlayer/RoleHeadLi4.png	[点击图标查看详情]
1061003	18113041	223313	神威·暗能特种增幅	Assets/Product/Texture/Image/RolePlayer/RoleHeadLi4.png	[点击图标查看详情]
1071003	18114041	223413	卡列尼娜·烬燃特种增幅	Assets/Product/Texture/Image/RolePlayer/RoleHeadLi4.png	[点击图标查看详情]
1051003	18115041	223513	七实·脉冲特种增幅	Assets/Product/Texture/Image/RolePlayer/RoleHeadLi4.png	[点击图标查看详情]
1021003	18116041	223613	露西亚·深红之渊特种增幅	Assets/Product/Texture/Image/RolePlayer/RoleHeadLi4.png	[点击图标查看详情]
1081003	18117041	223713	渡边·夙星特种增幅	Assets/Product/Texture/Image/RolePlayer/RoleHeadLi4.png	[点击图标查看详情]
1091002	18118041	223813	艾拉·溢彩特种增幅	Assets/Product/Texture/Image/RolePlayer/RoleHeadLi4.png	[点击图标查看详情]
1041003	18119041	223913	比安卡·真理特种增幅	Assets/Product/Texture/Image/RolePlayer/RoleHeadLi4.png	[点击图标查看详情]
1111002	18120041	224013	苏菲亚·银牙特种增幅	Assets/Product/Texture/Image/RolePlayer/RoleHeadLi4.png	[点击图标查看详情]
1121002	18121041	224113	库洛姆·弧光特种增幅	Assets/Product/Texture/Image/RolePlayer/RoleHeadLi4.png	[点击图标查看详情]
1021004	18122041	224213	露西亚·鸦羽特种增幅	Assets/Product/Texture/Image/RolePlayer/RoleHeadLi4.png	[点击图标查看详情]
1131002	18123041	224313	薇拉·瑰丽特种增幅	Assets/Product/Texture/Image/RolePlayer/RoleHeadLi4.png	[点击图标查看详情]
1511003	18124041	224413	卡穆·狂犬特种增幅	Assets/Product/Texture/Image/RolePlayer/RoleHeadLi4.png	[点击图标查看详情]
1141003	18125041	224513	罗塞塔·凛冽特种增幅	Assets/Product/Texture/Image/RolePlayer/RoleHeadLi4.png	[点击图标查看详情]
1521003	18126041	224613	曲·雀翎特种增幅	Assets/Product/Texture/Image/RolePlayer/RoleHeadLi4.png	[点击图标查看详情]
1161002	18127041	224713	常羽·游麟特种增幅	Assets/Product/Texture/Image/RolePlayer/RoleHeadLi4.png	[点击图标查看详情]
1171003	18128041	224813	露娜·银冕特种增幅	Assets/Product/Texture/Image/RolePlayer/RoleHeadLi4.png	[点击图标查看详情]
1181003	18129041	224913	2B特种增幅	Assets/Product/Texture/Image/RolePlayer/RoleHeadLi4.png	[点击图标查看详情]
1191003	18130041	225013	9S特种增幅	Assets/Product/Texture/Image/RolePlayer/RoleHeadLi4.png	[点击图标查看详情]
1201003	18131041	225113	A2特种增幅	Assets/Product/Texture/Image/RolePlayer/RoleHeadLi4.png	[点击图标查看详情]
1211002	18132041	225213	万事·明觉特种增幅	Assets/Product/Texture/Image/RolePlayer/RoleHeadLi4.png	[点击图标查看详情]
1531003	18133041	225313	赛琳娜·岚音特种增幅	Assets/Product/Texture/Image/RolePlayer/RoleHeadLi4.png	[点击图标查看详情]
1121003	18134041	225413	库洛姆·荣光特种增幅	Assets/Product/Texture/Image/RolePlayer/RoleHeadLi4.png	[点击图标查看详情]
1221002	18135041	225513	21号·XXI特种增幅	Assets/Product/Texture/Image/RolePlayer/RoleHeadLi4.png	[点击图标查看详情]
1131003	18136041	225513	薇拉·绯耀特种增幅	Assets/Product/Texture/Image/RolePlayer/RoleHeadLi4.png	[点击图标查看详情]
