Id	LibraryId	ThumbnailPath	EnvName	Description	PowerPercent	FightEventIds	BtnIcon	SuperSmashBrosMonster	MonsterLibraryId	NeedWinCount
30161265	1	Assets/Product/Texture/Image/UiSuperSmashBros/UiSuperSmashBrosMap06.png	打成一片	没有花里胡哨的额外效果，享受纯粹的战斗吧			Assets/Product/Texture/Image/UiSuperSmashBros/UiSuperSmashBrosMap12.png			
30161266	1	Assets/Product/Texture/Image/UiSuperSmashBros/UiSuperSmashBrosMap05.png	点到为止	场景中有光幕标识的擂台区域，擂台区域外每秒损失5%最大生命值并降低50%攻击力		[2201604]	Assets/Product/Texture/Image/UiSuperSmashBros/UiSuperSmashBrosMap11.png			
30161267	1	Assets/Product/Texture/Image/UiSuperSmashBros/UiSuperSmashBrosMap04.png	相位转移	敌方常态获得50%伤害减免，只在超算中正常受到伤害；我方换人冷却减半		[2201601]	Assets/Product/Texture/Image/UiSuperSmashBros/UiSuperSmashBrosMap10.png			
30161268	1	Assets/Product/Texture/Image/UiSuperSmashBros/UiSuperSmashBrosMap01.png	致命链接	敌方受到伤害时，根据伤害值百分比对我方造成等比例的伤害		[2201602]	Assets/Product/Texture/Image/UiSuperSmashBros/UiSuperSmashBrosMap07.png			
30161226	2	Assets/Product/Texture/Image/UiArenaOnline/ArenaOnlineBg03.png	废弃	废弃						
30161227	2	Assets/Product/Texture/Image/UiArenaOnline/ArenaOnlineBg03.png	废弃	废弃						
30161228	2	Assets/Product/Texture/Image/UiArenaOnline/ArenaOnlineBg03.png	废弃	废弃						
30161229	2	Assets/Product/Texture/Image/UiArenaOnline/ArenaOnlineBg03.png	废弃	废弃						
30161269	3	Assets/Product/Texture/Image/UiSuperSmashBros/UiSuperSmashBrosMap06.png	打成一片	没有花里胡哨的额外效果，享受纯粹的战斗吧			Assets/Product/Texture/Image/UiSuperSmashBros/UiSuperSmashBrosMap12.png			
30161270	3	Assets/Product/Texture/Image/UiSuperSmashBros/UiSuperSmashBrosMap05.png	点到为止	场景中有光幕标识的擂台区域，擂台区域外每秒损失5%最大生命值并降低50%攻击力		[2201604]	Assets/Product/Texture/Image/UiSuperSmashBros/UiSuperSmashBrosMap11.png			
30161271	3	Assets/Product/Texture/Image/UiSuperSmashBros/UiSuperSmashBrosMap02.png	危机四伏	场景中每过10秒召唤一只自爆原虫，5秒后，自爆原虫会爆炸对我方造成百分比伤害（不会致死）			Assets/Product/Texture/Image/UiSuperSmashBros/UiSuperSmashBrosMap08.png			
30161272	3	Assets/Product/Texture/Image/UiSuperSmashBros/UiSuperSmashBrosMap03.png	真枪实弹	敌人对护盾造成伤害时，额外造成等量的真实伤害		[2201603]	Assets/Product/Texture/Image/UiSuperSmashBros/UiSuperSmashBrosMap09.png			
30161236	4	Assets/Product/Texture/Image/UiArenaOnline/ArenaOnlineBg03.png	废弃	废弃						
30161237	4	Assets/Product/Texture/Image/UiArenaOnline/ArenaOnlineBg03.png	废弃	废弃						
30161238	4	Assets/Product/Texture/Image/UiArenaOnline/ArenaOnlineBg03.png	废弃	废弃						
30161239	4	Assets/Product/Texture/Image/UiArenaOnline/ArenaOnlineBg03.png	废弃	废弃						
30161243	5	Assets/Product/Texture/Image/UiArenaOnline/ArenaOnlineBg03.png	连战-1	无环境						
30161246	5	Assets/Product/Texture/Image/UiArenaOnline/ArenaOnlineBg03.png	连战-2	无环境						
30161242	5	Assets/Product/Texture/Image/UiArenaOnline/ArenaOnlineBg03.png	连战-3	无环境						
30161245	5	Assets/Product/Texture/Image/UiArenaOnline/ArenaOnlineBg03.png	连战-4	无环境						
30161287	5	Assets/Product/Texture/Image/UiArenaOnline/ArenaOnlineBg03.png	连战-5	无环境						
30161254	5	Assets/Product/Texture/Image/UiArenaOnline/ArenaOnlineBg03.png	连战-6	无环境						
30161248	5	Assets/Product/Texture/Image/UiArenaOnline/ArenaOnlineBg03.png	连战-7	无环境						
30161249	5	Assets/Product/Texture/Image/UiArenaOnline/ArenaOnlineBg03.png	连战-8	无环境						
30161251	5	Assets/Product/Texture/Image/UiArenaOnline/ArenaOnlineBg03.png	连战-9	无环境						
30161288	5	Assets/Product/Texture/Image/UiArenaOnline/ArenaOnlineBg03.png	连战-10	无环境						
30161252	5	Assets/Product/Texture/Image/UiArenaOnline/ArenaOnlineBg03.png	连战-11	无环境						
30161253	5	Assets/Product/Texture/Image/UiArenaOnline/ArenaOnlineBg03.png	连战-12	无环境						
30161250	5	Assets/Product/Texture/Image/UiArenaOnline/ArenaOnlineBg03.png	连战-13	无环境						
30161258	5	Assets/Product/Texture/Image/UiArenaOnline/ArenaOnlineBg03.png	连战-14	无环境						
30161285	5	Assets/Product/Texture/Image/UiArenaOnline/ArenaOnlineBg03.png	连战-15	无环境						
30161247	5	Assets/Product/Texture/Image/UiArenaOnline/ArenaOnlineBg03.png	连战-16	无环境						
30161290	5	Assets/Product/Texture/Image/UiArenaOnline/ArenaOnlineBg03.png	连战-17	无环境						
30161256	5	Assets/Product/Texture/Image/UiArenaOnline/ArenaOnlineBg03.png	连战-18	无环境						
30161259	5	Assets/Product/Texture/Image/UiArenaOnline/ArenaOnlineBg03.png	连战-19	无环境						
30161291	5	Assets/Product/Texture/Image/UiArenaOnline/ArenaOnlineBg03.png	连战-20	无环境						
30161284	5	Assets/Product/Texture/Image/UiArenaOnline/ArenaOnlineBg03.png	连战-21	无环境						
