Id	ActorId	MoodMinValue	MoodMaxValue	State	Content	Time
1	1021001		10	IDLE	['不想动。']	[2000]
2	1021001		10	IDLE	['我的青蛙先生呢？']	[2000]
3	1021001		10	IDLE	['不要盯着我看……']	[2000]
4	1021001		10	IDLE	['不想我下次拿着花来见你，就不要烦我。']	[2000]
5	1021001		30	IDLE	['休息一下是好事。']	[2000]
6	1021001		30	IDLE	['你的命令我都会执行的，包括待在这里。']	[2000]
7	1021001		30	IDLE	['拥挤一点也不要紧，我也习惯了']	[2000]
8	1021001		30	IDLE	['意识海都平静了下来呢。']	[2000]
9	1021001		30	IDLE	['可以的话，放几盆红色的花吧。']	[2000]
10	1021001		50	IDLE	['休息一下是好事。']	[2000]
11	1021001		50	IDLE	['你的命令我都会执行的，包括待在这里。']	[2000]
12	1021001		50	IDLE	['拥挤一点也不要紧，我也习惯了']	[2000]
13	1021001		50	IDLE	['意识海都平静了下来呢。']	[2000]
14	1021001		50	IDLE	['可以的话，放几盆红色的花吧。']	[2000]
15	1021001		80	IDLE	['嗯，很安心。']	[2000]
16	1021001		80	IDLE	['所谓的家，是这种感觉吗？']	[2000]
17	1021001		80	IDLE	['平时身边不是惨叫就是神威和里吵吵闹闹，这里可安静多了。']	[2000]
18	1021001		80	IDLE	['我并不喜欢呆在窄小的地方，但是只要有你在就无所谓。']	[2000]
19	1021001		100	IDLE	['嗯，很安心。']	[2000]
20	1021001		100	IDLE	['所谓的家，是这种感觉吗？']	[2000]
21	1021001		100	IDLE	['平时身边不是惨叫就是神威和里吵吵闹闹，这里可安静多了。']	[2000]
22	1021001		100	IDLE	['我并不喜欢呆在窄小的地方，但是只要有你在就无所谓。']	[2000]
23	1021001		100	IDLE	['这里很安全，那我可以稍微触碰一下你吗？']	[2000]
24	1021001		30	IDLE	['……']	[2000]
25	1021001		30	IDLE	['嗯……']	[2000]
26	1021001		30	IDLE	['我看看']	[2000]
27	1021001		30	IDLE	['找我吗？']	[2000]
28	1021001		30	IDLE	['=-=']	[2000]
29	1021001		50	IDLE	['?~']	[2000]
30	1021001		50	IDLE	['∑0-0']	[2000]
31	1021001		50	IDLE	['我看看']	[2000]
32	1021001		50	IDLE	['找我吗？']	[2000]
33	1021001		50	IDLE	['=-=']	[2000]
34	1021001		80	IDLE	['0v0']	[2000]
35	1021001		80	IDLE	['哼~?~哼~?~']	[2000]
36	1021001		80	IDLE	['你来啦？']	[2000]
37	1021001		100	IDLE	['0v0']	[2000]
38	1021001		100	IDLE	['哼~?~哼~?~']	[2000]
39	1021001		100	IDLE	['哗！']	[2000]
40	1021001		100	IDLE	['你来啦？']	[2000]
41	1021001		100	IDLE	"['(,,??ω?)ノ""']"	[2000]
42	1021001			IDLE	['虽然构造体无法累积疲劳值。', '但是床铺看上去很柔软的样子……', '人类似乎每天早上都难以离开它。']	[2000, 2000, 2000]
43	1021001			IDLE	['嗯……是很温柔的触感。']	[2000]
44	1021001			IDLE	['还没有到出战时间吗？', '那还可以再多休息一会儿。', '我记得指挥官似乎说过瘫坐在沙发上会很舒服。']	[2000, 2000, 2000]
45	1021001			IDLE	['确、确实呢……好舒服']	[2000]
46	1021001			IDLE	['指挥官，非常不好意思……', '手臂上的零件似乎在更换过程中掉在地上了……', '刚才一直在找，没有注意到您……', '您说要帮我找找？那可以请您去柜子附近看看吗？']	[2000, 2000, 2000, 2000]
47	1021001			IDLE	['感谢，这种零件，虽然小，但是确实是不可或缺的呢……']	[2000]
48	1021001			IDLE	['偶尔也会想偷一下懒，虽然这应该是不会被允许的吧……', '嗯？指挥官允许我们再继续休息吗？']	[2000, 2000]
49	1021001			IDLE	['啊~开心了！']	[2000]
50	1021001			IDLE	['啊……那件武器？', '没记错的话，它在上一场的战斗里报废了。', '其实它用起来，还挺趁手的，可惜了。']	[2000, 2000, 2000]
51	1021001			IDLE	['我没有不开心啦，谢谢指挥官，心情确实好多了。']	[2000]
52	1021001			IDLE	['指挥官？怎么有空过来了？', '伊甸的工作都安排好了吗？']	[2000, 2000]
53	1021001			IDLE	['能过来坐坐也挺好的，指挥官。']	[2000]
54	1021001			IDLE	['以前也见过些小装饰品，我还挺喜欢的。', '啊，不是说一定要放在宿舍里……', '反正那些装饰品也不一定能找到了……', '失落？不……构造体不会有这些感情……']	[2000, 2000, 2000, 2000]
55	1021001			IDLE	['但是现在这样也很好，不是吗？']	[2000]
56	1021001			IDLE	['待在这里会让意识海很放松。', '毕竟就算是机器，也需要休整的。', '如果所连接认证的指挥官也在的话，一定会更好。']	[2000, 2000, 2000]
57	1021001			IDLE	['谢谢，指挥官。']	[2000]
58	1021001		80	IDLE	['啊，这是我之前使用的刀？', '似乎是被打造成装饰品了。', '听说是因为见证了我的荣耀与伤痕……可那不过是我应当做的。']	[2000, 2000, 2000]
59	1021001		80	IDLE	['诶？刚才传达了集合讯号吗？', '很抱歉，我并没有听到……', '不知不觉就在这里待了很久……可能因为这里是和你有关的场所吧。']	[2000, 2000, 2000]
60	1021001		100	IDLE	['窗户？对于构造体来说，有没有都无所谓吧。', '只不过，要是能看见天空，一定很棒。', '我和您现在努力的目标，不正是蔚蓝的天空吗？']	[2000, 2000, 2000]
61	1021001		100	IDLE	['大部分时间我都在经历过战乱，很少能像现在这样。', '不过，我们可没有后悔或者抱怨过。', '毕竟未来，我们想要和您一起，在地球上生活。']	[2000, 2000, 2000]
62	1021001		100	IDLE	['指挥官在苦恼房间的布置吗？', '有需要的话可以让我来帮忙的。', '至少……物资方面我可以出一些力？']	[2000, 2000, 2000]
63	1021001		100	IDLE	['宿舍用品似乎是消耗一些特殊的零件换来的？', '虽然只是见过一两次……', '但是应该没弄错吧？这个给您。']	[2000, 2000, 2000]
101	1031001		10	IDLE	['希望这里的配套设备能齐全点。']	[2000]
102	1031001		10	IDLE	['我就在这里待着，不会打扰你的。']	[2000]
103	1031001		10	IDLE	['待在这里不需要做什么吧？']	[2000]
104	1031001		10	IDLE	['那些玩偶……不，我不会碰他们的。']	[2000]
105	1031001		30	IDLE	['希望这里的配套设备能齐全点。']	[2000]
106	1031001		30	IDLE	['我就在这里待着，不会打扰你的。']	[2000]
107	1031001		30	IDLE	['待在这里不需要做什么吧？']	[2000]
108	1031001		30	IDLE	['那些玩偶……不，我不会碰他们的。']	[2000]
109	1031001		30	IDLE	['需要的话，就算是休息，您也可以让我来帮忙哦。']	[2000]
110	1031001		50	IDLE	['我喜欢安静的地方。']	[2000]
111	1031001		50	IDLE	['指挥官是希望我待在这里的吗？']	[2000]
112	1031001		50	IDLE	['这里可比我以前的宿舍要好。']	[2000]
113	1031001		50	IDLE	['这里的光，和星辰有几分相似。']	[2000]
114	1031001		50	IDLE	['需要的话，就算是休息，您也可以让我来帮忙哦。']	[2000]
115	1031001		80	IDLE	['我喜欢安静的地方。']	[2000]
116	1031001		80	IDLE	['指挥官是希望我待在这里的吗？']	[2000]
117	1031001		80	IDLE	['这里可比我以前的宿舍要好。']	[2000]
118	1031001		80	IDLE	['这里的光，和星辰有几分相似。']	[2000]
119	1031001		100	IDLE	['呼~似乎连意识海都清爽了起来~']	[2000]
120	1031001		100	IDLE	['人类是用温馨来形容这种温暖的感觉吗？']	[2000]
121	1031001		100	IDLE	['这里有很多未知的数据和物品，可得好好分析一下！']	[2000]
122	1031001		100	IDLE	['你好像很喜欢这里？那没办法啦，丽芙就再多陪你一会儿。']	[2000]
123	1031001		100	IDLE	['在这里可以一起看日出日落吗？']	[2000]
124	1031001		30	IDLE	['啊……']	[2000]
125	1031001		30	IDLE	['嗯。']	[2000]
126	1031001		30	IDLE	['这、这个嘛……']	[2000]
127	1031001		30	IDLE	['唔……']	[2000]
128	1031001		30	IDLE	['唔……']	[2000]
129	1031001		50	IDLE	['啊……']	[2000]
130	1031001		50	IDLE	['嗯。']	[2000]
131	1031001		50	IDLE	['这、这个嘛……']	[2000]
132	1031001		50	IDLE	['唔……']	[2000]
133	1031001		50	IDLE	['唔……']	[2000]
134	1031001		80	IDLE	['?(? ???A??? ?)?']	[2000]
135	1031001		80	IDLE	['哼~?~哼~?~']	[2000]
136	1031001		80	IDLE	['∑0-0啊呀！']	[2000]
137	1031001		100	IDLE	['啦~?~啦~?~']	[2000]
138	1031001		100	IDLE	"['(,,??ω?)ノ""']"	[2000]
139	1031001		100	IDLE	['加、加油鸭！']	[2000]
140	1031001		100	IDLE	['指挥官说，要多笑一笑。']	[2000]
141	1031001		100	IDLE	['……']	[2000]
142	1031001			IDLE	['软乎乎的被子是另一种方面的治愈方法。', '它治愈的是那些看不见的伤口。', '诶？可以吗？让我也躺上去试试……']	[2000, 2000, 2000]
143	1031001			IDLE	['好像都不愿离开了呢。']	[2000]
144	1031001			IDLE	['您这是又逃避工作了吗？', '你这样我也很苦恼呀指挥官……', '不然，丽芙就陪您一起在沙发上休息一会儿吧！']	[2000, 2000, 2000]
145	1031001			IDLE	['似乎偶尔偷偷懒也不错呢……']	[2000]
146	1031001			IDLE	['盯——', '那个指挥官……', '请问你有看到我放在这儿的包裹吗？', '不、不是，我没有怀疑是你拿走……', '那可以和我一起去柜子附近找找吗？']	[2000, 2000, 2000, 2000, 2000]
147	1031001			IDLE	['找到了！太感谢你啦指挥官！']	[2000]
148	1031001			IDLE	['嗯……', '虽然露西亚说已经没问题了……', '但是手臂毕竟是配适度严格的部件……', '希望露西亚已经能适用她新的手臂吧！']	[2000, 2000, 2000, 2000]
149	1031001			IDLE	['露西亚压力也不小，我也得在战场上更努力才行呢！']	[2000]
150	1031001			IDLE	['指挥官怎么来了？是要准备出战？', '哦哦，原来只是过来看看丽芙吗~', '也不是不喜欢战斗啦……毕竟这是我们的职责……', '只不过受伤甚至丢掉性命，真的很让人难过呢……', '抱歉，擅自低落起来……所以指挥官可以、可以摸摸丽芙的头来安慰一下吗？']	[2000, 2000, 2000, 2000, 2000]
151	1031001			IDLE	['谢、谢谢指挥官！']	[2000]
152	1031001			IDLE	['……', '诶！是指挥官！', '我、我是在想关于数据和药剂的事情……', '虽然现在是休息时间，总要有备无患才好呀。', '当然……如、如果指挥官可以夸奖一下丽芙的话……']	[2000, 2000, 2000, 2000, 2000]
153	1031001			IDLE	['我、我会继续加油的！']	[2000]
154	1031001			IDLE	['这些装饰品这么可爱，指挥官是从哪里找到的？', '真是想不到指挥官也会用这些来装饰宿舍呢……', '诶！就、就是想看看我笑的样子吗……']	[2000, 2000, 2000]
155	1031001			IDLE	['我……我会经常笑的，指挥官。']	[2000]
156	1031001			IDLE	['我昨天在资料库里找到了一本很新奇的医疗书籍！', '里面说，世界上还有很多不需要药和器械就能治愈伤痛的方法。', '其中一个就是积极意义向的肢体触碰~', '例如抚摸头部来赞赏或者安抚某人。']	[2000, 2000, 2000, 2000]
157	1031001			IDLE	['诶、诶！指挥官这是……？丽芙……丽芙有点开心呢。']	[2000]
158	1031001		80	IDLE	['我很喜欢这里的感觉呢！', '这是一种……从来没体会过的温馨感。', '以前？不说以前的事啦！', '现在能和指挥官一起在这里，就很幸福啦！']	[2000, 2000, 2000, 2000]
159	1031001		80	IDLE	['关心大家的状况是我的责任也是我的习惯……', '疲倦？不……构造体是不会有这种感觉的呢……', '但是有的时候也会想……', '会有人像我一样，如此关心我吗？', '然后，这个愿望似乎实现了呢。']	[2000, 2000, 2000, 2000, 2000]
160	1031001		100	IDLE	['这个地方让意识海都放松了下来~', '感觉真的很适合休息呢……', '如果指挥官……也、也能……', '也能待久一点就好啦……']	[2000, 2000, 2000, 2000]
161	1031001		100	IDLE	['为什么喜欢日出和日落？', '有的人是喜欢这种一天结束一天开始的周而复始之感吧~', '我想……我喜欢它是因为这能切实地感受到自己还活着，时间还在流逝的感觉吧！']	[2000, 2000, 2000]
162	1031001		100	IDLE	['指挥官，我以前见过不少好看的房间布置', '如果有需要的话我想我应该也能帮上您的忙！', '别的不说，至少物资方面我可以稍微出点力呀！']	[2000, 2000, 2000]
