Id	BgIcon	DirIcon	EffectName	TipEffectColor1	TipEffectColor2	MidpointStyleId
1	Assets/Product/Texture/Atlas/BigWorld/Common/UiCommon/MapIcon/UiBigWorldMapInnermostPoint.png	Assets/Product/Texture/Atlas/BigWorld/Common/UiCommon/MapIcon/UiBigWorldTaskAimArrow4.png	FxSkyGardenBiaoji	FFFFFF4D	FFFFFF	1001
2	Assets/Product/Texture/Atlas/BigWorld/Common/UiCommon/MapIcon/UiBigWorldMapPilotPoint.png	Assets/Product/Texture/Atlas/BigWorld/Common/UiCommon/MapIcon/UiBigWorldTaskAimArrow5.png	FxSkyGardenBiaoji	2DA6B14D	2DA6B1	1002
3	Assets/Product/Texture/Atlas/BigWorld/Common/UiCommon/MapIcon/UiBigWorldMapDayPoint.png	Assets/Product/Texture/Atlas/BigWorld/Common/UiCommon/MapIcon/UiBigWorldTaskAimArrow3.png	FxSkyGardenBiaoji	89A6674D	89A667	1003
4	Assets/Product/Texture/Atlas/BigWorld/Common/UiCommon/MapIcon/UiBigWorldMapSketchesPoint.png	Assets/Product/Texture/Atlas/BigWorld/Common/UiCommon/MapIcon/UiBigWorldTaskAimArrow1.png	FxSkyGardenBiaoji	FFFFFF4D	FFFFFF	1004
5	Assets/Product/Texture/Atlas/BigWorld/Common/UiCommon/MapIcon/UiBigWorldMapRumorPoint.png	Assets/Product/Texture/Atlas/BigWorld/Common/UiCommon/MapIcon/UiBigWorldTaskAimArrow2.png	FxSkyGardenBiaoji	5789B44D	5789B4	1005
6	Assets/Product/Texture/Atlas/BigWorld/Common/UiCommon/MapIcon/UiBigWorldMapPilotagePoint.png	Assets/Product/Texture/Atlas/BigWorld/Common/UiCommon/MapIcon/UiBigWorldTaskAimArrow6.png	FxSkyGardenBiaoji	b281c14D	b281c1	1008
7	Assets/Product/Texture/Atlas/BigWorld/Common/UiCommon/MapIcon/UiBigWorldMapDeliveryPointLock.png	Assets/Product/Texture/Atlas/BigWorld/Common/UiCommon/MapIcon/UiBigWorldTaskAimArrow5.png	FxSkyGardenBiaoji	2DA6B14D	2DA6B1	1000
8	Assets/Product/Texture/Atlas/BigWorld/Common/UiCommon/MapIcon/UiBigWorldMapJumpPoint.png	Assets/Product/Texture/Atlas/BigWorld/Common/UiCommon/MapIcon/UiBigWorldTaskAimArrow5.png	FxSkyGardenBiaoji	2DA6B14D	2DA6B1	1006
9	Assets/Product/Texture/Atlas/BigWorld/Common/UiCommon/MapIcon/UiBigWorldMapElevatorPoint.png	Assets/Product/Texture/Atlas/BigWorld/Common/UiCommon/MapIcon/UiBigWorldTaskAimArrow5.png	FxSkyGardenBiaoji	2DA6B14D	2DA6B1	1006
10	Assets/Product/Texture/Image/BigWorld/Common/UiBigWorldTaskCommonIcon/UiBigWorldTaskAimScan.png	Assets/Product/Texture/Atlas/BigWorld/Common/UiCommon/MapIcon/UiBigWorldTaskAimArrowScan.png	FxSkyGardenBiaoji	2DA6B14D	2DA6B1	1006
11	Assets/Product/Texture/Image/BigWorld/Common/UiBigWorldTaskCommonIcon/UiBigWorldTaskAimScan.png	Assets/Product/Texture/Atlas/BigWorld/Common/UiCommon/MapIcon/UiBigWorldTaskAimArrowScan.png	FxSkyGardenBiaoji	2DA6B14D	2DA6B1	1006
12	Assets/Product/Texture/Atlas/BigWorld/Common/UiCommon/MapIcon/UiBigWorldMapInvitationPoint.png	Assets/Product/Texture/Atlas/BigWorld/Common/UiCommon/MapIcon/UiBigWorldTaskAimArrow7.png	FxSkyGardenBiaoji	ff7b684D	ff7b68	1007
13	Assets/Product/Texture/Atlas/BigWorld/Common/UiCommon/MapIcon/UiBigWorldMapElevatorPoint.png	Assets/Product/Texture/Atlas/BigWorld/Common/UiCommon/MapIcon/UiBigWorldTaskAimArrow5.png	FxSkyGardenBiaoji	2DA6B14D	2DA6B1	1006
14	Assets/Product/Texture/Atlas/BigWorld/Common/UiCommon/MapIcon/UiBigWorldMapNpcBuouxiongPoint.png	Assets/Product/Texture/Atlas/BigWorld/Common/UiCommon/MapIcon/UiBigWorldTaskAimArrow5.png	FxSkyGardenBiaoji	2DA6B14D	2DA6B1	1000
15	Assets/Product/Texture/Atlas/BigWorld/Common/UiCommon/MapIcon/UiBigWorldMapNpcLiPoint.png	Assets/Product/Texture/Atlas/BigWorld/Common/UiCommon/MapIcon/UiBigWorldTaskAimArrow5.png	FxSkyGardenBiaoji	2DA6B14D	2DA6B1	1000
16	Assets/Product/Texture/Atlas/BigWorld/Common/UiCommon/MapIcon/UiBigWorldMapNpcLuosaitaPoint.png	Assets/Product/Texture/Atlas/BigWorld/Common/UiCommon/MapIcon/UiBigWorldTaskAimArrow5.png	FxSkyGardenBiaoji	2DA6B14D	2DA6B1	1000
17	Assets/Product/Texture/Atlas/BigWorld/Common/UiCommon/MapIcon/UiBigWorldMapNpcWeilaPoint.png	Assets/Product/Texture/Atlas/BigWorld/Common/UiCommon/MapIcon/UiBigWorldTaskAimArrow5.png	FxSkyGardenBiaoji	2DA6B14D	2DA6B1	1000
18	Assets/Product/Texture/Atlas/BigWorld/Common/UiCommon/MapIcon/UiBigWorldMapNpcLuxiyaPoint.png	Assets/Product/Texture/Atlas/BigWorld/Common/UiCommon/MapIcon/UiBigWorldTaskAimArrow5.png	FxSkyGardenBiaoji	2DA6B14D	2DA6B1	1000
19	Assets/Product/Texture/Atlas/BigWorld/Common/UiCommon/MapIcon/UiBigWorldMapNpcAximofuPoint.png	Assets/Product/Texture/Atlas/BigWorld/Common/UiCommon/MapIcon/UiBigWorldTaskAimArrow5.png	FxSkyGardenBiaoji	2DA6B14D	2DA6B1	1000
20	Assets/Product/Texture/Atlas/BigWorld/Common/UiCommon/MapIcon/UiBigWorldMapNpcBiankaPoint.png	Assets/Product/Texture/Atlas/BigWorld/Common/UiCommon/MapIcon/UiBigWorldTaskAimArrow5.png	FxSkyGardenBiaoji	2DA6B14D	2DA6B1	1000
21	Assets/Product/Texture/Atlas/BigWorld/Common/UiCommon/MapIcon/UiBigWorldMapNpcWanshiPoint.png	Assets/Product/Texture/Atlas/BigWorld/Common/UiCommon/MapIcon/UiBigWorldTaskAimArrow5.png	FxSkyGardenBiaoji	2DA6B14D	2DA6B1	1000
22	Assets/Product/Texture/Atlas/BigWorld/Common/UiCommon/MapIcon/UiBigWorldMapScanPoint.png	Assets/Product/Texture/Atlas/BigWorld/Common/UiCommon/MapIcon/UiBigWorldTaskAimArrow5.png	FxSkyGardenBiaoji	2DA6B14D	2DA6B1	1006
23	Assets/Product/Texture/Atlas/BigWorld/Common/UiCommon/MapIcon/UiBigWorldMapTreasureBoxPoint.png	Assets/Product/Texture/Atlas/BigWorld/Common/UiCommon/MapIcon/UiBigWorldTaskAimArrow5.png	FxSkyGardenBiaoji	2DA6B14D	2DA6B1	1006
24	Assets/Product/Texture/Atlas/BigWorld/Common/UiCommon/MapIcon/UiBigWorldMapSwitchPoint.png	Assets/Product/Texture/Atlas/BigWorld/Common/UiCommon/MapIcon/UiBigWorldTaskAimArrow5.png	FxSkyGardenBiaoji	2DA6B14D	2DA6B1	1006
25	Assets/Product/Texture/Atlas/BigWorld/Common/UiCommon/MapIcon/UiBigWorldMapFaaosiPointLock.png	Assets/Product/Texture/Atlas/BigWorld/Common/UiCommon/MapIcon/UiBigWorldTaskAimArrow5.png	FxSkyGardenBiaoji	2DA6B14D	2DA6B1	1000
26	Assets/Product/Texture/Atlas/BigWorld/Common/UiCommon/MapIcon/UiBigWorldMapTreasureBoxScanPoint.png	Assets/Product/Texture/Atlas/BigWorld/Common/UiCommon/MapIcon/UiBigWorldTaskAimArrow5.png	FxSkyGardenBiaoji	2DA6B14D	2DA6B1	1006
27	Assets/Product/Texture/Atlas/BigWorld/Common/UiCommon/MapIcon/UiBigWorldMapNpcLifuPoint.png	Assets/Product/Texture/Atlas/BigWorld/Common/UiCommon/MapIcon/UiBigWorldTaskAimArrow5.png	FxSkyGardenBiaoji	2DA6B14D	2DA6B1	1000
28	Assets/Product/Texture/Atlas/BigWorld/Common/UiCommon/MapIcon/UiBigWorldMapNpcKuluomuPoint.png	Assets/Product/Texture/Atlas/BigWorld/Common/UiCommon/MapIcon/UiBigWorldTaskAimArrow5.png	FxSkyGardenBiaoji	2DA6B14D	2DA6B1	1000
29	Assets/Product/Texture/Atlas/BigWorld/Common/UiCommon/MapIcon/UiBigWorldMapNpcShenweiPoint.png	Assets/Product/Texture/Atlas/BigWorld/Common/UiCommon/MapIcon/UiBigWorldTaskAimArrow5.png	FxSkyGardenBiaoji	2DA6B14D	2DA6B1	1000
30	Assets/Product/Texture/Atlas/BigWorld/Common/UiCommon/MapIcon/UiBigWorldMapNpcFannishaPoint.png	Assets/Product/Texture/Atlas/BigWorld/Common/UiCommon/MapIcon/UiBigWorldTaskAimArrow5.png	FxSkyGardenBiaoji	2DA6B14D	2DA6B1	1000
31	Assets/Product/Texture/Atlas/BigWorld/Common/UiCommon/MapIcon/UiBigWorldMapNpcNietiyaPoint.png	Assets/Product/Texture/Atlas/BigWorld/Common/UiCommon/MapIcon/UiBigWorldTaskAimArrow5.png	FxSkyGardenBiaoji	2DA6B14D	2DA6B1	1000
32	Assets/Product/Texture/Atlas/BigWorld/Common/UiCommon/MapIcon/UiBigWorldMapNpcLuxiya1Point.png	Assets/Product/Texture/Atlas/BigWorld/Common/UiCommon/MapIcon/UiBigWorldTaskAimArrow5.png	FxSkyGardenBiaoji	2DA6B14D	2DA6B1	1000
1000	Assets/Product/Texture/Atlas/BigWorld/Common/UiCommon/MapIcon/UiBigWorldMapGrayPointMiddle.png	Assets/Product/Texture/Atlas/BigWorld/Common/UiCommon/MapIcon/UiBigWorldTaskAimArrow5.png	FxSkyGardenBiaoji	2DA6B14D	2DA6B1	
1001	Assets/Product/Texture/Atlas/BigWorld/Common/UiCommon/MapIcon/UiBigWorldMapInnermostPointMiddle.png	Assets/Product/Texture/Atlas/BigWorld/Common/UiCommon/MapIcon/UiBigWorldTaskAimArrow4.png	FxSkyGardenBiaoji	FFFFFF4D	FFFFFF	
1002	Assets/Product/Texture/Atlas/BigWorld/Common/UiCommon/MapIcon/UiBigWorldMapPilotPointMiddle.png	Assets/Product/Texture/Atlas/BigWorld/Common/UiCommon/MapIcon/UiBigWorldTaskAimArrow5.png	FxSkyGardenBiaoji	2DA6B14D	2DA6B1	
1003	Assets/Product/Texture/Atlas/BigWorld/Common/UiCommon/MapIcon/UiBigWorldMapDayPointMiddle.png	Assets/Product/Texture/Atlas/BigWorld/Common/UiCommon/MapIcon/UiBigWorldTaskAimArrow3.png	FxSkyGardenBiaoji	89A6674D	89A667	
1004	Assets/Product/Texture/Atlas/BigWorld/Common/UiCommon/MapIcon/UiBigWorldMapSketchesPointMiddle.png	Assets/Product/Texture/Atlas/BigWorld/Common/UiCommon/MapIcon/UiBigWorldTaskAimArrow1.png	FxSkyGardenBiaoji	FFFFFF4D	FFFFFF	
1005	Assets/Product/Texture/Atlas/BigWorld/Common/UiCommon/MapIcon/UiBigWorldMapRumorPointMiddle.png	Assets/Product/Texture/Atlas/BigWorld/Common/UiCommon/MapIcon/UiBigWorldTaskAimArrow2.png	FxSkyGardenBiaoji	5789B44D	5789B4	
1006	Assets/Product/Texture/Atlas/BigWorld/Common/UiCommon/MapIcon/UiBigWorldMapMiddlePointHexagon.png	Assets/Product/Texture/Atlas/BigWorld/Common/UiCommon/MapIcon/UiBigWorldTaskAimArrow5.png	FxSkyGardenBiaoji	2DA6B14D	2DA6B1	
1007	Assets/Product/Texture/Atlas/BigWorld/Common/UiCommon/MapIcon/UiBigWorldMapInvitationPointMiddle.png	Assets/Product/Texture/Atlas/BigWorld/Common/UiCommon/MapIcon/UiBigWorldTaskAimArrow7.png	FxSkyGardenBiaoji	ff7b684D	ff7b68	
1008	Assets/Product/Texture/Atlas/BigWorld/Common/UiCommon/MapIcon/UiBigWorldMapPilotagePointMiddle.png	Assets/Product/Texture/Atlas/BigWorld/Common/UiCommon/MapIcon/UiBigWorldTaskAimArrow6.png	FxSkyGardenBiaoji	9872a44D	9872a4	
2002	Assets/Product/Texture/Atlas/BigWorld/Common/UiCommon/MapIcon/UiBigWorldMapPilotPointSmall.png	Assets/Product/Texture/Atlas/BigWorld/Common/UiCommon/MapIcon/UiBigWorldTaskAimArrow5.png	FxSkyGardenBiaoji	2DA6B14D	2DA6B1	1002
2004	Assets/Product/Texture/Atlas/BigWorld/Common/UiCommon/MapIcon/UiBigWorldMapSketchesPointSmall.png	Assets/Product/Texture/Atlas/BigWorld/Common/UiCommon/MapIcon/UiBigWorldTaskAimArrow1.png	FxSkyGardenBiaoji	FFFFFF4D	FFFFFF	1004
2001	Assets/Product/Texture/Atlas/BigWorld/Common/UiCommon/MapIcon/UiBigWorldMapInnermostPointSmall.png	Assets/Product/Texture/Atlas/BigWorld/Common/UiCommon/MapIcon/UiBigWorldTaskAimArrow4.png	FxSkyGardenBiaoji	FFFFFF4D	FFFFFF	1001
2005	Assets/Product/Texture/Atlas/BigWorld/Common/UiCommon/MapIcon/UiBigWorldMapRumorPointSmall.png	Assets/Product/Texture/Atlas/BigWorld/Common/UiCommon/MapIcon/UiBigWorldTaskAimArrow2.png	FxSkyGardenBiaoji	5789B44D	5789B4	1005
2006	Assets/Product/Texture/Atlas/BigWorld/Common/UiCommon/MapIcon/UiBigWorldMapPilotagePointSmall.png	Assets/Product/Texture/Atlas/BigWorld/Common/UiCommon/MapIcon/UiBigWorldTaskAimArrow6.png	FxSkyGardenBiaoji	b281c14D	b281c1	1008
2012	Assets/Product/Texture/Atlas/BigWorld/Common/UiCommon/MapIcon/UiBigWorldMapInnermostPointSmall.png	Assets/Product/Texture/Atlas/BigWorld/Common/UiCommon/MapIcon/UiBigWorldTaskAimArrow7.png	FxSkyGardenBiaoji	ff7b684D	ff7b68	1007
3002	Assets/Product/Texture/Atlas/BigWorld/Common/UiCommon/MapIcon/UiBigWorldMapPilotPointTip.png	Assets/Product/Texture/Atlas/BigWorld/Common/UiCommon/MapIcon/UiBigWorldTaskAimArrow5.png	FxSkyGardenBiaoji	2DA6B14D	2DA6B1	1002
3005	Assets/Product/Texture/Atlas/BigWorld/Common/UiCommon/MapIcon/UiBigWorldMapRumorPointTip.png	Assets/Product/Texture/Atlas/BigWorld/Common/UiCommon/MapIcon/UiBigWorldTaskAimArrow2.png	FxSkyGardenBiaoji	5789B44D	5789B4	1005
