Id	BaseVideoId	ConditionId	Title	Height	Width	VideoUrl	VideoUrlPc
100			登录界面	1080.0	1920.0	External/Video/MovieLogin.usm	External/Video/MovieLogin.usm
101			登录界面超白毛版本	1080.0	1920.0	External/Video/MovieCGV210.usm	External/Video/MovieCGV210.usm
20001			比安卡版本序章过场动画1	1080.0	1920.0	External/Video/Movie20001.usm	External/VideoPC/Movie20001.usm
20002			比安卡版本序章过场动画2	1080.0	1920.0	External/Video/Movie20002.usm	External/VideoPC/Movie20002.usm
20004			圣比安卡版本 肉鸽5 PV	1080.0	1920.0	External/Video/Movie20004.usm	External/VideoPC/Movie20004.usm
20005			协奏版本PV	1080.0	1920.0	External/Video/Movie20005.usm	External/VideoPC/Movie20005.usm
20006			v4.0神丽芙外部CG	804.0	1920.0	External/Video/Movie20006.usm	External/VideoPC/Movie20006.usm
20007	40001	1008156	v4.3版本pv剪辑进包需求	1080.0	1920.0	External/Video/Movie20007.usm	External/VideoPC/Movie20007.usm
20008			v4.5生命树logo视频	1080.0	1920.0	External/Video/Movie20008.usm	External/VideoPC/Movie20008.usm
20009			v4.5生命树PV	1080.0	1920.0	External/Video/Movie20009.usm	External/VideoPC/Movie20009.usm
90000			夏活版本_卡列胜利结算动画	1080.0	1920.0	External/Video/Kalieninawin.usm	External/Video/Kalieninawin.usm
90001			S七实_渡边特效皮结算动画1	1080.0	1920.0	External/Video/FxR4DubianWin01.usm	External/Video/FxR4DubianWin01.usm
90002			S七实_渡边特效皮结算动画2	1080.0	1920.0	External/Video/FxR4DubianWin02.usm	External/Video/FxR4DubianWin02.usm
40001			视频包未下载通用替代资源	960.0	1920.0	External/Video/Movie40001.usm	External/VideoPC/Movie40001.usm
1003401	10188	1007125	终极区哈姆雷特出场	1080.0	1920.0	External/Video/Movie1003401.usm	External/Video/Movie1003401.usm
1005301	10188	1007125	终极区噬月异种出场	960.0	1920.0	External/Video/Movie1005301.usm	External/Video/Movie1005301.usm
1006601	10188	1007125	终极区马德拉出场	960.0	1920.0	External/Video/Movie1006601.usm	External/Video/Movie1006601.usm
1008001	10188	1007125	芬里尔通用出场	960.0	1920.0	External/Video/Movie1008001.usm	External/VideoPC/Movie1008001.usm
1007301	10188	1007125	终级区莉莉丝入场	960.0	1920.0	External/Video/Movie1007301.usm	External/Video/Movie1007301.usm
1007701	10188	1007125	终级区茯神入场	960.0	1920.0	External/Video/Movie1007701.usm	External/Video/Movie1007701.usm
1011201	10188	1007125	舒尔茨·I·罗瑟姆通用出场	960.0	1920.0	External/Video/Movie1011201.usm	External/VideoPC/Movie1011201.usm
1010501	10188	1007125	巴拉德通用出场	960.0	1920.0	External/Video/Movie1010501.usm	External/VideoPC/Movie1010501.usm
1011801	10188	1007125	克雷多尔通用出场	960.0	1920.0	External/Video/Movie1011801.usm	External/VideoPC/Movie1011801.usm
1012901	10188	1007125	囚笼终极区斯凯奇出场	960.0	1920.0	External/Video/Movie1012901.usm	External/VideoPC/Movie1012901.usm
1006901	10188	1007125	慈悲者BOSS通用入场	960.0	1920.0	External/Video/Movie1006901.usm	External/VideoPC/Movie1006901.usm
1013701	10188	1007125	囚笼维罗妮卡通用入场	960.0	1920.0	External/Video/Movie1013701.usm	External/Video/Movie1013701.usm
1014101	10188	1007125	S万事_BOSS入场_囚笼特供版	960.0	1920.0	External/Video/Movie1014101.usm	External/VideoPC/Movie1014101.usm
1017901	10188	1007125	洁塔薇BOSS_格温普兰囚笼入场	960.0	1920.0	External/Video/Movie1017901.usm	External/Video/Movie1017901.usm
1017301	10188	1007125	莉莉丝_BOSS出生timelineCG	960.0	1920.0	External/Video/Movie1017301.usm	External/VideoPC/Movie1017301.usm
1016101	10188	1007125	帕瓦特_囚笼开场	960.0	1920.0	External/Video/Movie1016101.usm	External/VideoPC/Movie1016101.usm
1018201	10188	1007125	囚笼火薇拉BOSS入场	960.0	1920.0	External/Video/Movie1018201.usm	External/VideoPC/Movie1018201.usm
1019201	10188	1007125	囚笼监管者BOSS入场	960.0	1920.0	External/Video/Movie1019201.usm	External/VideoPC/Movie1019201.usm
