Id	GroupId	HeadIconStyleId	Name	Title	InteractOptionTexts
8	4009		通用空物件		
2	4009		跳跳乐平台01		
3	4009		跳跳乐平台01		
4	4009		跳跳乐平台01		
5	4009		跳跳乐平台01		
6	4009		跳跳乐平台01		
7	4009		跳跳乐平台02		
9	4009		跳跳乐平台01		
11	4009		跳跳乐平台01		
12	4009		跳跳乐平台01		
13	4009		跳跳乐平台01		
14	4009		跳跳乐平台01		
15	4009		跳跳乐平台01		
16	4009		跳跳乐平台01		
17	4009		跳跳乐平台01		
18	4009		跳跳乐平台01		
19	4009		跳跳乐平台01		
21	4009		通用空物件		
22	4009		通用空物件		
23	4009		通用空物件		
24	4009		通用空物件		
25	4009		通用空物件		
27	4009		跳跳乐平台02		
28	4009		跳跳乐平台02		
29	4009		跳跳乐平台02		
30	4009		跳跳乐平台阻挡		
31	4009		跳跳乐螺母		
32	4009		跳跳乐螺母		
33	4009		跳跳乐螺母		
34	4009		跳跳乐平台02		
35	4009		跳跳乐平台02		
36	4009		跳跳乐平台02		
37	4009		跳跳乐故障螺母		
38	4009		跳跳乐传送带		
39	4009		跳跳乐传送带		
40	4009		跳跳乐传送带		
41	4009		跳跳乐传送带		
42	4009		通用空物件		
