Id	GroupId	HeadIconStyleId	Name	Title	InteractOptionTexts
400001	6002		跳跳乐平台01		
400002	6002		跳跳乐浮动平台		
400003	6002		跳跳乐平台01		
400004	6002		死区		
400005	6002		跳跳乐平台01		
400006	6002		跳跳乐平台01		
400007	6002		跳跳乐平台01		
400008	6002		跳跳乐平台01		
400009	6002		跳跳乐平台01		
400010	6002		跳跳乐平台01		
400011	6002		跳跳乐平台01		
400012	6002		跳跳乐平台01		
400013	6002		跳跳乐平台01		
400014	6002		跳跳乐平台01		
400016	6002		跳跳乐平台01		
400017	6002		跳跳乐平台01		
400018	6002		跳跳乐平台01		
400020	6002		跳跳乐浮动平台		
400021	6002		跳跳乐浮动平台		
400022	6002		跳跳乐传送带		
400023	6002		跳跳乐传送带		
400024	6002		跳跳乐传送带		
400025	6002		跳跳乐传送带		
400026	6002		跳跳乐传送带		
400027	6002		跳跳乐传送带		
400028	6002		跳跳乐传送带		
400029	6002		跳跳乐传送带		
400030	6002		跳跳乐传送带		
400031	6002		跳跳乐传送带		
400032	6002		跳跳乐传送带		
400033	6002		跳跳乐传送带		
400034	6002		跳跳乐传送带		
400035	6002		跳跳乐传送带		
400036	6002		跳跳乐螺母		
400037	6002		跳跳乐螺母		
400038	6002		跳跳乐螺母		
400039	6002		跳跳乐螺母		
400040	6002		跳跳乐螺母		
400041	6002		跳跳乐螺母		
400042	6002		跳跳乐螺母		
400043	6002		跳跳乐螺母		
400044	6002		跳跳乐螺母		
400045	6002		跳跳乐螺母		
400046	6002		跳跳乐螺母		
400047	6002		跳跳乐螺母		
400048	6002		跳跳乐螺母		
400049	6002		跳跳乐螺母		
400050	6002		跳跳乐螺母		
400051	6002		跳跳乐螺母		
400052	6002		跳跳乐螺母		
400053	6002		跳跳乐螺母		
400054	6002		跳跳乐螺母		
400055	6002		跳跳乐螺母		
400056	6002		跳跳乐螺母		
400057	6002		跳跳乐螺母		
400058	6002		跳跳乐螺母		
400059	6002		跳跳乐螺母		
400060	6002		跳跳乐螺母		
400061	6002		跳跳乐螺母		
400062	6002		跳跳乐螺母		
400063	6002		跳跳乐螺母		
400064	6002		跳跳乐螺母		
400065	6002		跳跳乐螺母		
400066	6002		跳跳乐螺母		
400067	6002		跳跳乐螺母		
400068	6002		跳跳乐螺母		
400069	6002		跳跳乐螺母		
400070	6002		保存点		
400071	6002		终点		
400072	6002		跳跳乐平台阻挡		
400073	6002		初级宝箱		['基础补给箱']
400074	6002		中级宝箱		['精良补给箱']
400075	6002		高级宝箱		['卓越补给箱']
400076	6002		加速带		
400077	6002		加速带		
400078	6002		加速带		
400079	6002		加速带		
400080	6002		加速带		
400081	6002		加速带		
400083	6002		跳跳乐平台01		
400084	6002		跳跳乐平台01		
400085	6002		跳跳乐平台01		
400086	6002		跳跳乐平台01		
400087	6002		跳跳乐平台01		
400088	6002		跳跳乐平台01		
400089	6002		跳跳乐平台01		
400090	6002		跳跳乐平台01		
400091	6002		跳跳乐平台01		
400092	6002		跳跳乐平台01		
400093	6002		跳跳乐平台01		
400095	6002		跳跳乐平台01		
400094	6002		跳跳乐大螺母		
400096	6002		跳跳乐大螺母		
400097	6002		跳跳乐平台阻挡		
400098	6002		跳跳乐平台阻挡		
400099	6002		保底触发器		
400015	6002		跳跳乐传送带		
400019	6002		跳跳乐传送带		
400082	6002		跳跳乐传送带		
400100	6002		跳跳乐传送带		
400101	6002		跳跳乐传送带		
400102	6002		跳跳乐传送带		
400103	6002		跳跳乐传送带		
400104	6002		跳跳乐传送带		
400105	6002		跳跳乐传送带		
400106	6002		跳跳乐传送带		
400107	6002		跳跳乐传送带		
400108	6002		跳跳乐传送带		
400109	6002		跳跳乐传送带		
400110	6002		跳跳乐传送带		
400111	6002		跳跳乐传送带		
400112	6002		跳跳乐传送带		
400113	6002		通用空物件		
400114	6002		通用空物件		
400115	6002		通用空物件		
400116	6002		通用空物件		
400117	6002		通用空物件		
400118	6002		通用空物件		
400119	6002		通用空物件		
400120	6002		通用空物件		
