Id	GroupId	Name	Title	HeadIconStyleId	InteractOptionTexts
3200001	600101	哈里乔			['打招呼']
3200002	600101	极地白熊NPC（主线用）			
3200003	600101	重炮射击-合体炮台			
3200004	600101	威廉			['旁听']
3200005	600101	机器人NPC			
3200006	600101	新增男NPC1			
3200007	600101	女学生a			
3200008	600101	工作人员男性			
3200009	600101	工作人员女性			
3200010	600101	库浇浇			
3200011	600101	新增女NPC4			
3200012	600101	女学生b			
3200013	600101	制服男NPC03(灰色)			
3200014	600101	急救机器人 IV 型			['旁听']
3200015	600101	男y待机动作01（生态）			
3200016	600101	爱丽芙			['旁听']
3200017	600101	男学生a			
3200018	600101	男学生b			
3200019	600101	绿色无帽士兵男1			
3200020	600101	白色工程师服女8			
3200021	600101	艾琳			['旁听']
3200022	600101	凯瑟琳			
3200023	600101	制服女NPC03(白色）			['旁听']
3200024	600101	男学生c			
3200025	600101	构造体			
3200026	600101	白色工程师服男7			
3200027	600101	制服女NPC01(黑色）			
3200028	600101	制服男NPC02(白色)			
3200029	600101	艾莉娜			
3200030	600101	艾克			['旁听']
3200031	600101	枪兵白			
3200032	600101	军人			
3200033	600101	库炒炒			['旁听']
3200034	600101	修理库洛洛			
3200036	600101	哈里乔			['打招呼']
3200037	600101	PV双人气泡NPC男（剧情）			
3200038	600101	宿舍氛围对话女站			
3200039	600101	PV双人气泡NPC女（剧情）			['交互']
3200040	600101	颠勺库洛洛			
3200041	600101	新增女NPC3			
3200042	600101	新增女NPC4			
3200035	600101	哈里乔			['打招呼']
3200043	600101	制服女NPC03(粉色）			
3200044	600101	男性构造体1（生态2）			
3200045	600101	白色工程师服男4			
3200046	600101	制服女NPC03(黑色）			
3200047	600101	带帽微笑库洛洛			
3200048	600101	女性构造体2（生态2）			
3200049	600101	库洛洛			
3200050	600101	白色工程师服男1（生态2）			
3200051	600101	制服女NPC01(黑色）			
3200052	600101	制服女NPC1（剧情）			
