Id	GroupId	Name	Title	HeadIconStyleId	InteractOptionTexts
3900001	600103	许愿池-工作人员			['询问他的烦恼']
3900002	600103	对话-分院方式-女			['旁听']
3900003	600103	对话-分院方式-男			
3900004	600103	许愿池-许愿的学生			
3900005	600103	对话-学习榜样-女			
3900006	600103	对话-学习榜样-男			['旁听']
3900007	600103	对话-最帅的前辈-坐女			
3900008	600103	对话-最帅的前辈-站女			['旁听']
3900009	600103	花坛旁氛围			
3900010	600103	花坛旁氛围			
3900011	600103	纪念碑侧氛围			
3900012	600103	祭拜者			
3900013	600103	绿色贝雷帽人类士兵男1			
3900014	600103	绿色头盔人类士兵男1			
3900015	600103	沉思的男学生			
3900016	600103	有朝气的男学生			['【NpcName】']
3900017	600103	软弱的女学生			['【NpcName】']
3900018	600103	自责学生旁边的1			
3900019	600103	自责的男学生			['【NpcName】']
3900020	600103	自责学生旁边的2			
3900021	600103	自责学生旁边的3			
3900022	600103	温柔的女学生			['【NpcName】']
3900026	600103	沉思的教官			['【NpcName】']
3900023	600103	跑步者1			
3900024	600103	跑步者2			
