Id	GroupId	Name	Title	HeadIconStyleId	InteractOptionTexts
3100001	600105	巡逻库洛洛			
3100002	600105	修理库洛洛			
3100003	600105	扫地库洛洛			
3100004	600105	颠勺库洛洛			
3100005	600105	带帽库洛洛			
3100006	600105	库浇浇			['修复']
3100007	600105	阿西莫夫			['阿西莫夫']
3100008	600105	新增男NPC1			['指认嫌疑人']
3100009	600105	新增男NPC1			
3100010	600105	新增男NPC1			
3100011	600105	阿西莫夫			
3100012	600105	库浇浇			
3100013	600105	扫地库洛洛			
3100014	600105	修理库洛洛			
3100015	600105	库洛洛			['溯源']
3100016	600105	扫描库洛洛			
3100018	600105	新增男NPC1			
3100019	600105	扫地库洛洛			
3100020	600105	库浇浇			
3100021	600105	修理库洛洛			
3100022	600105	带帽库洛洛			
3100023	600105	扫描库洛洛			
3100024	600105	4.5小怪-无人机			
3100025	600105	4.5小怪-无人机			
3100026	600105	军用无人机NPC			['关闭']
3100027	600105	军用无人机NPC			['关闭']
3100028	600105	新增男NPC1			
3100029	600105	阿西莫夫			
3100030	600105	阿西莫夫			
3100017	600105	鲁特			
3100031	600105	扫地库洛洛			
3100032	600105	修理库洛洛			
3100033	600105	带帽库洛洛			
3100034	600105	扫描库洛洛			['修复']
3100035	600105	巡逻库洛洛			
3100036	600105	颠勺库洛洛			
3100037	600105	库浇浇			
3100038	600105	新增男NPC1			
