Id	GroupId	Name	Title	HeadIconStyleId	InteractOptionTexts
600001	2001	凶厉的女人			
600002	2001	紧张的男人			
600004	2001	库锅锅			
600005	2001	店长型碧儿			
600007	2001	嫌疑人一号			
600008	2001	嫌疑人二号			['问询嫌疑人']
600009	2001	嫌疑人三号			
600010	2001	露西亚			['【NpcName】']
600011	2001	约斯			
600013	2001	库雪雪			['【NpcName】']
600014	2001	约斯			['审问']
600015	2001	薇拉			['【NpcName】']
600016	2001	工作机器人xmax			
600017	2001	露西亚			['【NpcName】']
600003	2001	酒吧经理			['进入秘密基地']
600018	2001	露西亚			['【NpcName】']
600020	2001	薇拉			['【NpcName】']
600021	2001	露西亚			['【NpcName】']
600022	2001	薇拉			['【NpcName】']
