Id	GroupId	Name	Title	HeadIconStyleId	InteractOptionTexts
500001	2003	艾德			['对话']
500002	2003	海莉			['对话']
500003	2003	店长罗斯			['对话']
500004	2003	贾森			['对话']
500005	2003	罗斯			['接过信件']
500006	2003	女X待机动作03			
500007	2003	男X待机动作02			
500008	2003	怒气冲冲的男人			['对话']
500009	2003	男X待机动作01			
500010	2003	女X待机动作04			
500012	2003	丸丸熊			['对话']
500013	2003	宿舍氛围约会男			
500014	2003	宿舍氛围约会女			
500015	2003	丸丸熊			['对话']
500017	2003	丸丸熊			['对话']
500018	2003	贾森			['对话']
500019	2003	罗斯			
500020	2003	瑞娅			['瑞娅']
500021	2003	心理医生			['心理医生']
500022	2003	贾森			['交谈']
500023	2003	罗斯			['罗斯']
500024	2003	奇怪的库洛洛			['奇怪的库洛洛']
500025	2003	自恋的库洛洛			['自恋的库洛洛']
500028	2003	好胜的库洛洛			['好胜的库洛洛']
500029	2003	激动的库洛洛			['激动的库洛洛']
500026	2003	工作人员			['映空竞跃']
500016	2003	自恋的库洛洛			['展示照片']
500027	2003	海莉			
500030	2003	艾德			
500011	2003	1.5期历程任务入口			['开启任务']
