Id	GroupId	Name	Title	HeadIconStyleId	InteractOptionTexts
4100001	4044	展览讲解员			
4100002	4044	新增男NPC3（生态）			
4100003	4044	休息厅氛围组01女（剧情）			
4100004	4044	女性构造体1（剧情）			['旁听']
4100005	4044	西里安			['西里安']
4100006	4044	巴恩斯			['巴恩斯']
4100007	4044	维冬			
4100008	4044	雯禾			
4100009	4044	布冬			['旁听']
4100010	4044	新增女NPC6（生态）			
4100011	4044	制服男NPC02(粉色)			['对话']
4100012	4044	扫地库洛洛			
4100013	4044	阿迪莱男NPC01(蓝色)			
4100014	4044	桑蒂斯			['桑蒂斯']
4100015	4044	军备守卫			
4100016	4044	军备守卫			
4100017	4044	制服女NPC02(黑色）			
4100018	4044	伊莫金			['伊莫金']
4100019	4044	制服男NPC01(白色)			
4100020	4044	新增女NPC8			
4100021	4044	制服女NPC2			
4100022	4044	新增女NPC4			
4100023	4044	新增男NPC6			
4100025	4044	女性构造体3（生态）			
4100026	4044	男性构造体3（生态）			
4100027	4044	九龙女NPC02(黑色)			
4100028	4044	九龙女NPC01(白色)			
4100029	4044	女X待机动作01（生态2）			
4100030	4044	男性构造体2（生态2）			
4100031	4044	女性构造体1（生态2）			
4100032	4044	白色工程师服女2			
4100033	4044	制服男NPC01(灰色生态2)			
4100034	4044	阿迪莱男NPC03(蓝色)			
4100035	4044	库浇浇			
4100036	4044	扫地库洛洛			
4100037	4044	库浇浇			
4100038	4044	机器人NPC			
4100039	4044	宿舍氛围调查女			
4100040	4044	女性服务员9（生态）			
4100041	4044	休息厅氛围组01女			
4100042	4044	极地男NPC3			
4100043	4044	极地女NPC3			
4100024	4044	赛琳娜希声-生态			
