Id	GroupId	Name	Title	HeadIconStyleId	InteractOptionTexts
4000004	600104	公告板前的男性（气泡）			
4000005	600104	维修工程师			['【NpcName】']
4000006	600104	公告板前的女性（无对话）			
4000001	600104	女学生-选项1			
4000002	600104	女学生-选项2			
4000003	600104	女服务员-初始			['【NpcName】']
4000007	600104	气泡组1-男			
4000008	600104	气泡组1-女			
4000009	600104	气泡组2			
4000010	600104	镜子怪谈-气泡对话-女1			
4000011	600104	镜子怪谈-气泡对话-女2			
4000012	600104	镜子怪谈-气泡对话-女3			
4000013	600104	考试改制-女			
4000014	600104	考试改制-男			
4000015	600104	新现代艺术协会宣传员			['【NpcName】']
4000016	600104	做完你的做你的-学生01			
4000017	600104	做完你的做你的-学生02			
4000018	600104	女学生			['我帮你吧']
4000019	600104	激动的团员一号			
4000020	600104	谜之社团团员			
4000021	600104	谜之社团团长			['谜之社团团长']
4000022	600104	激动的团员二号			
4000023	600104	谜之社团团员			
4000024	600104	谜之社团团员			
4000025	600104	新闻部部员			
4000026	600104	新闻部部长			['旁听']
4000027	600104	一年级			
4000028	600104	三年级			['旁听']
4000029	600104	二年级			
4000030	600104	队1			
4000031	600104	招新吗-男学生			
4000032	600104	女学生HJ			
4000033	600104	队5			
4000034	600104	队4			
4000035	600104	女学生HJ02			
4000036	600104	两摊之间犹豫的女生			
4000037	600104	队3			
4000038	600104	沮丧的学生			['旁听']
4000039	600104	队2			
4000040	600104	摊位B学生			
4000041	600104	特种战斗协会宣传员			['【NpcName】']
4000042	600104	野外活动社宣传员			['【NpcName】']
4000043	600104	热血的一年级			['旁听']
4000044	600104	无奈的一年级			
4000045	600104	吐槽的学生			
4000047	600104	机器人临时			
4000048	600104	跳舞机器人旁观者01			
4000049	600104	热情的??店员			
4000050	600104	跳舞机器人旁观者02			
4000051	600104	校徽下-男路人02			
4000053	600104	校徽下-男路人01			
4000054	600104	跳舞机器人旁观者03			
4000055	600104	校徽下-女路人01			
4000052	600104	新增男NPC4			
4000056	600104	女服务员-选项1-1			
4000057	600104	女服务员-选项1-后续常驻			
4000058	600104	女服务员-选项2-后续常驻			['我把它关上了']
4000059	600104	女学生			
4000060	600104	维修工程师			['这个是什么？', '总觉得少了点什么。']
4000046	600104	谜之社团团员			
4000061	600104	谜之社团团员			
4000062	600104	谜之社团团员			
4000063	600104	校徽下-路人03不说话			
4000064	600104	罗森门口			
4000065	600104	情报铺旁			
4000066	600104	宿舍氛围调查女			
4000067	600104	做完你的做你的-学生01			
