Id	GroupId	Name	Title	HeadIconStyleId	InteractOptionTexts
3400002	4041	神威			
3400007	4041	女X待机动作02（剧情）			
3400001	4041	女X待机动作02（剧情）			
3400005	4041	女X待机动作02（剧情）			
3400006	4041	女X待机动作02（剧情）			
3400008	4041	女X待机动作01（剧情）			
3400009	4041	女X待机动作02（剧情）			
3400010	4041	女X待机动作03（剧情）			
3400011	4041	女X待机动作03（剧情）			
3400012	4041	库浇浇			
3400014	4041	猫2（狸花）			
3400003	4041	女X待机动作03（剧情）			
3400004	4041	女X待机动作03（剧情）			
3400013	4041	女X待机动作03（剧情）			
3400015	4041	女X待机动作03（剧情）			
3400016	4041	女X待机动作03（剧情）			
3400017	4041	女X待机动作03（剧情）			
3400018	4041	女X待机动作01（剧情）			
