Id	GroupId	Name	Title	HeadIconStyleId	InteractOptionTexts
1100006	4034	尸体			
1100013	4034	机兵尸体			
1100014	4034	尸体			
1100015	4034	我是伤员			['交谈']
1100016	4034	尸体			
1100001	4034	尸体			
1100002	4034	尸体			
1100003	4034	机兵尸体			
1100004	4034	机械兔尸体			
1100005	4034	机兵尸体			
1100007	4034	机兵尸体			
1100008	4034	机兵尸体			
1100009	4034	机械兔尸体			
1100010	4034	机兵尸体			
1100011	4034	制服女NPC1（剧情）			
1100012	4034	极地女NPC2			
1100017	4034	白色工程师服男1（生态2）			
1100018	4034	极地男NPC1			
1100019	4034	白色工程师服男1（生态2）			
1100020	4034	尸体			
1100021	4034	绿色无帽士兵女6			
1100022	4034	绿色无帽士兵女6			
1100023	4034	极地男NPC2			
1100024	4034	白色工程师服男2			
1100025	4034	白色工程师服女3			
1100026	4034	白色工程师服男3			
1100027	4034	白色工程师服男3			
1100028	4034	极地女NPC3			
1100029	4034	极地女NPC2			
1100030	4034	极地男NPC1			
1100031	4034	极地男NPC1			
1100032	4034	绿色头盔人类士兵男1			
1100033	4034	极地女NPC3			
1100034	4034	白色工程师服女2			
1100035	4034	白色工程师服女3			
