Id	GroupId	Name	Title	HeadIconStyleId	InteractOptionTexts
3000001	700302	凡妮莎			
3000002	700302	露西亚			
3000003	700302	凡妮莎（任务之后）			['交谈']
3000006	700302	我是希卡			
3000007	700302	我是哈里乔			['交谈']
3000008	700302	我是西蒙			['交谈']
3000011	700302	训练机器人			
3000012	700302	训练机器人			
3000013	700302	我是希卡（任务之后）			['【NpcName】']
3000014	700302	我是哈尔乔（任务之后）			['【NpcName】']
3000015	700302	我是西蒙（任务之后）			['交谈']
3000016	700302	女X待机动作01（剧情）			
3000017	700302	法奥斯教官			['交谈']
3000018	700302	女学生A			['旁听']
3000019	700302	女学生B			
3000021	700302	男学生			
3000022	700302	保安士兵			
3000020	700302	男X待机动作02（剧情）			
3000023	700302	气泡男学生			
3000024	700302	气泡男学生			
3000025	700302	气泡男学生			
3000026	700302	气泡女学生			
3000027	700302	气泡女学生			
3000030	700302	制服构造体士兵白1			
3000031	700302	白色工程师服男1（生态2）			
3000032	700302	制服女NPC1（剧情）			
3000034	700302	教学楼外大广场npc氛围男教师A			
3000009	700302	男X待机动作02（剧情）			
3000010	700302	教学楼外大广场npc氛围男校工A			
3000028	700302	白色工程师服男1（生态2）			
3000029	700302	男X待机动作04（剧情）			
3000035	700302	男X待机动作03（剧情）			
3000036	700302	制服女NPC02(白色）			
3000037	700302	教学楼外大广场npc氛围，女学生A			
3000038	700302	男y待机动作01（剧情）			
3000039	700302	制服构造体士兵白1			
3000040	700302	新增男NPC4（剧情）			
3000041	700302	女X待机动作01（剧情）			
3000042	700302	制服男NPC03(白色)			
3000043	700302	制服构造体士兵红1			
3000044	700302	男性构造体1（剧情）			
3000045	700302	男性构造体1（剧情）			
3000046	700302	女性构造体2（生态2）			
3000047	700302	白色贝雷帽人类士兵女1			
3000048	700302	巡逻库洛洛			
3000049	700302	白色头盔人类士兵男1			
3000050	700302	男性服务员2（生态2）			
3000051	700302	女性服务员3（生态2）			
3000052	700302	男X待机动作02（剧情）			
3000053	700302	男X待机动作03（剧情）			
3000054	700302	制服女NPC1（剧情）			
3000055	700302	女X待机动作01（剧情）			
3000056	700302	女性构造体2（生态2）			
3000057	700302	制服男NPC01(灰色生态2)			
3000058	700302	制服女NPC01(白色生态2）			
3000059	700302	制服女NPC01(粉色生态2）			
3000060	700302	男学生			
3000061	700302	新增金毛女（生态）			
3000062	700302	男性服务员3（生态）			
3000063	700302	男性服务员4（生态）			
3000064	700302	女X待机动作01（剧情）			
3000065	700302	新增金毛女（剧情）			
3000066	700302	九龙女NPC01(蓝色)			
3000067	700302	希卡的同学仁			
3000068	700302	希卡的同学黎兰			
3000069	700302	带帽库洛洛			
3000071	700302	法奥斯教官1			
3000072	700302	男y待机动作01（剧情）			
3000073	700302	男X待机动作01（剧情）			
3000074	700302	男X待机动作02（剧情）			
3000075	700302	男X待机动作04（剧情）			
3000076	700302	男Y待机动作03气泡			
3000077	700302	女X待机动作02（剧情）			
3000078	700302	女X待机动作03（剧情）			
3000079	700302	男y待机动作01（剧情）			
3000080	700302	极地女NPC1			
3000081	700302	极地女NPC2			
3000082	700302	极地男NPC3			
3000083	700302	极地男NPC2			
3000084	700302	白色工程师服女8			
3000005	700302	法奥斯学生女5			
3000087	700302	法奥斯学生男2			
3000004	700302	男X待机动作03（剧情）			
3000070	700302	女X待机动作01（剧情）			
3000085	700302	制服女NPC1（剧情）			
3000086	700302	法奥斯学生男1			
3000088	700302	白色贝雷帽人类士兵女1			
3000089	700302	构造体士兵女长官金			
3000092	700302	绿色无帽士兵女2			
3000090	700302	希卡的同学仁（任务后）			
3000091	700302	希卡的同学黎兰（任务后）			
