Id	Text
67526119	1 号选手投票过 30 应援值，升级到品质2
163	转换为{0}经验
164	转换为{0}螺母
165	永久获得
166	4月5日过期
167	7天有效，4月5日过期
168	{0}s过期
169	具体时间过期
170	{0}h过期
171	在伊甸文化纪中为 里 增加 {0} 热度值后，品质升到银色
172	在伊甸文化纪中为 万事 增加 {0} 热度值后，品质升到银色
173	在伊甸文化纪中为 罗兰 增加 {0} 热度值后，品质升到银色
174	在伊甸文化纪中为 卡穆 增加 {0} 热度值后，品质升到银色
175	在伊甸文化纪中为 渡边 增加 {0} 热度值后，品质升到银色
176	在伊甸文化纪中为 库洛姆 增加 {0} 热度值后，品质升到银色
177	在伊甸文化纪中为 常羽 增加 {0} 热度值后，品质升到银色
178	在伊甸文化纪中为 神威 增加 {0} 热度值后，品质升到银色
179	在伊甸文化纪中为 卡列尼娜 增加 {0} 热度值后，品质升到银色
180	在伊甸文化纪中为 蒲牢 增加 {0} 热度值后，品质升到银色
181	在伊甸文化纪中为 罗塞塔 增加 {0} 热度值后，品质升到银色
182	在伊甸文化纪中为 露娜 增加 {0} 热度值后，品质升到银色
183	在伊甸文化纪中为 比安卡 增加 {0} 热度值后，品质升到银色
184	在伊甸文化纪中为 赛琳娜 增加 {0} 热度值后，品质升到银色
185	在伊甸文化纪中为 曲 增加 {0} 热度值后，品质升到银色
186	在伊甸文化纪中为 苏菲亚 增加 {0} 热度值后，品质升到银色
187	在伊甸文化纪中为 露西亚 增加 {0} 热度值后，品质升到银色
188	在伊甸文化纪中为 艾拉 增加 {0} 热度值后，品质升到银色
189	在伊甸文化纪中为 丽芙 增加 {0} 热度值后，品质升到银色
190	在伊甸文化纪中为 七实 增加 {0} 热度值后，品质升到银色
191	在伊甸文化纪中为 薇拉 增加 {0} 热度值后，品质升到银色
192	在伊甸文化纪中为 阿尔法 增加 {0} 热度值后，品质升到银色
193	在伊甸文化纪中为 维里耶 增加 {0} 热度值后，品质升到银色
194	在伊甸文化纪中为 太阿 增加 {0} 热度值后，品质升到银色
195	重复获得后可延长有效时间，有效期为{0}天
196	重复获得后可提升品质，有效期为{0}天
197	获取后{0}天有效
198	在伊甸文化纪中为 里 增加 {0} 热度值后，品质升到蓝色
199	在伊甸文化纪中为 万事 增加 {0} 热度值后，品质升到蓝色
200	在伊甸文化纪中为 罗兰 增加 {0} 热度值后，品质升到蓝色
201	在伊甸文化纪中为 卡穆 增加 {0} 热度值后，品质升到蓝色
202	在伊甸文化纪中为 渡边 增加 {0} 热度值后，品质升到蓝色
203	在伊甸文化纪中为 库洛姆 增加 {0} 热度值后，品质升到蓝色
204	在伊甸文化纪中为 常羽 增加 {0} 热度值后，品质升到蓝色
205	在伊甸文化纪中为 神威 增加 {0} 热度值后，品质升到蓝色
206	在伊甸文化纪中为 卡列尼娜 增加 {0} 热度值后，品质升到蓝色
207	在伊甸文化纪中为 蒲牢 增加 {0} 热度值后，品质升到蓝色
208	在伊甸文化纪中为 罗塞塔 增加 {0} 热度值后，品质升到蓝色
209	在伊甸文化纪中为 露娜 增加 {0} 热度值后，品质升到蓝色
210	在伊甸文化纪中为 比安卡 增加 {0} 热度值后，品质升到蓝色
211	在伊甸文化纪中为 赛琳娜 增加 {0} 热度值后，品质升到蓝色
212	在伊甸文化纪中为 曲 增加 {0} 热度值后，品质升到蓝色
213	在伊甸文化纪中为 苏菲亚 增加 {0} 热度值后，品质升到蓝色
214	在伊甸文化纪中为 露西亚 增加 {0} 热度值后，品质升到蓝色
215	在伊甸文化纪中为 艾拉 增加 {0} 热度值后，品质升到蓝色
216	在伊甸文化纪中为艾拉 增加 {0} 热度值后，品质升到蓝色
217	在伊甸文化纪中为 丽芙 增加 {0} 热度值后，品质升到蓝色
218	在伊甸文化纪中为 七实 增加 {0} 热度值后，品质升到蓝色
219	在伊甸文化纪中为 薇拉 增加 {0} 热度值后，品质升到蓝色
220	在伊甸文化纪中为 阿尔法 增加 {0} 热度值后，品质升到蓝色
221	在伊甸文化纪中为 21号 增加 20000 热度值后，品质升到蓝色
222	在伊甸文化纪中为 哈卡玛 增加 {0} 热度值后，品质升到蓝色
223	在伊甸文化纪中为 赛利卡 增加 {0} 热度值后，品质升到蓝色
224	在伊甸文化纪中为 鲨士碧儿 增加 {0} 热度值后，品质升到蓝色
225	在伊甸文化纪中为 诺克提 增加 {0} 热度值后，品质升到蓝色
226	B级执照-尖兵部队
227	A级执照-特种空勤
228	S级执照-全战专家
229	X级执照-法奥斯新星
230	亚卡数界-黯刃折角
231	亚卡数界-辉矛断光
232	亚卡数界-折角断光
233	
234	给 1 号选手投票过 50 应援值，升级到品质3
235	在伊甸文化纪中为 里 增加 {0} 热度值后，品质升到金色
236	在伊甸文化纪中为 万事 增加 {0} 热度值后，品质升到金色
237	在伊甸文化纪中为 罗兰 增加 {0} 热度值后，品质升到金色
238	在伊甸文化纪中为 卡穆 增加 {0} 热度值后，品质升到金色
239	在伊甸文化纪中为 渡边 增加 {0} 热度值后，品质升到金色
240	在伊甸文化纪中为 库洛姆 增加 {0} 热度值后，品质升到金色
241	在伊甸文化纪中为 常羽 增加 {0} 热度值后，品质升到金色
242	在伊甸文化纪中为 神威 增加 {0} 热度值后，品质升到金色
243	在伊甸文化纪中为 卡列尼娜 增加 {0} 热度值后，品质升到金色
244	在伊甸文化纪中为 蒲牢 增加 {0} 热度值后，品质升到金色
245	在伊甸文化纪中为 罗塞塔 增加 {0} 热度值后，品质升到金色
246	在伊甸文化纪中为 露娜 增加 {0} 热度值后，品质升到金色
247	在伊甸文化纪中为 比安卡 增加 {0} 热度值后，品质升到金色
248	在伊甸文化纪中为 赛琳娜 增加 {0} 热度值后，品质升到金色
249	在伊甸文化纪中为 曲 增加 {0} 热度值后，品质升到金色
250	在伊甸文化纪中为 苏菲亚 增加 {0} 热度值后，品质升到金色
251	在伊甸文化纪中为 露西亚 增加 {0} 热度值后，品质升到金色
252	在伊甸文化纪中为 艾拉 增加 {0} 热度值后，品质升到金色
253	在伊甸文化纪中为 丽芙 增加 {0} 热度值后，品质升到金色
254	在伊甸文化纪中为 七实 增加 {0} 热度值后，品质升到金色
255	在伊甸文化纪中为 薇拉 增加 {0} 热度值后，品质升到金色
256	在伊甸文化纪中为 阿尔法 增加 {0} 热度值后，品质升到金色
257	在伊甸文化纪中为 维里耶 增加 {0} 热度值后，品质升到金色
258	在伊甸文化纪中为 太阿 增加 {0} 热度值后，品质升到金色
259	在伊甸文化纪中为 21号 增加 45000 热度值后，品质升到金色
260	在伊甸文化纪中为 哈卡玛 增加 {0} 热度值后，品质升到金色
261	在伊甸文化纪中为 赛利卡 增加 {0} 热度值后，品质升到金色
262	在伊甸文化纪中为 鲨士碧儿 增加 {0} 热度值后，品质升到金色
263	在伊甸文化纪中为 诺克提 增加 {0} 热度值后，品质升到金色
264	玩法获得
265	参与伊甸文化纪，为选手投票获得
266	极域协作各榜单前{0}%的玩家可获得
267	标准推演累计到达指定积分，或榜单前{0}%可得
268	极域协作-标准推演前{0}%的玩家可获得
269	故障连携累计到达指定积分，或榜单前{0}%可得
270	极域协作-故障连携前{0}%的玩家可获得
271	险象环生累计到达指定积分，或榜单前{0}%可得
272	极域协作-险象环生前{0}%的玩家可获得
273	幻痛囚笼终级区达到1850000讨伐值可获得
274	幻痛囚笼终级区达到1800000讨伐值可获得
275	幻痛囚笼终级区达到1750000讨伐值可获得
276	幻痛囚笼鏖战点前{0}%的玩家可获得
277	幻痛囚笼鏖战点前1%~5%的玩家可获得
278	幻痛囚笼鏖战点前5%~10%的玩家可获得
279	完成亚卡数界任务获得
280	通过据点玩法获得
281	累计购买{0}虹卡可获得
282	通过拟像试炼玩法获得
283	参与神寂启示录-亡命死竞，达到指定段位后获得
284	王牌车手
285	为参与星间飞驰竞速预测的指挥官们颁发的特别荣誉。请尽情享受这场引爆肾上腺素的狂飙盛宴吧。
286	参与星间飞驰，在极速派对内兑换获得
287	永夜君主
288	在神明寂灭后的世界，魔君仍存。
289	收集「私裁·神寂启示录」系列全部涂装后获得
290	趣闻探索者
291	从知慧游廊始步，行至熙攘的港口，遍历其间逸闻趣事的探索者之证。
292	完成空中花园「行动指南Ⅱ」任务清单获取
293	欲念裁执
294	流金之蚀
295	终临天启
296	现在，由我来为世间一切欲望称重、定价。
