Id	Name	Path	EntityId
4785074608603203	TrafficHub_BuildingMiddle_L0_X67_Y69		221
4785074608537668	TrafficHub_BuildingMiddle_L0_X68_Y68		222
4785074608537667	TrafficHub_BuildingMiddle_L0_X67_Y68		223
4785074608537666	TrafficHub_BuildingMiddle_L0_X66_Y68		224
4785074608603202	TrafficHub_BuildingMiddle_L0_X66_Y69		225
4785074608668738	TrafficHub_BuildingMiddle_L0_X66_Y70		226
4785074608668739	TrafficHub_BuildingMiddle_L0_X67_Y70		227
4785074608603201	TrafficHub_BuildingMiddle_L0_X65_Y69		228
4785074608668737	TrafficHub_BuildingMiddle_L0_X65_Y70		229
4785074608537665	TrafficHub_BuildingMiddle_L0_X65_Y68		230
4785074608472130	TrafficHub_BuildingMiddle_L0_X66_Y67		231
4785074608734274	TrafficHub_BuildingMiddle_L0_X66_Y71		232
4785074608734275	TrafficHub_BuildingMiddle_L0_X67_Y71		233
4785078901276705	TrafficHub_BuildingMiddle_L1_X33_Y34		234
4785078901276706	TrafficHub_BuildingMiddle_L1_X34_Y34		235
4785078901342241	TrafficHub_BuildingMiddle_L1_X33_Y35		236
4785083195129873	TrafficHub_BuildingMiddle_L2_X17_Y17		237
4785083195129872	TrafficHub_BuildingMiddle_L2_X16_Y17		238
