Id	Name	Path	EntityId
6473924473323654	TrafficHub_Plant_L0_X134_Y137		317
6473924473323655	TrafficHub_Plant_L0_X135_Y137		318
6473924473389189	TrafficHub_Plant_L0_X133_Y138		319
6473924473454726	TrafficHub_Plant_L0_X134_Y139		320
6473924473454724	TrafficHub_Plant_L0_X132_Y139		321
6473924473323653	TrafficHub_Plant_L0_X133_Y137		322
6473924473520262	TrafficHub_Plant_L0_X134_Y140		323
6473924473520260	TrafficHub_Plant_L0_X132_Y140		324
6473924473585798	TrafficHub_Plant_L0_X134_Y141		325
6473924473585796	TrafficHub_Plant_L0_X132_Y141		326
6473924473520261	TrafficHub_Plant_L0_X133_Y140		327
6473924473258117	TrafficHub_Plant_L0_X133_Y136		328
6473924473258116	TrafficHub_Plant_L0_X132_Y136		329
6473924473258118	TrafficHub_Plant_L0_X134_Y136		330
6473924473258119	TrafficHub_Plant_L0_X135_Y136		331
6473924473454725	TrafficHub_Plant_L0_X133_Y139		332
6473928763834434	TrafficHub_Plant_L1_X66_Y69		333
6473928763834435	TrafficHub_Plant_L1_X67_Y69		334
6473928763768898	TrafficHub_Plant_L1_X66_Y68		335
6473928763768899	TrafficHub_Plant_L1_X67_Y68		336
6473933056507937	TrafficHub_Plant_L2_X33_Y34		337
