Id	Name	Path	EntityId
3096224752730249	Square_BuildingSmall_L0_X137_Y136		118
3096224752730248	Square_BuildingSmall_L0_X136_Y136		119
3096224752730247	Square_BuildingSmall_L0_X135_Y136		120
3096224752730250	Square_BuildingSmall_L0_X138_Y136		121
3096224752664712	Square_BuildingSmall_L0_X136_Y135		122
3096224752664713	Square_BuildingSmall_L0_X137_Y135		123
3096224752795783	Square_BuildingSmall_L0_X135_Y137		124
3096224752795786	Square_BuildingSmall_L0_X138_Y137		125
3096224752795784	Square_BuildingSmall_L0_X136_Y137		126
3096224752795785	Square_BuildingSmall_L0_X137_Y137		127
3096224752664714	Square_BuildingSmall_L0_X138_Y135		128
3096224752664711	Square_BuildingSmall_L0_X135_Y135		129
3096224752926856	Square_BuildingSmall_L0_X136_Y139		130
3096224752926857	Square_BuildingSmall_L0_X137_Y139		131
3096229043241028	Square_BuildingSmall_L1_X68_Y68		132
3096229043241027	Square_BuildingSmall_L1_X67_Y68		133
3096229043241029	Square_BuildingSmall_L1_X69_Y68		134
3096229043306565	Square_BuildingSmall_L1_X69_Y69		135
