Id	Name	Path	EntityId
2814749771563076	Square_BuildingMiddle_L0_X68_Y68		105
2814749771694148	Square_BuildingMiddle_L0_X68_Y70		106
2814749771628611	Square_BuildingMiddle_L0_X67_Y69		107
2814749771563077	Square_BuildingMiddle_L0_X69_Y68		108
2814749771563075	Square_BuildingMiddle_L0_X67_Y68		109
2814749771628613	Square_BuildingMiddle_L0_X69_Y69		110
2814749771628612	Square_BuildingMiddle_L0_X68_Y69		111
2814749771694147	Square_BuildingMiddle_L0_X67_Y70		112
2814754064367650	Square_BuildingMiddle_L1_X34_Y35		113
2814754064302114	Square_BuildingMiddle_L1_X34_Y34		114
2814754064367649	Square_BuildingMiddle_L1_X33_Y35		115
2814754064302115	Square_BuildingMiddle_L1_X35_Y34		116
2814758358155281	Square_BuildingMiddle_L2_X17_Y17		117
