Id	Name	Path	EntityId
2251799823253640	GoldenHall_BuildingSmall_L0_X136_Y146		81
2251799823253641	GoldenHall_BuildingSmall_L0_X137_Y146		82
2251799823188104	GoldenHall_BuildingSmall_L0_X136_Y145		83
2251799823188105	GoldenHall_BuildingSmall_L0_X137_Y145		84
2251804113567812	GoldenHall_BuildingSmall_L1_X68_Y75		85
2251804113502277	GoldenHall_BuildingSmall_L1_X69_Y74		86
2251804113436740	GoldenHall_BuildingSmall_L1_X68_Y73		87
2251804113567813	GoldenHall_BuildingSmall_L1_X69_Y75		88
2251804113436741	GoldenHall_BuildingSmall_L1_X69_Y73		89
2251804113502275	GoldenHall_BuildingSmall_L1_X67_Y74		90
