Id	Name	Path	EntityId
8162774329131074	Square_BuildingHuge01_L0_X66_Y69		403
8162774329196610	Square_BuildingHuge01_L0_X66_Y70		404
8162774329065539	Square_BuildingHuge01_L0_X67_Y68		405
8162774329131075	Square_BuildingHuge01_L0_X67_Y69		406
8162774329065541	Square_BuildingHuge01_L0_X69_Y68		407
8162774329131077	Square_BuildingHuge01_L0_X69_Y69		408
8162774329065540	Square_BuildingHuge01_L0_X68_Y68		409
8162778621870113	Square_BuildingHuge01_L1_X33_Y35		410
8162778621804578	Square_BuildingHuge01_L1_X34_Y34		411
8162778621804579	Square_BuildingHuge01_L1_X35_Y34		412
8162782915657745	Square_BuildingHuge01_L2_X17_Y17		413
