Id	Name	Path	EntityId
3377699729506441	Square_Middle_L0_X137_Y137		136
3377699729506440	Square_Middle_L0_X136_Y137		137
3377699729571975	Square_Middle_L0_X135_Y138		138
3377699729375367	Square_Middle_L0_X135_Y135		139
3377699729375368	Square_Middle_L0_X136_Y135		140
3377699729506439	Square_Middle_L0_X135_Y137		141
3377699729375370	Square_Middle_L0_X138_Y135		142
3377699729375369	Square_Middle_L0_X137_Y135		143
3377699729571978	Square_Middle_L0_X138_Y138		144
3377699729440904	Square_Middle_L0_X136_Y136		145
3377699729440905	Square_Middle_L0_X137_Y136		146
3377699729440906	Square_Middle_L0_X138_Y136		147
3377699729506442	Square_Middle_L0_X138_Y137		148
3377699729440903	Square_Middle_L0_X135_Y136		149
3377704019951684	Square_Middle_L1_X68_Y68		150
3377704019951685	Square_Middle_L1_X69_Y68		151
3377704020017219	Square_Middle_L1_X67_Y69		152
3377704020017221	Square_Middle_L1_X69_Y69		153
3377704019951683	Square_Middle_L1_X67_Y68		154
3377708312690722	Square_Middle_L2_X34_Y34		155
