Role	Level	Layer	Animation	TotalFrame	TailLength	OffsetX	OffsetY	OffsetZ	Cos	Sin
Pet3ElecpandaonMd010011			Born	20	0					
Pet3ElecpandaonMd010011			Stand1	20	0					
Pet3ElecpandaonMd010011			Stand2	20	0					
Pet3ElecpandaonMd010011			Stand3	20	0					
Pet3ElecpandaonMd010011			Death	20	0					
Pet3ElecpandaonMd010011			Standchange	20	0					
Pet3ElecpandaonMd010011			Run	20	0					
Pet3ElecpandaonMd010011			Walk	20	0					
Pet3ElecpandaonMd010011			Runb	20	0					
Pet3ElecpandaonMd010011			Runl	20	0					
Pet3ElecpandaonMd010011			Runr	20	0					
Pet3ElecpandaonMd010011			Walkb	20	0					
Pet3ElecpandaonMd010011			Walkl	20	0					
Pet3ElecpandaonMd010011			Walkr	20	0					
Pet3ElecpandaonMd010011			TurnLeft	20	0					
Pet3ElecpandaonMd010011			TurnRight	20	0					
Pet3ElecpandaonMd010011			Move1	20	0					
Pet3ElecpandaonMd010011			Move2	20	0					
Pet3ElecpandaonMd010011			Move3	20	0					
Pet3ElecpandaonMd010011			RunStart	20	0					
Pet3ElecpandaonMd010011			RunStartEnd01	20	0					
Pet3ElecpandaonMd010011			Hit1	20	0					
Pet3ElecpandaonMd010011			Hit2	20	0					
Pet3ElecpandaonMd010011			Hit3	20	0					
Pet3ElecpandaonMd010011			Hit4	20	0					
Pet3ElecpandaonMd010011			Behitfly	20	0					
Pet3ElecpandaonMd010011			Hoverhit	20	0					
Pet3ElecpandaonMd010011			Falldown	20	0					
Pet3ElecpandaonMd010011			Hitdown	20	0					
Pet3ElecpandaonMd010011			Lieonfloor	20	0					
Pet3ElecpandaonMd010011			Standup	20	0					
Pet3ElecpandaonMd010011			Straight	20	0					
Pet3ElecpandaonMd010011			Stun	20	0					
Pet3ElecpandaonMd010011			StraightBefore	20	0					
Pet3ElecpandaonMd010011			StraightAfter	20	0					
Pet3ElecpandaonMd010011			Win	20	0					
Pet3ElecpandaonMd010011			Win2	20	0					
Pet3ElecpandaonMd010011			Stop	20	0					
Pet3ElecpandaonMd010011			Fail	20	0					
Pet3ElecpandaonMd010011			Save	20	0					
Pet3ElecpandaonMd010011			Caught	20	0					
