Id	Name	Path	EntityId
2251799822794899	HighProps_L0_X147_Y139		199
2251799822925970	HighProps_L0_X146_Y141		200
2251799822925971	HighProps_L0_X147_Y141		201
2251799822860437	HighProps_L0_X149_Y140		202
2251799822860436	HighProps_L0_X148_Y140		203
2251799822925972	HighProps_L0_X148_Y141		204
2251799822860435	HighProps_L0_X147_Y140		205
2251799822925973	HighProps_L0_X149_Y141		206
2251799822074005	HighProps_L0_X149_Y128		207
2251799822991508	HighProps_L0_X148_Y142		208
2251799822860438	HighProps_L0_X150_Y140		209
2251799822860439	HighProps_L0_X151_Y140		210
2251799822663828	HighProps_L0_X148_Y137		211
2251799822401684	HighProps_L0_X148_Y133		212
2251799822401683	HighProps_L0_X147_Y133		213
2251799822467219	HighProps_L0_X147_Y134		214
2251799822467220	HighProps_L0_X148_Y134		215
2251799822598292	HighProps_L0_X148_Y136		216
2251799822532756	HighProps_L0_X148_Y135		217
