Id	Name	Path	EntityId
562949962727571	Vegetation_L0_X147_Y142		99
562949962793108	Vegetation_L0_X148_Y143		100
562949962662035	Vegetation_L0_X147_Y141		101
562949962662036	Vegetation_L0_X148_Y141		102
562949962727572	Vegetation_L0_X148_Y142		103
562949962596500	Vegetation_L0_X148_Y140		104
562949962662037	Vegetation_L0_X149_Y141		105
562949962727573	Vegetation_L0_X149_Y142		106
562949962727574	Vegetation_L0_X150_Y142		107
562949962662038	Vegetation_L0_X150_Y141		108
562949962596499	Vegetation_L0_X147_Y140		109
562949962793111	Vegetation_L0_X151_Y143		110
562949962793110	Vegetation_L0_X150_Y143		111
562949962793109	Vegetation_L0_X149_Y143		112
562949962727575	Vegetation_L0_X151_Y142		113
562949962596501	Vegetation_L0_X149_Y140		114
562949962727578	Vegetation_L0_X154_Y142		115
562949962662041	Vegetation_L0_X153_Y141		116
562949962662040	Vegetation_L0_X152_Y141		117
562949962662039	Vegetation_L0_X151_Y141		118
562949962662042	Vegetation_L0_X154_Y141		119
562949962727576	Vegetation_L0_X152_Y142		120
562949962793112	Vegetation_L0_X152_Y143		121
562949962727577	Vegetation_L0_X153_Y142		122
562949962530968	Vegetation_L0_X152_Y139		123
562949962530969	Vegetation_L0_X153_Y139		124
562949962596504	Vegetation_L0_X152_Y140		125
562949961810048	Vegetation_L0_X128_Y128		126
562949962596505	Vegetation_L0_X153_Y140		127
562949962203286	Vegetation_L0_X150_Y134		128
562949962203285	Vegetation_L0_X149_Y134		129
562949962268822	Vegetation_L0_X150_Y135		130
