Id	GroupId	Name	Title	HeadIconStyleId	InteractOptionTexts
300001	4	战双兄弟NPC			
300002	4	战双兄弟NPC			
300003	4	战双兄弟NPC			
300004	4	战双兄弟NPC			
300005	4	战双兄弟NPC			
300006	4	战双兄弟NPC			
300007	4	战双兄弟NPC			
300008	4	战双兄弟NPC			
300009	4	战双兄弟NPC			
300010	4	战双兄弟NPC			
300011	4	战双兄弟NPC			
300012	4	战双兄弟NPC			
300013	4	战双兄弟NPC			
300014	4	战双兄弟NPC			
300015	4	战双兄弟NPC			
300016	4	战双兄弟NPC			
300017	4	战双兄弟NPC			
300018	4	战双兄弟NPC			
300019	4	战双兄弟NPC			
300020	4	战双兄弟NPC			
300021	4	战双兄弟NPC			
300022	4	战双兄弟NPC			
300023	4	战双兄弟NPC			
300024	4	战双兄弟NPC			
300025	4	战双兄弟NPC			
300026	4	战双兄弟NPC			
300027	4	战双兄弟NPC			
300028	4	战双兄弟NPC			
300029	4	战双兄弟NPC			
300030	4	战双兄弟NPC			
