Id	Group	Type	PositionX	PositionY	PositionZ	QuaternionX	QuaternionY	QuaternionZ	QuaternionW	ScaleX	ScaleY	ScaleZ	SizeX	SizeY	SizeZ	Direction	Mesh	Convex	CameraBlockHandleTag
1	HideAndSeek04_San (1)	MeshCollider	76.9942	2.426	60.9973	-0.2325	0.1631	0.9151	-0.2861	0.5269	0.5269	0.5269					HideAndSeek04_15San	True	
2	HideAndSeek04_Gu01 (1)	MeshCollider	77.1889	2.0885	61.7582		-0.4412		0.8973	1.0	1.0	1.0					HideAndSeek04_84Gu01	True	
3	HideAndSeek04_San	MeshCollider	76.8523	2.499	63.0191	0.2377	-0.1384	0.8985	-0.3419	0.6111	0.6111	0.6111					HideAndSeek04_15San	True	
4	HideAndSeek04_Tyqm02 (1)	MeshCollider	93.6397	2.0	75.0497		0.7071		-0.7071	1.0	1.0	1.0					HideAndSeek04_21Tyqm02		
5	HideAndSeek04_Tyqm02 (1)	MeshCollider	93.6397	2.0	75.0497		0.7071		-0.7071	1.0	1.0	1.0					HideAndSeek04_21Tyqm02		
6	HideAndSeek04_Tyqm02 (1)	MeshCollider	93.6397	2.0	75.0497		0.7071		-0.7071	1.0	1.0	1.0					HideAndSeek04_20Tyqm02		
7	HideAndSeek04_Tyqm02 (1)	MeshCollider	93.6397	2.0	75.0497		0.7071		-0.7071	1.0	1.0	1.0					HideAndSeek04_20Tyqm02		
8	HideAndSeek04_Tyqm02 (1)	MeshCollider	93.6397	2.0	75.0497		0.7071		-0.7071	1.0	1.0	1.0					HideAndSeek04_16Tyqm02		
9	HideAndSeek04_Tyqm02 (1)	MeshCollider	93.6397	2.0	75.0497		0.7071		-0.7071	1.0	1.0	1.0					HideAndSeek04_16Tyqm02	True	
10	HideAndSeek04_Tyqm02	MeshCollider	46.3601	2.0	75.0503		-0.7071		-0.7071	0.9999	1.0	0.9999					HideAndSeek04_21Tyqm02		
11	HideAndSeek04_Tyqm02	MeshCollider	46.3601	2.0	75.0503		-0.7071		-0.7071	0.9999	1.0	0.9999					HideAndSeek04_21Tyqm02		
12	HideAndSeek04_Tyqm02	MeshCollider	46.3601	2.0	75.0503		-0.7071		-0.7071	0.9999	1.0	0.9999					HideAndSeek04_20Tyqm02		
13	HideAndSeek04_Tyqm02	MeshCollider	46.3601	2.0	75.0503		-0.7071		-0.7071	0.9999	1.0	0.9999					HideAndSeek04_20Tyqm02		
14	HideAndSeek04_Tyqm02	MeshCollider	46.3601	2.0	75.0503		-0.7071		-0.7071	0.9999	1.0	0.9999					HideAndSeek04_16Tyqm02		
15	HideAndSeek04_Tyqm02	MeshCollider	46.3601	2.0	75.0503		-0.7071		-0.7071	0.9999	1.0	0.9999					HideAndSeek04_16Tyqm02	True	
16	HideAndSeek04_Tyqm01 (1)	MeshCollider	70.0001	2.0	98.55		1.0			1.0	1.0	1.0					HideAndSeek04_21Tyqm01		
17	HideAndSeek04_Tyqm01 (1)	MeshCollider	70.0001	2.0	98.55		1.0			1.0	1.0	1.0					HideAndSeek04_21Tyqm01		
18	HideAndSeek04_Tyqm01 (1)	MeshCollider	70.0001	2.0	98.55		1.0			1.0	1.0	1.0					HideAndSeek04_16Tyqm01		
19	HideAndSeek04_Tyqm01 (1)	MeshCollider	70.0001	2.0	98.55		1.0			1.0	1.0	1.0					HideAndSeek04_16Tyqm01	True	
20	HideAndSeek04_Tyqm01	MeshCollider	69.9997	2.0	51.5502				1.0	1.0	1.0	1.0					HideAndSeek04_20Tyqm01		
21	HideAndSeek04_Tyqm01	MeshCollider	69.9997	2.0	51.5502				1.0	1.0	1.0	1.0					HideAndSeek04_20Tyqm01		
22	HideAndSeek04_Tyqm01	MeshCollider	69.9997	2.0	51.5502				1.0	1.0	1.0	1.0					HideAndSeek04_21Tyqm01		
