Id	Group	Type	PositionX	PositionY	PositionZ	QuaternionX	QuaternionY	QuaternionZ	QuaternionW	ScaleX	ScaleY	ScaleZ	SizeX	SizeY	SizeZ	Direction	Mesh	Convex	CameraBlockHandleTag
1	B_AniDoor	BoxCollider	50.7599	55.68	65.0901	-0.4999	0.4999	0.5	-0.5	8.0	3.0	1.0	1.0	1.0	1.0				
2	B_AniDoor	BoxCollider	50.7599	55.68	66.8201	-0.4999	0.4999	0.5	-0.5	8.0	3.0	1.0	1.0	1.0	1.0				
3	B_AniDoor	BoxCollider	57.6347	55.68	83.457	-0.2705	0.2705	0.6532	-0.6532	8.0	3.0	1.0	1.0	1.0	1.0				
4	B_AniDoor	BoxCollider	59.1125	55.68	84.9348	-0.2705	0.2705	0.6532	-0.6532	8.0	3.0	1.0	1.0	1.0	1.0				
5	B_AniDoor	BoxCollider	75.74	55.68	91.7599			0.7071	-0.7071	8.0	3.0	1.0	1.0	1.0	1.0				
6	B_AniDoor	BoxCollider	77.55	55.68	91.7599			0.7071	-0.7071	7.9999	3.0	1.0	1.0	1.0	1.0				
7	B_AniDoor	BoxCollider	94.3264	55.68	84.8357	0.2705	-0.2705	0.6532	-0.6532	8.0	3.0	1.0	1.0	1.0	1.0				
8	B_AniDoor	BoxCollider	95.6134	55.68	83.5488	0.2705	-0.2705	0.6532	-0.6532	8.0	3.0	1.0	1.0	1.0	1.0				
9	B_AniDoor	BoxCollider	102.58	55.68	66.9299	0.5	-0.5	0.4999	-0.4999	8.0	3.0	1.0	1.0	1.0	1.0				
10	B_AniDoor	BoxCollider	102.58	55.68	64.6599	0.5	-0.5	0.5	-0.4999	8.0	3.0	1.0	1.0	1.0	1.0				
11	B_AniDoor	BoxCollider	75.3458	55.6704	30.51			-0.7087	0.7054	8.9999	4.0	1.0	1.0	1.0	1.0				
12	B_AniDoor	BoxCollider	78.3866	55.6498	30.5099			-0.7087	0.7054	8.9999	4.0	1.0	1.0	1.0	1.0				
13	A_AniDoor	BoxCollider	97.8858	5.5	66.1976	0.5	-0.5	0.4999	-0.4999	8.0	3.0	1.0	1.0	1.0	1.0				
14	A_AniDoor	BoxCollider	97.8858	5.5	64.0675	0.5	-0.5	0.5	-0.4999	8.0	3.0	1.0	1.0	1.0	1.0				
15	A_AniDoor	BoxCollider	90.6068	5.5	81.8606	0.2705	-0.2705	0.6532	-0.6532	8.0	3.0	1.0	1.0	1.0	1.0				
16	A_AniDoor	BoxCollider	91.8018	5.5	80.6656	0.2705	-0.2705	0.6532	-0.6532	8.0	3.0	1.0	1.0	1.0	1.0				
17	A_AniDoor	BoxCollider	58.1577	5.5	80.4535	-0.2705	0.2705	0.6532	-0.6532	8.0	3.0	1.0	1.0	1.0	1.0				
18	A_AniDoor	BoxCollider	59.678	5.5	81.9738	-0.2705	0.2705	0.6532	-0.6532	7.9999	3.0	1.0	1.0	1.0	1.0				
19	A_AniDoor	BoxCollider	52.2858	5.5	64.0376	-0.4999	0.4999	0.5	-0.5	8.0	3.0	1.0	1.0	1.0	1.0				
20	A_AniDoor	BoxCollider	52.2858	5.5	66.2376	-0.4999	0.4999	0.5	-0.5	8.0	3.0	1.0	1.0	1.0	1.0				
21	A_AniDoor	BoxCollider	73.8159	5.5	87.9376			0.7071	-0.7071	8.0	3.0	1.0	1.0	1.0	1.0				
22	A_AniDoor	BoxCollider	75.8958	5.5	87.9376			0.7071	-0.7071	7.9999	3.0	1.0	1.0	1.0	1.0				
