Id	Group	Type	PositionX	PositionY	PositionZ	QuaternionX	QuaternionY	QuaternionZ	QuaternionW	ScaleX	ScaleY	ScaleZ	SizeX	SizeY	SizeZ	Direction	Mesh	Convex	CameraBlockHandleTag
1		BoxCollider	74.9511	27.4202	240.6885		0.4326		-0.9015	0.85	5.1973	1.7198	1.0	1.0	1.0				
2		BoxCollider	77.8711	27.4202	238.3385		0.4326		-0.9015	0.85	5.1973	1.7198	1.0	1.0	1.0				
3		BoxCollider	80.6611	27.4202	236.0585		0.4326		-0.9015	0.85	5.1973	1.7198	1.0	1.0	1.0				
4		BoxCollider	54.9288	27.4402	215.0413		0.9015		0.4326	0.85	5.1973	1.7198	1.0	1.0	1.0				
5		BoxCollider	57.7188	27.4402	212.7613		0.9015		0.4326	0.85	5.1973	1.7198	1.0	1.0	1.0				
6		BoxCollider	60.6388	27.4402	210.4114		0.9015		0.4326	0.85	5.1973	1.7198	1.0	1.0	1.0				
7		BoxCollider	66.0591	25.3194	203.3081		-0.5547		0.8319	4.1481	4.7896	3.7787	1.0	1.0	1.0				
8		BoxCollider	64.1861	25.3194	204.3092		-0.7767		0.6297	2.1419	4.7896	3.2156	1.0	1.0	1.0				
9		BoxCollider	63.4373	25.0137	203.9942	0.6444	0.6444	0.291	0.291	4.9254	1.9822	1.9628	1.0	1.0	1.0				
10		BoxCollider	65.3475	25.0137	204.7281	0.6444	0.6444	0.291	0.291	4.9254	1.9822	1.9628	1.0	1.0	1.0				
11		BoxCollider	65.0409	25.0137	202.7821	0.6444	0.6444	0.291	0.291	4.9254	1.9822	1.9628	1.0	1.0	1.0				
12		BoxCollider	66.5403	25.0137	201.9916	0.6444	0.6444	0.291	0.291	4.9254	1.9822	1.9628	1.0	1.0	1.0				
13		BoxCollider	66.9021	25.0137	203.5868	0.6444	0.6444	0.291	0.291	4.9254	1.9822	1.9628	1.0	1.0	1.0				
14		BoxCollider	101.5057	25.5551	227.395		-0.4402		0.8978	4.4667	6.0303	14.2585	1.0	1.0	1.0				
15		BoxCollider	96.5677	25.1521	225.3871	0.2973	0.2973	-0.6415	-0.6415	4.3434	1.748	1.7309	1.0	1.0	1.0				
16		BoxCollider	96.7305	25.1521	227.1598	0.2973	0.2973	-0.6415	-0.6415	4.3434	1.748	1.7309	1.0	1.0	1.0				
17		BoxCollider	98.1979	25.1521	226.042	0.2973	0.2973	-0.6415	-0.6415	4.3434	1.748	1.7309	1.0	1.0	1.0				
18		BoxCollider	99.6367	25.1521	224.824	0.2973	0.2973	-0.6415	-0.6415	4.3434	1.748	1.7309	1.0	1.0	1.0				
19		BoxCollider	97.9356	25.1521	224.2279	0.2973	0.2973	-0.6415	-0.6415	4.3434	1.748	1.7309	1.0	1.0	1.0				
20		BoxCollider	99.491	23.7737	221.8085	0.1683	-0.6983	-0.671	-0.1832	4.3434	1.748	1.7309	1.0	1.0	1.0				
21		BoxCollider	109.0904	25.4235	221.7463		0.8265		0.5628	3.658	4.2237	3.3322	1.0	1.0	1.0				
22		BoxCollider	110.759	25.4235	220.8957		0.6221		0.7828	1.8888	4.2237	2.8357	1.0	1.0	1.0				
23		BoxCollider	108.3589	25.1521	221.4873	0.2973	0.2973	-0.6415	-0.6415	4.3434	1.748	1.7309	1.0	1.0	1.0				
24		BoxCollider	108.9339	25.1521	223.1163	0.2973	0.2973	-0.6415	-0.6415	4.3434	1.748	1.7309	1.0	1.0	1.0				
25		BoxCollider	109.744	25.1521	220.5184	0.2973	0.2973	-0.6415	-0.6415	4.3434	1.748	1.7309	1.0	1.0	1.0				
26		BoxCollider	111.4237	25.1521	221.1943	0.2973	0.2973	-0.6415	-0.6415	4.3434	1.748	1.7309	1.0	1.0	1.0				
27		BoxCollider	74.0167	24.079	201.8596		-0.3148		-0.9491	3.0808	3.5678	3.0569	1.0	1.0	1.0				
28		BoxCollider	71.3732	26.954	203.8258		-0.3148		-0.9491	3.0808	3.5678	3.0569	1.0	1.0	1.0				
29		BoxCollider	69.4989	27.0941	201.3211		-0.3148		-0.9491	3.0808	3.5678	3.0569	1.0	1.0	1.0				
30		BoxCollider	72.2102	27.0941	199.2039		-0.3148		-0.9491	3.0808	3.5678	3.0569	1.0	1.0	1.0				
31		BoxCollider	71.3732	24.079	203.8258		-0.3148		-0.9491	3.0808	3.5678	3.0569	1.0	1.0	1.0				
32		BoxCollider	69.4989	24.079	201.3211		-0.3148		-0.9491	3.0808	3.5678	3.0569	1.0	1.0	1.0				
33		BoxCollider	72.2102	24.079	199.2039		-0.3148		-0.9491	3.0808	3.5678	3.0569	1.0	1.0	1.0				
34		BoxCollider	77.3489	25.5102	192.179		-0.3312		-0.9435	14.2711	7.056	7.9633	1.0	1.0	1.0				
35		BoxCollider	78.0498	24.8562	193.1002	0.6701	0.2256	-0.2256	0.6701	12.8339	3.9782	3.1447	1.0	1.0	1.0				
36		BoxCollider	74.3338	26.9041	196.0057		0.8958		0.4444	3.0808	3.5678	3.0569	1.0	1.0	1.0				
37		BoxCollider	76.7307	26.9041	194.1849		0.8958		0.4444	3.0808	3.5678	3.0569	1.0	1.0	1.0				
38		BoxCollider	79.1912	26.9041	192.3157		0.8958		0.4444	3.0808	3.5678	3.0569	1.0	1.0	1.0				
39		BoxCollider	81.6197	26.9041	190.4705		0.8958		0.4444	3.0808	3.5678	3.0569	1.0	1.0	1.0				
40		BoxCollider	79.7505	26.9041	188.0101		0.8958		0.4444	3.0808	3.5678	3.0569	1.0	1.0	1.0				
41		BoxCollider	74.8614	26.9041	191.7243		0.8958		0.4444	3.0808	3.5678	3.0569	1.0	1.0	1.0				
42		BoxCollider	72.4645	26.9041	193.5453		0.8958		0.4444	3.0808	3.5678	3.0569	1.0	1.0	1.0				
43		BoxCollider	77.3218	26.904	189.8551		0.8958		0.4444	3.0808	3.5678	3.0569	1.0	1.0	1.0				
44		BoxCollider	74.8614	23.934	191.7243		0.8958		0.4444	3.0808	3.5678	3.0569	1.0	1.0	1.0				
45		BoxCollider	72.4645	23.934	193.5453		0.8958		0.4444	3.0808	3.5678	3.0569	1.0	1.0	1.0				
46		BoxCollider	74.3338	23.934	196.0057		0.8958		0.4444	3.0808	3.5678	3.0569	1.0	1.0	1.0				
47		BoxCollider	76.7307	23.934	194.1849		0.8958		0.4444	3.0808	3.5678	3.0569	1.0	1.0	1.0				
48		BoxCollider	77.3218	23.934	189.8551		0.8958		0.4444	3.0808	3.5678	3.0569	1.0	1.0	1.0				
49		BoxCollider	79.1912	23.934	192.3157		0.8958		0.4444	3.0808	3.5678	3.0569	1.0	1.0	1.0				
50		BoxCollider	81.6197	23.934	190.4705		0.8958		0.4444	3.0808	3.5678	3.0569	1.0	1.0	1.0				
51		BoxCollider	79.7505	23.934	188.0101		0.8958		0.4444	3.0808	3.5678	3.0569	1.0	1.0	1.0				
52		BoxCollider	76.2584	24.8837	190.7752	-0.6701	0.2256	0.2256	0.6701	12.8339	3.9782	3.1447	1.0	1.0	1.0				
53		BoxCollider	89.6682	25.1301	173.2073		0.9999		-0.0114	0.85	5.1973	1.7198	1.0	1.0	1.0				
54		BoxCollider	89.5523	25.1301	169.606		0.9999		-0.0114	0.85	5.1973	1.7198	1.0	1.0	1.0				
55		BoxCollider	89.4597	25.1301	165.8589		0.9999		-0.0114	0.85	5.1973	1.7198	1.0	1.0	1.0				
56		BoxCollider	94.6249	23.4599	164.5175		0.9997		-0.0228	1.0864	2.608	1.0372	1.0	1.0	1.0				
57		BoxCollider	95.3527	23.4599	163.8598		0.9997		-0.0228	1.0864	2.608	1.0372	1.0	1.0	1.0				
58		BoxCollider	90.2891	23.4599	149.5227		0.9412		0.3377	1.0864	2.608	1.0372	1.0	1.0	1.0				
59		BoxCollider	89.3081	23.4599	149.5227		0.9412		0.3377	1.0864	2.608	1.0372	1.0	1.0	1.0				
60		BoxCollider	157.9331	25.909	112.899				1.0	1.0864	2.608	1.0372	1.0	1.0	1.0				
61		BoxCollider	157.9331	25.909	113.8779				1.0	1.0864	2.608	1.0372	1.0	1.0	1.0				
62		BoxCollider	157.1212	25.909	113.3919				1.0	1.0864	2.608	1.0372	1.0	1.0	1.0				
63		BoxCollider	153.5142	23.9041	163.8872		0.9839		0.1785	3.0808	3.5678	3.0569	1.0	1.0	1.0				
64		BoxCollider	153.6385	23.9041	167.6748		0.9998		-0.0164	3.0808	3.5678	3.0569	1.0	1.0	1.0				
65		BoxCollider	153.3921	23.434	170.0117		0.9412		0.3377	1.0864	2.608	1.0372	1.0	1.0	1.0				
66		BoxCollider	154.3372	23.434	170.9606		0.9412		0.3377	1.0864	2.608	1.0372	1.0	1.0	1.0				
67		BoxCollider	152.0214	23.0761	171.0612	-0.1736	0.6997	0.6776	0.1448	1.0864	2.608	1.0372	1.0	1.0	1.0				
68		BoxCollider	155.0962	25.1301	172.9965		-0.0023		0.9999	0.85	5.1973	1.7198	1.0	1.0	1.0				
69		BoxCollider	155.2696	25.1301	180.3459		-0.0023		0.9999	0.85	5.1973	1.7198	1.0	1.0	1.0				
70		BoxCollider	155.171	25.1301	176.744		-0.0023		0.9999	0.85	5.1973	1.7198	1.0	1.0	1.0				
71		BoxCollider	150.6898	24.8421	185.9862	0.2973	0.2973	-0.6415	-0.6415	4.3434	1.748	1.7309	1.0	1.0	1.0				
72		BoxCollider	150.065	25.1135	187.2005		0.8265		0.5628	3.658	4.2237	3.3322	1.0	1.0	1.0				
73		BoxCollider	151.7335	25.1135	186.35		0.6221		0.7828	1.8888	4.2237	2.8357	1.0	1.0	1.0				
74		BoxCollider	149.3298	24.8421	186.9461	0.2973	0.2973	-0.6415	-0.6415	4.3434	1.748	1.7309	1.0	1.0	1.0				
75		BoxCollider	149.8592	24.8421	188.5298	0.2973	0.2973	-0.6415	-0.6415	4.3434	1.748	1.7309	1.0	1.0	1.0				
76		BoxCollider	152.388	24.8421	186.6685	0.2973	0.2973	-0.6415	-0.6415	4.3434	1.748	1.7309	1.0	1.0	1.0				
77		BoxCollider	127.8701	23.9691	204.4963		-0.9482		0.3174	3.0808	3.5678	3.0569	1.0	1.0	1.0				
78		BoxCollider	129.6654	23.9691	207.0428		-0.9482		0.3174	3.0808	3.5678	3.0569	1.0	1.0	1.0				
79		BoxCollider	130.33	26.534	205.5762		-0.9482		0.3174	3.0808	3.5678	3.0569	1.0	1.0	1.0				
80		BoxCollider	132.3	23.9691	205.0563		-0.9482		0.3174	3.0808	3.5678	3.0569	1.0	1.0	1.0				
81		BoxCollider	130.47	23.9691	202.9963		-0.9482		0.3174	3.0808	3.5678	3.0569	1.0	1.0	1.0				
82		BoxCollider	134.7964	23.9691	202.2328		-0.8293		0.5587	3.0808	3.5678	3.0569	1.0	1.0	1.0				
83		BoxCollider	91.8333	27.4902	158.6374		0.1422		0.9898	3.341	3.235	9.2119	1.0	1.0	1.0				
84		BoxCollider	153.44	24.2301	157.6266				1.0	3.341	3.235	9.2119	1.0	1.0	1.0				
85		BoxCollider	90.37	24.3002	158.6365				1.0	3.341	3.235	9.2119	1.0	1.0	1.0				
86		BoxCollider	93.7399	24.3002	158.6365				1.0	3.341	3.235	9.2119	1.0	1.0	1.0				
87		BoxCollider	95.2145	24.2801	168.4123		0.3539		0.9352	3.341	3.235	9.2119	1.0	1.0	1.0				
88		BoxCollider	90.5389	23.3712	151.2469				1.0	4.0716	2.7049	1.9676	1.0	1.0	1.0				
89		BoxCollider	154.0088	23.3712	150.057				1.0	4.0716	2.7049	1.9676	1.0	1.0	1.0				
90		BoxCollider	154.0088	25.3712	151.007				1.0	4.0716	2.7049	1.9676	1.0	1.0	1.0				
91		BoxCollider	154.0088	23.3712	152.087				1.0	4.0716	2.7049	1.9676	1.0	1.0	1.0				
92		BoxCollider	149.8043	23.3712	156.1408		0.8979		0.44	4.0716	2.7049	1.9676	1.0	1.0	1.0				
93		BoxCollider	153.2832	26.3932	154.6945		0.1955		0.9806	4.0716	2.7049	1.9676	1.0	1.0	1.0				
94		BoxCollider	146.0619	23.3712	191.8081		0.3306		0.9437	4.0716	2.7049	1.9676	1.0	1.0	1.0				
95		BoxCollider	146.6548	25.3712	192.5505		0.3306		0.9437	4.0716	2.7049	1.9676	1.0	1.0	1.0				
96		BoxCollider	147.3289	23.3712	193.3943		0.3306		0.9437	4.0716	2.7049	1.9676	1.0	1.0	1.0				
97		BoxCollider	143.8	23.3402	195.2879		-0.0443		0.999	4.0716	2.7049	1.9676	1.0	1.0	1.0				
98		BoxCollider	90.6689	23.3712	153.087				1.0	4.0716	2.7049	1.9676	1.0	1.0	1.0				
99		BoxCollider	90.6689	25.0302	153.087				1.0	4.0716	2.7049	1.9676	1.0	1.0	1.0				
100		BoxCollider	96.6276	23.3712	166.1721		-0.411		0.9116	4.0716	2.7049	1.9676	1.0	1.0	1.0				
101		BoxCollider	144.5935	25.7903	147.6446		-0.8468		0.5318	4.0716	2.7049	1.9676	1.0	1.0	1.0				
102		BoxCollider	147.2386	27.7803	144.3565		-0.9238		0.3826	4.0716	2.7049	1.9676	1.0	1.0	1.0				
103		BoxCollider	146.5686	25.7903	143.6865		-0.9238		0.3826	4.0716	2.7049	1.9676	1.0	1.0	1.0				
104		BoxCollider	147.9886	25.7903	145.1065		-0.9238		0.3826	4.0716	2.7049	1.9676	1.0	1.0	1.0				
105		BoxCollider	149.8448	25.909	142.6219		-0.3826		0.9238	1.0864	2.608	1.0372	1.0	1.0	1.0				
106		BoxCollider	150.1508	25.909	143.6399		-0.3826		0.9238	1.0864	2.608	1.0372	1.0	1.0	1.0				
107		BoxCollider	150.9028	25.909	142.8719		-0.3826		0.9238	1.0864	2.608	1.0372	1.0	1.0	1.0				
108		BoxCollider	94.1318	25.7903	140.8018		0.386		0.9224	4.0716	2.7049	1.9676	1.0	1.0	1.0				
109		BoxCollider	93.377	27.5953	140.0545		0.386		0.9224	4.0716	2.7049	1.9676	1.0	1.0	1.0				
110		BoxCollider	92.6756	25.7903	139.3641		0.386		0.9224	4.0716	2.7049	1.9676	1.0	1.0	1.0				
111		BoxCollider	97.9834	26.6992	144.9033		0.381		0.9245	3.341	3.235	9.2119	1.0	1.0	1.0				
112		BoxCollider	99.3755	25.7903	142.7071		-0.3843		0.9231	4.0716	2.7049	1.9676	1.0	1.0	1.0				
113		BoxCollider	101.888	25.909	148.972		0.3826		0.9238	1.0864	2.608	1.0372	1.0	1.0	1.0				
114		BoxCollider	101.5879	25.909	149.9819		0.3826		0.9238	1.0864	2.608	1.0372	1.0	1.0	1.0				
115		BoxCollider	100.8369	25.909	149.2359		0.3826		0.9238	1.0864	2.608	1.0372	1.0	1.0	1.0				
116		BoxCollider	147.6772	25.5399	97.0382		-0.3826		0.9238	4.6539	1.3121	2.1328	1.0	1.0	1.0				
117		BoxCollider	97.3192	25.5389	96.7269		0.3826		0.9238	4.6539	1.3121	2.1328	1.0	1.0	1.0				
118		BoxCollider	147.6085	27.6007	96.8685	0.2705	-0.2705	-0.6532	0.6532	1.0864	2.608	1.0372	1.0	1.0	1.0				
119		BoxCollider	149.1501	25.5638	99.8747	-0.4933	0.4933	0.5065	-0.5065	1.0864	2.608	1.0372	1.0	1.0	1.0				
120		BoxCollider	99.5652	25.6758	94.4111	0.084	-0.084	0.702	-0.702	1.0864	2.608	1.0372	1.0	1.0	1.0				
121		BoxCollider	148.6732	26.6938	97.2815	0.2705	-0.2705	-0.6532	0.6532	1.0864	2.608	1.0372	1.0	1.0	1.0				
122		BoxCollider	147.2126	26.6938	95.7175	0.2705	-0.2705	-0.6532	0.6532	1.0864	2.608	1.0372	1.0	1.0	1.0				
123		BoxCollider	146.4524	26.6938	96.4775	0.2705	-0.2705	-0.6532	0.6532	1.0864	2.608	1.0372	1.0	1.0	1.0				
124		BoxCollider	98.607	26.6928	96.1349	0.6532	-0.6532	-0.2705	0.2705	1.0864	2.608	1.0372	1.0	1.0	1.0				
125		BoxCollider	97.831	26.6928	95.3589	0.6532	-0.6532	-0.2705	0.2705	1.0864	2.608	1.0372	1.0	1.0	1.0				
126		BoxCollider	98.2189	27.6007	95.747	0.6532	-0.6532	-0.2705	0.2705	1.0864	2.608	1.0372	1.0	1.0	1.0				
127		BoxCollider	148.7214	26.6938	97.2265	0.2705	-0.2705	-0.6532	0.6532	1.0864	2.608	1.0372	1.0	1.0	1.0				
128		BoxCollider	147.9615	26.6938	97.9864	0.2705	-0.2705	-0.6532	0.6532	1.0864	2.608	1.0372	1.0	1.0	1.0				
129		BoxCollider	97.0981	26.6928	97.6438	0.6532	-0.6532	-0.2705	0.2705	1.0864	2.608	1.0372	1.0	1.0	1.0				
130		BoxCollider	96.322	26.6928	96.8678	0.6532	-0.6532	-0.2705	0.2705	1.0864	2.608	1.0372	1.0	1.0	1.0				
131		BoxCollider	99.371	28.4702	92.0803		0.9238		0.3826	0.85	5.1973	1.7198	1.0	1.0	1.0				
132		BoxCollider	145.6513	28.4702	92.0711		0.3826		0.9238	0.85	5.1973	1.7198	1.0	1.0	1.0				
133		BoxCollider	96.011	28.4702	95.4203		0.9238		0.3826	0.85	5.1973	1.7198	1.0	1.0	1.0				
134		BoxCollider	149.0113	28.4702	95.4111		-0.3826		-0.9238	0.85	5.1973	1.7198	1.0	1.0	1.0				
135		BoxCollider	92.641	28.4702	98.7802		0.9238		0.3826	0.85	5.1973	1.7198	1.0	1.0	1.0				
136		BoxCollider	152.3813	28.4702	98.7711		0.3826		0.9238	0.85	5.1973	1.7198	1.0	1.0	1.0				
137		BoxCollider	396.8492	28.395	81.2592		-0.9805	0.1963		5.16	10.1557	7.8045	1.0	1.0	1.0				
138		BoxCollider	421.3291	28.395	81.2592		-0.9805	0.1963		5.16	10.1557	7.8045	1.0	1.0	1.0				
139		BoxCollider	502.7753	1.4594	-19.5836	0.1924	0.9813			13.0441	10.487	14.2202	1.0	1.0	1.0				
140		BoxCollider	502.7753	1.4594	-41.5336	0.1924	0.9813			13.0441	10.487	14.2202	1.0	1.0	1.0				
141		BoxCollider	448.8659	24.3828	121.1278		1.0			12.5982	9.0344	13.734	1.0	1.0	1.0				
142		BoxCollider	369.2762	24.3833	120.9955				1.0	12.5982	9.0344	13.734	1.0	1.0	1.0				
143		BoxCollider	407.5798	23.0563	214.5818		-0.9448		-0.3274	-10.2965	7.2569	9.9919	1.0	1.0	1.0				
144		BoxCollider	434.4298	23.0563	234.3117		-0.9448		-0.3274	-11.7765	7.2569	9.9919	1.0	1.0	1.0				
145		BoxCollider	466.4598	23.0563	196.1517		-0.9448		-0.3274	-10.6012	7.2569	9.9919	1.0	1.0	1.0				
