Role	Layer	State	Target	TransitionDuration
R3WeiluonikaMd019421			Born	
R3WeiluonikaMd019421			Stand1	0.1
R3WeiluonikaMd019421			Stand2	0.1
R3WeiluonikaMd019421			Stand3	0.1
R3WeiluonikaMd019421			Death	0.1
R3WeiluonikaMd019421			Standchange	0.1
R3WeiluonikaMd019421			Run	0.1
R3WeiluonikaMd019421			Walk	0.1
R3WeiluonikaMd019421			Runb	0.2
R3WeiluonikaMd019421			Runl	0.2
R3WeiluonikaMd019421			Runr	0.2
R3WeiluonikaMd019421			Walkb	0.1
R3WeiluonikaMd019421			Walkl	0.1
R3WeiluonikaMd019421			Walkr	0.1
R3WeiluonikaMd019421			TurnLeft	0.1
R3WeiluonikaMd019421			TurnRight	0.1
R3WeiluonikaMd019421			Move1	0.1
R3WeiluonikaMd019421			Move2	0.1
R3WeiluonikaMd019421			Move3	0.1
R3WeiluonikaMd019421			RunStart	0.1
R3WeiluonikaMd019421			RunStartEnd01	0.1
R3WeiluonikaMd019421			Hit1	0.05
R3WeiluonikaMd019421			Hit2	0.05
R3WeiluonikaMd019421			Hit3	0.05
R3WeiluonikaMd019421			Hit4	0.05
R3WeiluonikaMd019421			Behitfly	0.05
R3WeiluonikaMd019421			Hoverhit	0.05
R3WeiluonikaMd019421			Falldown	0.1
R3WeiluonikaMd019421			Hitdown	0.05
R3WeiluonikaMd019421			Lieonfloor	0.1
R3WeiluonikaMd019421			Standup	0.1
R3WeiluonikaMd019421			Straight	0.1
R3WeiluonikaMd019421			Stun	0.1
R3WeiluonikaMd019421			StraightBefore	0.1
R3WeiluonikaMd019421			StraightAfter	0.1
R3WeiluonikaMd019421			Win	
R3WeiluonikaMd019421			Win2	0.1
R3WeiluonikaMd019421			Stop	0.1
R3WeiluonikaMd019421			Fail	0.1
R3WeiluonikaMd019421			Save	0.1
R3WeiluonikaMd019421			Caught	0.1
R3WeiluonikaMd019421			RunStartEnd02	0.1
R3WeiluonikaMd019421			StopR	0.1
R3WeiluonikaMd019421			WalkStart	0.1
R3WeiluonikaMd019421			WalkStop	0.1
R3WeiluonikaMd019421			WalkStartEnd	0.1
R3WeiluonikaMd019421			LTurn90	0.1
R3WeiluonikaMd019421			LTurn180	0.1
R3WeiluonikaMd019421			RTurn90	0.1
R3WeiluonikaMd019421			RTurn180	0.1
R3WeiluonikaMd019421			Sprint	0.1
R3WeiluonikaMd019421			SprintStop	0.1
R3WeiluonikaMd019421			SprintStart	0.1
R3WeiluonikaMd019421			SprintStartEnd	0.1
R3WeiluonikaMd019421			HitLB	0.1
R3WeiluonikaMd019421			HitHL	0.1
R3WeiluonikaMd019421			HitHR	0.1
R3WeiluonikaMd019421			HitHF	0.1
R3WeiluonikaMd019421			Attack01	0.1
R3WeiluonikaMd019421			Attack02	0.1
R3WeiluonikaMd019421			Attack03	0.1
R3WeiluonikaMd019421			Attack04	0.1
R3WeiluonikaMd019421			Attack21	0.1
R3WeiluonikaMd019421			Attack22	0.1
R3WeiluonikaMd019421			Attack31	0.1
R3WeiluonikaMd019421			Attack52	0.1
R3WeiluonikaMd019421		Stand1	Run	0.2
R3WeiluonikaMd019421		Stand1	Walk	0.1
R3WeiluonikaMd019421		Stand2	Standchange	0.1
R3WeiluonikaMd019421		Stand2	Run	0.2
R3WeiluonikaMd019421		Stand2	Walk	0.3
R3WeiluonikaMd019421		Stand2	Walkb	0.3
R3WeiluonikaMd019421		Stand2	Walkl	0.3
R3WeiluonikaMd019421		Stand2	Walkr	0.3
R3WeiluonikaMd019421		Standchange	Stand1	0.1
R3WeiluonikaMd019421		Standchange	Run	0.1
R3WeiluonikaMd019421		Standchange	Walk	0.1
R3WeiluonikaMd019421		Run	Stop	0.2
R3WeiluonikaMd019421		Run	Stand2	0.2
R3WeiluonikaMd019421		Run	Runb	0.2
R3WeiluonikaMd019421		Run	Runl	0.2
R3WeiluonikaMd019421		Run	Runr	0.2
R3WeiluonikaMd019421		Walk	Stand2	0.1
R3WeiluonikaMd019421		Runb	Stand2	0.2
R3WeiluonikaMd019421		Runb	Run	0.2
R3WeiluonikaMd019421		Runb	Runl	0.2
R3WeiluonikaMd019421		Runb	Runr	0.2
R3WeiluonikaMd019421		Runl	Stand2	0.2
R3WeiluonikaMd019421		Runl	Run	0.2
R3WeiluonikaMd019421		Runl	Runb	0.2
R3WeiluonikaMd019421		Runl	Runr	0.2
R3WeiluonikaMd019421		Runr	Stand2	0.2
R3WeiluonikaMd019421		Runr	Run	0.2
R3WeiluonikaMd019421		Runr	Runb	0.2
R3WeiluonikaMd019421		Runr	Runl	0.2
R3WeiluonikaMd019421		Walkb	Stand2	0.1
R3WeiluonikaMd019421		Walkb	Walk	0.2
R3WeiluonikaMd019421		Walkb	Walkl	0.1
R3WeiluonikaMd019421		Walkb	Walkr	0.1
R3WeiluonikaMd019421		Walkl	Stand2	0.1
