Role	Layer	State	Target	TransitionDuration
R5LifuMd019371			Born	
R5LifuMd019371			Stand1	0.1
R5LifuMd019371			Stand2	0.1
R5LifuMd019371			Stand3	0.1
R5LifuMd019371			Death	0.1
R5LifuMd019371			Standchange	0.1
R5LifuMd019371			Run	0.1
R5LifuMd019371			Walk	0.1
R5LifuMd019371			Runb	0.2
R5LifuMd019371			Runl	0.2
R5LifuMd019371			Runr	0.2
R5LifuMd019371			Walkb	0.1
R5LifuMd019371			Walkl	0.1
R5LifuMd019371			Walkr	0.1
R5LifuMd019371			TurnLeft	0.1
R5LifuMd019371			TurnRight	0.1
R5LifuMd019371			Move1	0.1
R5LifuMd019371			Move2	0.1
R5LifuMd019371			Move3	0.1
R5LifuMd019371			RunStart	0.1
R5LifuMd019371			RunStartEnd01	0.1
R5LifuMd019371			Hit1	0.05
R5LifuMd019371			Hit2	0.05
R5LifuMd019371			Hit3	0.05
R5LifuMd019371			Hit4	0.05
R5LifuMd019371			Behitfly	0.05
R5LifuMd019371			Hoverhit	0.05
R5LifuMd019371			Falldown	0.1
R5LifuMd019371			Hitdown	0.05
R5LifuMd019371			Lieonfloor	0.1
R5LifuMd019371			Standup	0.1
R5LifuMd019371			Straight	0.1
R5LifuMd019371			Stun	0.1
R5LifuMd019371			StraightBefore	0.1
R5LifuMd019371			StraightAfter	0.1
R5LifuMd019371			Win	
R5LifuMd019371			Win2	0.1
R5LifuMd019371			Stop	0.1
R5LifuMd019371			Fail	0.1
R5LifuMd019371			Save	0.1
R5LifuMd019371			Caught	0.1
R5LifuMd019371			RunStartEnd02	0.1
R5LifuMd019371			StopR	0.1
R5LifuMd019371			WalkStart	0.1
R5LifuMd019371			WalkStop	0.1
R5LifuMd019371			WalkStartEnd	0.1
R5LifuMd019371			LTurn90	0.1
R5LifuMd019371			LTurn180	0.1
R5LifuMd019371			RTurn90	0.1
R5LifuMd019371			RTurn180	0.1
R5LifuMd019371			Attack01	0.1
R5LifuMd019371			Attack02	0.1
R5LifuMd019371			Attack03	0.1
R5LifuMd019371			Attack04	0.1
R5LifuMd019371			Attack05	0.1
R5LifuMd019371			Attack06	0.1
R5LifuMd019371			Attack11	0.1
R5LifuMd019371			Attack31	0.1
R5LifuMd019371			Attack41	0.1
R5LifuMd019371			Attack51	0.1
R5LifuMd019371			Attack52	0.1
R5LifuMd019371			Attack64	0.1
R5LifuMd019371			Attack101	0.1
R5LifuMd019371		Stand1	Run	0.2
R5LifuMd019371		Stand1	Walk	0.1
R5LifuMd019371		Stand2	Standchange	0.1
R5LifuMd019371		Stand2	Run	0.2
R5LifuMd019371		Stand2	Walk	0.3
R5LifuMd019371		Stand2	Walkb	0.3
R5LifuMd019371		Stand2	Walkl	0.3
R5LifuMd019371		Stand2	Walkr	0.3
R5LifuMd019371		Standchange	Stand1	0.1
R5LifuMd019371		Standchange	Run	0.1
R5LifuMd019371		Standchange	Walk	0.1
R5LifuMd019371		Run	Stop	0.2
R5LifuMd019371		Run	Stand2	0.2
R5LifuMd019371		Run	Runb	0.2
R5LifuMd019371		Run	Runl	0.2
R5LifuMd019371		Run	Runr	0.2
R5LifuMd019371		Walk	Stand2	0.1
R5LifuMd019371		Runb	Stand2	0.2
R5LifuMd019371		Runb	Run	0.2
R5LifuMd019371		Runb	Runl	0.2
R5LifuMd019371		Runb	Runr	0.2
R5LifuMd019371		Runl	Stand2	0.2
R5LifuMd019371		Runl	Run	0.2
R5LifuMd019371		Runl	Runb	0.2
R5LifuMd019371		Runl	Runr	0.2
R5LifuMd019371		Runr	Stand2	0.2
R5LifuMd019371		Runr	Run	0.2
R5LifuMd019371		Runr	Runb	0.2
R5LifuMd019371		Runr	Runl	0.2
R5LifuMd019371		Walkb	Stand2	0.1
R5LifuMd019371		Walkb	Walk	0.2
