Id	Text
1	那我就不客气地收下啦。
2	感谢指挥官阁下的慷慨。
3	其实不必如此费心，不过，谢谢。
4	谢谢，指挥官。让我给指挥官做点料理，作为慰劳吧。
5	好吧……我姑且收下。
6	按我们的关系，这些都是多余的客套。
7	很好，既然如此，我会回应你的期待……以代行者的方式。
8	请允许我郑重道谢，指挥官。希望在这之后……你能够收下我的回礼。
9	嘿嘿，多谢啦，指挥官！
10	……直觉告诉我，这份礼物有着能改变厄运的力量。谢谢，指挥官。
11	给我的么，多谢啦！
12	指挥官真会讨女孩子欢心啊，是在期待着艾拉的什么呢？
13	谢谢， 指挥官。这样一来，丽芙需要珍视的事物，又多了一件。
14	谢谢……看来今天能做个好梦啊……哈、啊……Zzzzz……
15	七实收下了指挥官的礼物，七实的好感度上升啦！
16	谢谢……灰鸦的指挥官，回礼要选什么好呢？
17	以为这点东西就能打发我吗？不够，远远不够，来为我献上更多，指挥官！
18	你的心意，就像四月回春的薰风一般……在我的心中吹拂着。
19	不是吃的么……不，没什么。
20	很好，这些东西，倒别有一番‘价值’。
21	呵呵，这算是观众的投赏么。
22	嗅嗅……小家伙说它想要……所以，21号就收下了。
23	哟，这是给我的？谢啦！还有吗？
24	谢谢指挥官的礼物，蒲牢很感激！
25	预定外的物资接收请求，判断——同意，感谢您的馈赠。
26	碧儿能用这个来做姜饼人吗嗷呜。
27	谢啦，灰鸦的指挥官。你也要玩的开心哦。
