Id	Name	Code	BackGround	Icon	DetailIcon	BuffId	Limit	BossHead	Desc	SubLevelBg
30190010	围剿目标	HXQ-091	Assets/Product/Texture/Image/UiGuild/UiGuildBossXZBoss02.png	Assets/Product/Texture/Atlas/UiGuild/UiGuildBossGQicon03.png	Assets/Product/Texture/Atlas/UiGuild/UiGuildBossGQicon03.png	101	<color=#1E90FF>从初始S级泛用机体中随机出战角色</color>		['首次成功保存后触发技能', '如果战斗积分刷新记录，则会根据差值造成伤害']	Assets/Product/Texture/Image/UiGuild/UiGuildiBossBgTitleBoss.png
30190011	围剿目标	HXQ-091	Assets/Product/Texture/Image/UiGuild/UiGuildBossXZBoss02.png	Assets/Product/Texture/Atlas/UiGuild/UiGuildBossGQicon03.png	Assets/Product/Texture/Atlas/UiGuild/UiGuildBossGQicon03.png	102	<color=#1E90FF>从初始S级泛用机体中随机出战角色</color>		['首次成功保存后触发技能', '如果战斗积分刷新记录，则会根据差值造成伤害']	Assets/Product/Texture/Image/UiGuild/UiGuildiBossBgTitleBoss.png
30190012	围剿目标	HXQ-091	Assets/Product/Texture/Image/UiGuild/UiGuildBossXZBoss02.png	Assets/Product/Texture/Atlas/UiGuild/UiGuildBossGQicon03.png	Assets/Product/Texture/Atlas/UiGuild/UiGuildBossGQicon03.png	103	<color=#1E90FF>从初始S级泛用机体中随机出战角色</color>		['首次成功保存后触发技能', '如果战斗积分刷新记录，则会根据差值造成伤害']	Assets/Product/Texture/Image/UiGuild/UiGuildiBossBgTitleBoss.png
30190013	围剿目标	HXQ-091	Assets/Product/Texture/Image/UiGuild/UiGuildBossXZBoss02.png	Assets/Product/Texture/Atlas/UiGuild/UiGuildBossGQicon03.png	Assets/Product/Texture/Atlas/UiGuild/UiGuildBossGQicon03.png	104	<color=#1E90FF>从初始S级泛用机体中随机出战角色</color>		['首次成功保存后触发技能', '如果战斗积分刷新记录，则会根据差值造成伤害']	Assets/Product/Texture/Image/UiGuild/UiGuildiBossBgTitleBoss.png
30190014	围剿目标	HXQ-091	Assets/Product/Texture/Image/UiGuild/UiGuildBossXZBoss02.png	Assets/Product/Texture/Atlas/UiGuild/UiGuildBossGQicon03.png	Assets/Product/Texture/Atlas/UiGuild/UiGuildBossGQicon03.png	105	<color=#1E90FF>从初始S级泛用机体中随机出战角色</color>		['首次成功保存后触发技能', '如果战斗积分刷新记录，则会根据差值造成伤害']	Assets/Product/Texture/Image/UiGuild/UiGuildiBossBgTitleBoss.png
30190015	围剿目标	HXQ-091	Assets/Product/Texture/Image/UiGuild/UiGuildBossXZBoss02.png	Assets/Product/Texture/Atlas/UiGuild/UiGuildBossGQicon03.png	Assets/Product/Texture/Atlas/UiGuild/UiGuildBossGQicon03.png	106	<color=#1E90FF>从初始S级泛用机体中随机出战角色</color>		['首次成功保存后触发技能', '如果战斗积分刷新记录，则会根据差值造成伤害']	Assets/Product/Texture/Image/UiGuild/UiGuildiBossBgTitleBoss.png
30190020	围剿目标	HXQ-036	Assets/Product/Texture/Image/UiGuild/UiGuildBossXZBoss02.png	Assets/Product/Texture/Atlas/UiGuild/UiGuildBossGQicon03.png	Assets/Product/Texture/Atlas/UiGuild/UiGuildBossGQicon03.png	101	<color=#1E90FF>从初始S级泛用机体中随机出战角色</color>		['首次成功保存后触发技能', '如果战斗积分刷新记录，则会根据差值造成伤害']	Assets/Product/Texture/Image/UiGuild/UiGuildiBossBgTitleBoss.png
30190021	围剿目标	HXQ-036	Assets/Product/Texture/Image/UiGuild/UiGuildBossXZBoss02.png	Assets/Product/Texture/Atlas/UiGuild/UiGuildBossGQicon03.png	Assets/Product/Texture/Atlas/UiGuild/UiGuildBossGQicon03.png	102	<color=#1E90FF>从初始S级泛用机体中随机出战角色</color>		['首次成功保存后触发技能', '如果战斗积分刷新记录，则会根据差值造成伤害']	Assets/Product/Texture/Image/UiGuild/UiGuildiBossBgTitleBoss.png
30190022	围剿目标	HXQ-036	Assets/Product/Texture/Image/UiGuild/UiGuildBossXZBoss02.png	Assets/Product/Texture/Atlas/UiGuild/UiGuildBossGQicon03.png	Assets/Product/Texture/Atlas/UiGuild/UiGuildBossGQicon03.png	103	<color=#1E90FF>从初始S级泛用机体中随机出战角色</color>		['首次成功保存后触发技能', '如果战斗积分刷新记录，则会根据差值造成伤害']	Assets/Product/Texture/Image/UiGuild/UiGuildiBossBgTitleBoss.png
30190023	围剿目标	HXQ-036	Assets/Product/Texture/Image/UiGuild/UiGuildBossXZBoss02.png	Assets/Product/Texture/Atlas/UiGuild/UiGuildBossGQicon03.png	Assets/Product/Texture/Atlas/UiGuild/UiGuildBossGQicon03.png	104	<color=#1E90FF>从初始S级泛用机体中随机出战角色</color>		['首次成功保存后触发技能', '如果战斗积分刷新记录，则会根据差值造成伤害']	Assets/Product/Texture/Image/UiGuild/UiGuildiBossBgTitleBoss.png
