Id	GroupId	HeadIconStyleId	Name	Title	InteractOptionTexts
2	4012		心愿礼盒		['【SoName】']
1	4012		烟花特效01		
3	4012		烟花特效02		
4	4012		烟花特效03		
5	4012		留影		['【SoName】']
6	4012		心愿礼盒		['【SoName】']
7	4012		心愿礼盒		['【SoName】']
8	4012		心愿礼盒		['【SoName】']
9	4012		点燃		['【SoName】']
10	4012		点燃		['【SoName】']
11	4012		点燃		['【SoName】']
12	4012		留影		['【SoName】']
13	4012		烟花喷色		['【SoName】']
14	4012		烟花喷色		['【SoName】']
15	4012		烟花喷色		['【SoName】']
16	4012		点燃		['【SoName】']
17	4012		点燃		['【SoName】']
18	4012		点燃		['【SoName】']
19	4012		定位		['【SoName】']
20	4012		烟花喷色		['【SoName】']
21	4012		烟花喷色		['【SoName】']
22	4012		烟花喷色		['【SoName】']
23	4012		烟花喷色		['【SoName】']
24	4012		烟花喷色		['【SoName】']
25	4012		烟花喷色		['【SoName】']
26	4012		烟花喷色		['【SoName】']
27	4012		烟花喷色		['【SoName】']
28	4012		烟花喷色		['【SoName】']
29	4012		烟花喷色		['【SoName】']
30	4012		烟花喷色		['【SoName】']
31	4012		烟花喷色		['【SoName】']
32	4012		烟花喷色		['【SoName】']
33	4012		见证结局		['【SoName】']
