Id	Name	ConditionIds	Priority	SkipId	BtnContent	NpcName	NpcHandIcon	Type	UiType	ContentsGroupId
1010	里·异火			9001	我收到了，里。	里	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLi1.png	1	2	1010
1020	露西亚·红莲			9001	谈论你喜欢的事情如何？	露西亚	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1.png	1	2	1020
1030	丽芙·蚀暗			9001	不客气，你能开心就好	丽芙	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu1.png	1	2	1030
1040	比安卡·零度			9001	能与你心意相通，真好。	比安卡	Assets/Product/Texture/Image/RoleCharacter/RoleHeadAolisuo1.png	1	2	1040
1050	七实·风暴			9001	谢谢…先让我带上护目镜	七实	Assets/Product/Texture/Image/RoleCharacter/RoleHeadYongyechao1.png	1	2	1050
1060	神威·重能			9001	我不会忘记的。	神威	Assets/Product/Texture/Image/RoleCharacter/RoleHeadShenwei1.png	1	2	1060
1070	卡列尼娜·爆裂			9001	嗯，的确有空。	卡列尼娜	Assets/Product/Texture/Image/RoleCharacter/RoleHeadKalienina1.png	1	2	1070
1080	渡边·夜刃			9001	一言为定。	渡边	Assets/Product/Texture/Image/RoleCharacter/RoleHeadDubian1.png	1	2	1080
1090	露西亚·黎明			9001	我也会努力成为最好的指挥官。	露西亚	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1S.png	1	2	1090
1100	丽芙·流光			9001	嗯，我会陪着你的	丽芙	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu1S.png	1	2	1100
1110	里·乱数			9001	我很喜欢，谢谢。	里	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLi1SS.png	1	2	1110
1120	丽芙·仰光			9001	好的。	丽芙	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu1SS.png	1	2	1120
1130	神威·暗能			9001	我会好好珍藏的。	神威	Assets/Product/Texture/Image/RoleCharacter/RoleHeadShenwei1SS.png	1	2	1130
1140	卡列尼娜·烬燃			9001	那换拥抱怎么样？	卡列尼娜	Assets/Product/Texture/Image/RoleCharacter/RoleHeadKalienina1SS.png	1	2	1140
1150	七实·脉冲			9001	谢谢…嗯？	七实	Assets/Product/Texture/Image/RoleCharacter/RoleHeadYongyechao1SS.png	1	2	1150
1160	α			9001	这个要求有点难实现呢……	α	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLuxiyaaerfa1SS.png	1	2	1160
1170	渡边·夙星			9001	我也想见你。	渡边	Assets/Product/Texture/Image/RoleCharacter/RoleHeadDubian1SS.png	1	2	1170
1180	艾拉·溢彩			9001	我已经准备好了！	艾拉	Assets/Product/Texture/Image/RoleCharacter/RoleHeadAila1.png	1	2	1180
1190	比安卡·真理			9001	嗯，我等下就到。	比安卡	Assets/Product/Texture/Image/RoleCharacter/RoleHeadBianka1SS.png	1	2	1190
1200	苏菲亚·银牙			9001	苏菲亚，谢谢	苏菲亚	Assets/Product/Texture/Image/RoleCharacter/RoleHeadSufeiya1.png	1	2	1200
1210	库洛姆·弧光			9001	到我身边来吧。	库洛姆	Assets/Product/Texture/Image/RoleCharacter/RoleHeadKuluomu1.png	1	2	1210
1220	露西亚			9001	非常漂亮，谢谢你，露西亚。	露西亚	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Luxiya1.png	1	2	60001
1230	薇拉			9001	我不会走的。	薇拉	Assets/Product/Texture/Image/RoleCharacter/WeilaNormal01.png	1	2	60002
1240	卡穆			9001	好，好沉……我会好好享用的。	卡穆	Assets/Product/Texture/Image/RoleCharacter/RoleHeadKamu1.png	1	2	60003
1250	罗塞塔			9001	感谢。	罗塞塔	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLuosaita1.png	1	2	60004
1260	曲			9001	我很荣幸。	曲	Assets/Product/Texture/Image/RoleCharacter/RoleHeadQu1.png	1	2	60005
1270	常羽			9001	我很期待。	常羽	Assets/Product/Texture/Image/RoleCharacter/RoleHeadChangyu1.png	1	2	60006
2001	露西亚 红莲			9001	好的，露西亚。	露西亚	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1.png	1	2	2001
2002	露西亚 黎明			9001	我也很高兴。	露西亚	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1S.png	1	2	2002
2003	露西亚 鸦羽			9001	一定会的。	露西亚	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Luxiya1.png	1	2	2003
2004	露西亚 深红之渊			9001	但是阿尔法明明……	α	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLuxiyaaerfa1SS.png	1	2	2004
2005	里 异火			9001	嗯！我明白！	里	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLi1.png	1	2	2005
2006	里 乱数			9001	以后也要一直这样哦。	里	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLi1SS.png	1	2	2006
2007	丽芙 蚀暗			9001	你也要好好休息。	丽芙	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu1.png	1	2	2007
2008	丽芙 流光			9001	我也会的。	丽芙	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu1S.png	1	2	2008
2009	丽芙 仰光			9001	待会见，丽芙。	丽芙	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu1SS.png	1	2	2009
2010	神威 重能			9001	一直都有，神威。	神威	Assets/Product/Texture/Image/RoleCharacter/RoleHeadShenwei1.png	1	2	2010
2011	神威 暗能			9001	明天见，神威。	神威	Assets/Product/Texture/Image/RoleCharacter/RoleHeadShenwei1SS.png	1	2	2011
2012	比安卡 零度			9001	比安卡，今天是……	比安卡	Assets/Product/Texture/Image/RoleCharacter/RoleHeadAolisuo1.png	1	2	2012
2013	比安卡 真理			9001	我也很充实，比安卡。	比安卡	Assets/Product/Texture/Image/RoleCharacter/RoleHeadBianka1SS.png	1	2	2013
2014	卡列尼娜 爆裂			9001	节日快乐，卡列尼娜	卡列尼娜	Assets/Product/Texture/Image/RoleCharacter/RoleHeadKalienina1.png	1	2	2014
2015	卡列尼娜 烬燃			9001	我很开心，卡列尼娜。	卡列尼娜	Assets/Product/Texture/Image/RoleCharacter/RoleHeadKalienina1SS.png	1	2	2015
2016	七实 风暴			9001	我答应你。	七实	Assets/Product/Texture/Image/RoleCharacter/RoleHeadYongyechao1.png	1	2	2016
2017	七实 脉冲			9001	是这样么？	七实	Assets/Product/Texture/Image/RoleCharacter/RoleHeadYongyechao1SS.png	1	2	2017
2018	渡边 夜刃			9001	一切都会变好的，渡边。	渡边	Assets/Product/Texture/Image/RoleCharacter/RoleHeadDubian1.png	1	2	2018
