Id	GroupId	HeadIconStyleId	Name	Title	InteractOptionTexts
100001	2		Puppy Shelf		
100002	2		Puppy Shelf		
100003	2		Common Aerial Object		
100004	2		沙发		
100005	2		沙发		
100006	2		沙发		
100007	2		沙发		
100008	2		沙发		
100009	2		沙发		
100010	2		桌子		
100011	2		桌子		
100012	2		桌子		
100013	2		桌子		
100014	2		桌子		
100015	2		桌子		
100016	2		板凳		
100017	2		板凳		
100018	2		板凳		
100019	2		板凳		
100020	2		板凳		
100021	2		板凳		
100022	2		板凳		
100023	2		板凳		
100024	2		板凳		
100025	2		板凳		
100026	2		板凳		
100027	2		板凳		
100028	2		板凳		
100029	2		板凳		
100030	2		板凳		
100031	2		Yellow Macaron		
100032	2		Green Macaron		
100033	2		Purple Macaron		
100034	2		Pink Macaron		
100035	2		Yellow Macaron		
100036	2		Green Macaron		
100037	2		Purple Macaron		
100038	2		Pink Macaron		
100039	2		Yellow Macaron		
100040	2		Green Macaron		
100041	2		Purple Macaron		
100042	2		Pink Macaron		
100043	2		Puppy Shelf		
100044	2		Puppy Shelf		
100045	2		Puppy Shelf		
100046	2		Puppy Shelf		
100047	2		Puppy Shelf		
100048	2		Puppy Shelf		
100049	2		Puppy Shelf		
100050	2		围栏		
100051	2		围栏		
100052	2		Wealth Tree		
100053	2		Wealth Tree		
100054	2		Wealth Tree		
100055	2		Wealth Tree		
100056	2		Wealth Tree		
100057	2		Wealth Tree		
100058	2		Wealth Tree		
100059	2		Wealth Tree		
100060	2		Wealth Tree		
100061	2		Wealth Tree		
100062	2		Wealth Tree		
100063	2		Wealth Tree		
100064	2		Wealth Tree		
100065	2		Wealth Tree		
100066	2		Wealth Tree		
100067	2		Wealth Tree		
100068	2		Wealth Tree		
100069	2		Wealth Tree		
100070	2		Wealth Tree		
100071	2		Wealth Tree		
100072	2		Wealth Tree		
100073	2		Wealth Tree		
100074	2		Wealth Tree		
100075	2		Wealth Tree		
