Id	SourceGroupId	Type	Priority	Title	Desc	Icon	PreTaskId	ActivateCondition	Condition	Result	DropId	RewardId	SkipId	StartTime	EndTime	Suffix	ShowAfterTaskId	AchvType	GroupId	ShowAfterGroup	GroupTheme	ShowType	ShowCondition
999999		6	10000	Daily Login	Daily 1st Login	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[999999]	1		990015				Login							
990000		10001	10000	Sandbox Mode_Jumping Challenge_Complete 1 Jumping Challenge Stage	Clear 1 Space Leap stage for the first time	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[990000]	1		7000092											
990001		10001	9900	Sandbox Mode_Jumping Challenge_Complete 2 Jumping Challenge Stages	Clear 2 Space Leap stages for the first time	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[990001]	2		7000093											
990002		10001	9800	Sandbox Mode_Jumping Challenge_Complete 3 Jumping Challenge Stages	Clear 3 Space Leap stages for the first time	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[990002]	3		7000094											
990003		10001	9700	Sandbox Mode_Jumping Challenge_Complete 4 Jumping Challenge Stages	Clear 4 Space Leap stages for the first time	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[990003]	4		7000095											
990004		10001	9600	Sandbox Mode_Jumping Challenge_Complete 5 Jumping Challenge Stages	Clear 5 Space Leap stages for the first time	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[990004]	5		7000096											
990005		10001	9500	Sandbox Mode_Jumping Challenge_Complete 6 Jumping Challenge Stages	Clear 6 Space Leap stages for the first time	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[990005]	6		7000097											
990006		10001	9400	Sandbox Mode_Jumping Challenge_Complete All Jumping Challenge Stages	Clear all Space Leap stages with 3 stars	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[990006]	6		7000098											
990007		10001	9300	Sandbox Mode_Chest_Open 5 Chests	Open 5 Supply Crates	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[990007]	5		7000099											
990008		10001	9200	Sandbox Mode_Chest_Open 10 Chests	Open 10 Supply Crates	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[990008]	10		7000100											
990009		10001	9100	Sandbox Mode_Chest_Open 15 Chests	Open 15 Supply Crates	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[990009]	15		7000101											
990010		10001	9000	Sandbox Mode_Chest_Open All Chests	Open all Supply Crates	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[990010]	19		7000102											
990011		10001	8900	Cafe_Unlock	"Advance Chronicles mission ""Caffeine Conundrum"" to the corresponding node"	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[990011]	1		7000103											
990012		10001	8800	Cafe_Story Stage 1	Complete Kuroro Coffee - Business Record 1	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[990012]	1		7000104											
990013		10001	8700	Cafe_Story Stage 2	Complete Kuroro Coffee - Business Record 2	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[990013]	1		7000105											
990014		10001	8600	Cafe_Story Stage 3	Complete Kuroro Coffee - Business Record 3	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[990014]	1		7000106											
990015		10001	8500	Cafe_Story Stage 4	Complete Kuroro Coffee - Business Record 4	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[990015]	1		7000107											
990016		10001	8400	Cafe_Story Stage 5	Complete Kuroro Coffee - Business Record 5	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[990016]	1		7000108											
990017		10001	8300	Cafe_Story Stage 6	Complete Kuroro Coffee - Business Record 6	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[990017]	1		7000109											
990018		10001	8200	Cafe_Challenge Stage 1	Complete Kuroro Coffee - Signature Mix 1	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[990018]	1		7000110											
990019		10001	8100	Cafe_Challenge Stage 2	Complete Kuroro Coffee - Signature Mix 2	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[990019]	1		7000111											
990020		10001	8000	Cafe_Challenge Stage 3	Complete Kuroro Coffee - Signature Mix 3	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[990020]	1		7000112											
990021		10001	7900	Cafe_Challenge Stage 4	Complete Kuroro Coffee - Signature Mix 4	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[990021]	1		7000113											
990022		10001	7800	Cafe_Challenge Stage 5	Complete Kuroro Coffee - Signature Mix 5	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[990022]	1		7000114											
990023		10001	7700	Cafe_Challenge Stage 6	Complete Kuroro Coffee - Signature Mix 6	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[990023]	1		7000115											
990024		10001	7600	Cafe_Challenge Stage 7	Complete Kuroro Coffee - Signature Mix 7	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[990024]	1		7000116											
990025		10001	7500	Cafe_Challenge Stage 8	Complete Kuroro Coffee - Signature Mix 8	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[990025]	1		7000117											
990026		10001	7400	Cafe_Challenge Stage 9	Complete Kuroro Coffee - Signature Mix 9	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[990026]	1		7000118											
990027		10001	7300	Cafe_Challenge Stage 10	Complete Kuroro Coffee - Signature Mix 10	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[990027]	1		7000119											
990028		10001	7200	Cafe_Complete All Stages	Clear all Kuroro Coffee stages with 3 stars	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[990028]	16		7000120											
