Id	StageId	ActiveAssetId	UnActiveAssetId	Durability	CombinationObjectId	Tag	PositionX	PositionY	Rotation	ScaleX	ScaleY	Width	Height	OrderLayer	DrawMode	Type	ColliderType	ColliderOffsetX	ColliderOffsetY	ColliderWidth	ColliderHeight	ColliderEdgeRadius	ColliderRadius	ColliderDirection	Gravity	GravityDirectionX	GravityDirectionY	Injury	MovementEndingX	MovementEndingY	Score	StateSwitchingTime	IsDestructible	IsLockOn	IsTrigger	IsCyclicMovement	IsIgnoreCentrifugalOrbit	MovementVelocity	InitialActivation	ActiveType	IsGenerated	IsRandomGenerated	IsCyclicGenerated	KeyPromptStateCondition	KeyPromptDirectionX	KeyPromptDirectionY	KeyPromptType	KeyPromptDuration	KeyPromptCount	OrbitalRadius	TriggerTags	GenerateGroupIds	CompositeColliderType	CompositeColliderOffsetX	CompositeColliderOffsetY	CompositeColliderWidth	CompositeColliderHeight	CompositeColliderEdgeRadius	CompositeColliderRadius	CompositeColliderDirection
10001	1	63					-246.16	14.3999	90.0	15.0	15.0	1.0	1.0			5	1										1.0		-246.16	14.3999								1.0	True	1				1	1.0		1													
10002	1	64					-202.61	1.8999		20.0	20.0	1.0	1.0			1	3						0.8799				-1.0		3857.0339	30.9012								1.0	True	1				1	1.0		1													
10003	1	65					-140.0	5.6999	270.0	27.5	98.5899	1.0	1.0			2	2			1.6	0.6399				500.0		-1.0		-1171.4179	-4351.5278								1.0	True	1				1	1.0		1													
10004	1	64					-66.4485	23.2199		20.0	20.0	1.0	1.0			1	3						0.8799				-1.0		1262.5229	-29.8696								1.0	True	1				1	1.0		1			[7.0, 12.0]										
10005	1	66					-28.7999	28.02		3.0999	58.0999	1.0	1.0			3	2			1.7999	0.75						-1.0	1	6.7975	-1425.7939								1.0	True	1				1	1.0		1													
10006	1	64					-17.6499	-28.2523		20.0	20.0	1.0	1.0			1	3						0.8799				-1.0		-71.5242	536.7955								1.0	True	1				1	1.0		1													
10007	1	67					-1.2	26.79	270.0	20.0	20.0	1.0	1.0			7	2			0.5	2.5					0.9999	-0.0013		-220.6593	655.9111								1.0	True	1				1	1.0		1													
10008	1	64				7	47.0	10.8599		20.0	20.0	1.0	1.0			1	3						0.8799				-1.0		98.9	10.8599								5.0		2				1	1.0		1													
10009	1	68					127.3	-2.0		30.0	30.0	1.0	1.0			4	3						0.25				-1.0		-2570.906	720.468					True			1.0	True	1				1	1.0		1				['6']									
10010	1	64					220.5108	-8.3482		1.0	1.0	1.0	1.0			1	3										-1.0											1.0	True	1				1	1.0		1													
10011	1	64				6	200.1999	24.2		20.0	20.0	1.0	1.0			1	3						0.8799				-1.0		200.1999	-30.86						True		5.0		2				1	1.0		1													
10012	1	66					174.8999	27.3999		2.5	63.24	1.0	1.0			3	2			1.6	0.74						-1.0	1	-252.5758	-1526.426								1.0	True	1				1	1.0		1													
10013	1	64					153.0	-25.0475		20.0	20.0	1.0	1.0			1	3						0.8799				-1.0		-3236.414	475.9034								1.0	True	1				1	1.0		1													
10014	1	66					225.6999	-20.51		3.2	80.0	1.0	1.0			3	2			1.6	0.74						-1.0	1	-485.199	1459.6269								1.0	True	1				1	1.0		1													
10015	1	69					241.0	25.2999		10.0	10.0	1.0	1.0			6	3						1.5				-1.0		-2134.799	-173.6058								1.0	True	1				1	1.0		1													
10016	1						-241.5408	48.5847		1.0	1.0	1.0	1.0			3	2	241.1		500.0	2.0						-1.0	1										1.0	True	1				1	1.0		1													
10017	1						-130.4642	-52.8048		1.0	1.0	1.0	1.0			3	2	129.8	4.05	500.0	2.0						-1.0	1										1.0	True	1				1	1.0		1													
10018	1	70					-202.61	1.8999		8.0	8.0	1.0	1.0	1		3	3						0.3				-1.0	1	1274.1979	10.3979								1.0	True	1				1	1.0		1													
10019	1	70					-66.4485	23.2199		8.0	8.0	1.0	1.0	1		3	3						0.3				-1.0	1	464.0849	-161.8052								1.0	True	1				1	1.0		1													
10020	1	70					-17.6499	-28.2523		6.0	6.0	1.0	1.0	1		3	3						0.3				-1.0	1	147.3376	141.6824								1.0	True	1				1	1.0		1													
10021	1	70					47.0	10.8599		8.0	8.0	1.0	1.0	1		3	3						0.3				-1.0	1	-525.2416	2.8072								1.0	True	1				1	1.0		1													
10022	1	70					153.0	-25.0475		6.0	6.0	1.0	1.0	1		3	3						0.3				-1.0	1	-796.5941	124.8778								1.0	True	1				1	1.0		1													
10023	1	70					200.1999	24.2		6.0	6.0	1.0	1.0	1		3	3						0.3				-1.0	1	-1000.7819	-119.8257								1.0	True	1				1	1.0		1													
10024	1	71					-2.5999	26.9099		12.0	12.0	1.0	1.0	1		4	1									0.9999	0.0027		-363.5484	-105.309								1.0	True	1				1	1.0		1													
10025	1	66					-95.5999	-31.85		4.0	109.4599	1.0	1.0			3	2			1.7	0.6999						-1.0	1	270.1783	2355.695								1.0	True	1				1	1.0		1													
10026	1	66					-75.2699	-8.1	18.3999	9.47	9.22	1.0	1.0			3	2			1.7999	0.6999					0.8329	-0.5533	1	478.6907	267.5779								1.0	True	1				1	1.0		1													
10027	1	66					-37.86	6.0999	27.1299	6.63	8.46	1.0	1.0			3	2			1.7999	0.6999					0.9346	-0.3555	1	140.4734	112.7658								1.0	True	1				1	1.0		1													
10028	1	66					-178.3	35.5		3.0999	58.5999	1.0	1.0			3	2			1.7999	0.6999						-1.0	1	329.9103	-2334.207								1.0	True	1				1	1.0		1													
10029	1	66					-177.9799	-33.2999		3.9	71.3	1.0	1.0			3	2			1.7999	0.6999						-1.0	1	500.7168	2003.276								1.0	True	1				1	1.0		1													
10030	1						46.9	10.8	323.2099	1.0	1.0	1.0	1.0			4	2			2.0	34.7999					-0.5988	-0.8008		14.8689	11.8873					True			1.0	True	1				1	1.0		1				['7']									
10031	1	66					54.0	-19.0	90.0	4.1999	124.3	1.0	1.0			3	2			1.7999	0.6999						1.0	1	-2707.518	-391.3576								1.0	True	1				1	1.0		1													
10032	1	66					11.71	-2.2		3.0	57.47	1.0	1.0			3	2			1.7	0.6999						-1.0	1	-27.3289	334.4968								1.0	True	1				1	1.0		1													
10033	1	66					-140.3999	30.2		37.0	5.0	1.0	1.0			3	2			1.0	1.0						-1.0	1	5721.4648	-135.671								1.0	True	1				1	1.0		1													
10034	1	66					-139.3513	-19.3999		37.0	5.0	1.0	1.0			3	2			1.0	1.0						-1.0	1	-139.3513	-19.3999								1.0	True	1				1	1.0		1													
10035	1	68					47.0	10.8599		20.0	20.0	1.0	1.0			4	1										-1.0		-1087.2519	-403.3794								1.0	True	1				1	1.0		1													
20001	2	51					-247.8999	24.0	90.0	10.0	10.0	1.0	1.0			5	1										-1.0											1.0	True	1				1	1.0		1													
20002	2	57		1			-203.9199	-23.12		10.0	10.0	1.0	1.0			3	3						0.4				-1.0			-30.3199			True	True				1.0	True	1				1	1.0		1													
20003	2	49					-141.8	2.4		30.0	30.0	1.0	1.0			1	3						0.8799				-1.0											1.0	True	1				1	1.0		1													
20004	2	53		10			-141.6999	2.5		5.0	5.0	1.0	1.0	5		3	1										-1.0											1.0	True	3			True	1	1.0		1					[2000401, 2000402, 2000403, 2000404]								
20005	2	7					-123.5299	19.8366		10.0	10.0	1.0	1.0	1		3	1										-1.0											1.0	True	1	True			1	1.0		1													
20006	2	7					-118.61	14.1		10.0	10.0	1.0	1.0	1		3	1										-1.0											1.0	True	1	True			1	1.0		1													
20007	2	7					-116.3	6.6999		10.0	10.0	1.0	1.0	1		3	1										-1.0											1.0	True	1	True			1	1.0		1													
20008	2	58					-123.55	19.7		10.0	10.0	1.0	1.0	2		3	3						0.8799				-1.0											1.0	True	1	True			1	1.0		1													
20009	2	58					-118.7617	14.0166		10.0	10.0	1.0	1.0	3		3	3										-1.0											1.0	True	1	True			1	1.0		1													
20010	2	58					-116.2283	6.6522		10.0	10.0	1.0	1.0	4		3	3										-1.0											1.0	True	1	True			1	1.0		1													
20011	2	52					-128.38	-14.0294	40.0	5.0	45.0	1.0	1.0	1		3	1									0.7272	-0.6863											1.0	True	1	True			1	1.0		1													
20012	2	52					-157.6999	-11.6	-50.0	5.0	45.0	1.0	1.0	1		3	1									-0.8652	-0.5013											1.0	True	1	True			1	1.0		1													
20013	2	52					-155.1999	17.2999	-140.0	5.0	45.0	1.0	1.0	1		3	1									-0.7243	0.6894											1.0	True	1	True			1	1.0		1													
20014	2	22					-128.38	-14.0294	40.0	5.0	45.0	1.0	1.0	2		3	2			1.0	1.0					0.7272	-0.6863	1										1.0	True	1	True			1	1.0		1													
20015	2	22					-157.6999	-11.6	-50.0	5.0	45.0	1.0	1.0	2		3	2			1.0	1.0					-0.8652	-0.5013	1										1.0	True	1	True			1	1.0		1													
20016	2	22					-155.1999	17.2999	-140.0	5.0	45.0	1.0	1.0	2		3	2			1.0	1.0					-0.7243	0.6894	1										1.0	True	1	True			1	1.0		1													
20017	2	53					-62.418	-23.1302		5.0	5.0	1.0	1.0			6	3										-1.0		-62.418	-23.1302								1.0	True	1				1	1.0		1													
1010001	101	88					0.785	0.2899		0.3	0.3	1.0	1.0	1		5	3						2.5599			0.9999	0.0004		6.4201	2.6235					True			1.0	True	1				1	1.0		1				['EVENT_TRIGGER_GUIDE|200267', '99101']									
1010002	101	80					3.9249	-0.8679		0.6999	0.6999	1.0	1.0	1		1	3						1.7			-0.9987	-0.0496											1.0	True	1				1	1.0		1			[1.1799]										
1010003	101	78					3.9249	-0.8679		0.25	0.25	1.0	1.0	1		3	1											1										1.0	True	1				1	1.0		1													
1010004	101	90					5.2839	1.968	167.4223	0.6	0.6	1.0	1.0	1		3	5									0.9995	0.0312	1										1.0	True	1				1	1.0		1						[2, 2, 2]	[0.0, 0.0, 0.0]	[0.0, 0.0, 0.0]	[1.0, 1.0, 1.0]	[1.0, 1.0, 1.0]	[0.0, 0.0, 0.0]	[0.0, 0.0, 0.0]	[0, 0, 0]
1010005	101	80					7.36	-1.296		0.6999	0.6999	1.0	1.0	1		1	3						1.7			-1.0			18.895	0.9838								1.0	True	1				1	1.0		1			[1.19]										
1010006	101	78					7.36	-1.296		0.25	0.25	1.0	1.0	1		3	1											1										1.0	True	1				1	1.0		1													
1010007	101	89					10.347	-1.9029	96.8243	0.6	0.6	1.0	1.0	1		3	2																					1.0	True	1				1	1.0		1													
1010008	101	80					9.6909	1.0509		0.72	0.72	1.0	1.0	1		1	3						1.7			-1.0												1.0	True	1				1	1.0		1			[1.22]										
1010009	101	78					9.6909	1.0509		0.25	0.25	1.0	1.0	1		3	1											1										1.0	True	1				1	1.0		1													
1010010	101	72					13.1859	-0.55	270.0	0.2367	0.2367	1.0	1.0	3		7	2	1.19	-4.0	15.4099	4.5					0.9999	-0.0022		75.6523	-2.6683					True			1.0	True	1				1	1.0		1				['99102']									
1010011	101	80					16.138	0.5659		0.72	0.72	1.0	1.0	1		1	3						1.7															1.0	True	1				1	1.0		1			[1.22]										
1010012	101	78					16.138	0.5659		0.25	0.25	1.0	1.0	1		3	1											1										1.0	True	1				1	1.0		1													
1010013	101	80					19.2649	1.12		0.72	0.72	1.0	1.0	1		1	3						1.7															1.0	True	1				1	1.0		1			[1.22]										
1010014	101	90					17.915	-2.308	28.6917	0.7103	0.7103	1.0	1.0	1		1	5											1										1.0	True	1				1	1.0		1						[2, 2, 2]	[0.0, 0.0, 0.0]	[0.0, 0.0, 0.0]	[1.0, 1.0, 1.0]	[1.0, 1.0, 1.0]	[0.0, 0.0, 0.0]	[0.0, 0.0, 0.0]	[0, 0, 0]
1010015	101	80					21.739	-0.962		0.72	0.72	1.0	1.0	1		1	3						1.7			-1.0												1.0	True	1				1	1.0		1			[1.22]										
1010016	101	91					23.1884	2.8324	317.6877	0.7103	0.7103	1.0	1.0	1		3	1									-0.1644	-0.9863	1										1.0	True	1				1	1.0		1													
1010017	101	92					25.0849	-1.6349	216.705	0.6156	0.6156	1.0	1.0	1		3	2											1										1.0	True	1				1	1.0		1													
1010018	101	94					23.836	-2.575	129.4297	0.4735	0.4735	1.0	1.0	1		3	2																					1.0	True	1				1	1.0		1													
1010019	101	72					25.8209	0.897	270.0	0.2367	0.2367	1.0	1.0	3		7	2	1.09	-4.0	11.0	4.5					1.0	-0.0001		75.6523	-2.6683					True			1.0	True	1				1	1.0		1				['99102']									
1010020	101	80					28.833	-0.314		0.85	0.85	1.0	1.0	1		1	3						1.7			0.9701	0.2425											1.0	True	1				1	1.0		1			[1.44]										
1010021	101	80					32.588	-0.3089		0.72	0.72	1.0	1.0	1		1	3						1.7															1.0	True	1				1	1.0		1			[1.22]										
1010022	101	80					36.317	-0.312		0.85	0.85	1.0	1.0	1		1	3						1.7			-1.0												1.0	True	1				1	1.0		1			[1.44]										
1010023	101	89					31.409	2.8819	345.95	1.1839	1.1839	1.0	1.0	1		3	5																					1.0	True	1				1	1.0		1						[2, 2, 2]	[0.0, 0.0, 0.0]	[0.0, 0.0, 0.0]	[1.0, 1.0, 1.0]	[1.0, 1.0, 1.0]	[0.0, 0.0, 0.0]	[0.0, 0.0, 0.0]	[0, 0, 0]
1010024	101	89					32.7235	-4.0114	352.2637	1.1839	1.1839	1.0	1.0	1		3	2																					1.0	True	1				1	1.0		1													
1010025	101	91					38.2171	3.0066	41.5574	1.1839	1.1839	1.0	1.0	1		3	2											1										1.0	True	1				1	1.0		1													
1010026	101	92					38.423	-2.9839	34.581	1.1839	1.1839	1.0	1.0	1		3	5											1										1.0	True	1				1	1.0		1						[2, 2, 2]	[0.0, 0.0, 0.0]	[0.0, 0.0, 0.0]	[1.0, 1.0, 1.0]	[1.0, 1.0, 1.0]	[0.0, 0.0, 0.0]	[0.0, 0.0, 0.0]	[0, 0, 0]
1010027	101	78					28.833	-0.314		0.2367	0.2367	1.0	1.0	1		3	1											1										1.0	True	1				1	1.0		1													
1010028	101	78					32.588	-0.3089		0.2367	0.2367	1.0	1.0	1		3	1											1										1.0	True	1				1	1.0		1													
1010029	101	78					36.317	-0.312		0.2367	0.2367	1.0	1.0	1		3	1											1										1.0	True	1				1	1.0		1													
1010030	101	78					19.2649	1.12		0.25	0.25	1.0	1.0	2		3	1											1										1.0	True	1				1	1.0		1													
1010031	101	78					21.739	-0.962		0.2367	0.2367	1.0	1.0	1		3	1											1										1.0	True	1				1	1.0		1													
1010032	101	77					39.625	-0.818		0.4735	0.4735	1.0	1.0			6	2	-1.07	0.31	1.1599	6.0					-0.9995	-0.0305											1.0	True	1				1	1.0		1				['99103']									
1010033	101						26.3199	3.7799		-57.0415	1.0	1.0	1.0			3	2			1.0	1.0							999										1.0	True	1				1	1.0		1													
1010034	101						26.846	-3.67		-57.0415	1.0	1.0	1.0			3	2			1.0	1.0							999										1.0	True	1				1	1.0		1													
1010035	101						37.934	-2.947		2.72	1.0	1.0	1.0			3	2			1.0	1.0							1										1.0	True	1				1	1.0		1													
1010036	101						38.993	-2.588	298.6937	0.5712	1.0	1.0	1.0			3	2			1.0	1.0							1										1.0	True	1				1	1.0		1													
1010037	101						38.6313	2.1786	6.0984	1.3274	2.7781	1.0	1.0			3	2			1.0	1.0							1										1.0	True	1				1	1.0		1													
1010038	101						38.6258	2.7107	6.0984	2.6401	2.0358	1.0	1.0			3	2			1.0	1.0							1										1.0	True	1				1	1.0		1													
1010039	101						38.645	2.529	7.2827	6.6042	0.2877	1.0	1.0			3	2			1.0	1.0							1										1.0	True	1				1	1.0		1													
1010040	101						5.2529	1.939	33.1216	1.0	2.9638	1.0	1.0			3	2			1.0	1.0							1										1.0	True	1				1	1.0		1													
1010041	101						5.749	1.3029	33.1216	0.3654	2.1327	1.0	1.0			3	2			1.0	1.0							1										1.0	True	1				1	1.0		1													
1010042	101						5.459	0.7059	33.1216	0.7483	0.1255	1.0	1.0			3	2			1.0	1.0							1										1.0	True	1				1	1.0		1													
1010043	101						4.137	2.029	33.1216	0.8707	0.1579	1.0	1.0			3	2			1.0	1.0							1										1.0	True	1				1	1.0		1													
1010044	101						10.329	-2.0339	27.1064	1.3359	1.4814	1.0	1.0			3	2			1.0	1.0							1										1.0	True	1				1	1.0		1													
1010045	101						9.834	-1.4429	27.1064	0.5532	1.4814	1.0	1.0			3	2			1.0	1.0							1										1.0	True	1				1	1.0		1													
1010046	101						17.77	-2.23	346.7792	2.852	1.0939	1.0	1.0			3	2			1.0	1.0							1										1.0	True	1				1	1.0		1													
1010047	101						16.76	-1.4019	346.7792	0.1655	1.0939	1.0	1.0			3	2			1.0	1.0							1										1.0	True	1				1	1.0		1													
1010048	101						19.009	-1.491	346.7792	0.1655	1.0939	1.0	1.0			3	2			1.0	1.0							1										1.0	True	1				1	1.0		1													
1010049	101						19.2089	-2.582	346.7792	0.7305	0.6786	1.0	1.0			3	2			1.0	1.0							1										1.0	True	1				1	1.0		1													
1010050	101						16.095	-1.8719	346.7792	0.7305	0.6786	1.0	1.0			3	2			1.0	1.0							1										1.0	True	1				1	1.0		1													
1010051	101						23.5617	2.6908	286.5174	1.6507	2.1703	1.0	1.0			3	2			1.0	1.0							1										1.0	True	1				1	1.0		1													
1010052	101						22.9799	2.575	286.5174	0.8158	2.1703	1.0	1.0			3	2			1.0	1.0							1										1.0	True	1				1	1.0		1													
1010053	101						23.259	1.171	280.0986	1.1191	0.1898	1.0	1.0			3	2			1.0	1.0							1										1.0	True	1				1	1.0		1													
1010054	101						23.7299	-2.4979		1.24	1.0	1.0	1.0			3	2			1.0	1.0							1										1.0	True	1				1	1.0		1													
1010055	101						24.954	-1.5399	235.7415	1.3634	1.0	1.0	1.0			3	2			1.0	1.0							1										1.0	True	1				1	1.0		1													
1010056	101						30.1049	2.763	15.5186	3.3183	1.0	1.0	1.0			3	2			1.0	1.0							1										1.0	True	1				1	1.0		1													
1010057	101						32.1619	2.2669	15.5186	0.4327	1.0	1.0	1.0			3	2			1.0	1.0							1										1.0	True	1				1	1.0		1													
1010058	101						30.8869	-2.6679	20.6459	0.2971	1.2223	1.0	1.0			3	2			1.0	1.0							1										1.0	True	1				1	1.0		1													
1010059	101						32.616	-3.1549	20.6459	2.6611	1.2223	1.0	1.0			3	2			1.0	1.0							1										1.0	True	1				1	1.0		1													
1010060	101						34.1529	-3.358	20.6459	2.6611	1.2223	1.0	1.0			3	2			1.0	1.0							1										1.0	True	1				1	1.0		1													
1010061	101	91					12.3599	2.75		0.8299	0.8399	1.0	1.0	1		3	2											1										1.0	True	1				1	1.0		1													
1010062	101						12.444	2.4879	326.9111	0.8299	2.7679	1.0	1.0			3	2			1.0	1.0							1										1.0	True	1				1	1.0		1													
1010063	101						12.8529	2.9238	326.9111	1.8626	2.7679	1.0	1.0			3	2			1.0	1.0							1										1.0	True	1				1	1.0		1													
1010064	101						12.3929	2.2862	325.6398	4.5363	0.265	1.0	1.0			3	2			1.0	1.0							1										1.0	True	1				1	1.0		1													
1010065	101						40.0587	1.6821	39.7363	1.0	1.0	1.0	1.0			3	2			0.5	1.0							1										1.0	True	1				1	1.0		1													
1010066	101	74					8.4739	-1.707	157.589	0.3	0.3	1.0	1.0	3		4	3						0.5								30							1.0	True	1				1	1.0		1													
1010067	101	74					9.689	-0.186	89.4843	0.3	0.3	1.0	1.0	3		4	3						0.5								30							1.0	True	1				1	1.0		1													
1010068	101	74					29.541	0.947	60.6623	0.3	0.3	1.0	1.0	3		4	3						0.5								30							1.0	True	1				1	1.0		1													
1010069	101	74					36.7159	1.0729	68.3156	0.3	0.3	1.0	1.0	3		4	3						0.5			-0.921	0.3894				30							1.0	True	1				1	1.0		1													
1010070	101	74					17.25	0.0379	158.4145	0.3	0.3	1.0	1.0	3		4	3						0.5								30							1.0	True	1				1	1.0		1													
1010071	101	74					19.2556	2.3448	85.2978	0.3	0.3	1.0	1.0	3		4	3						0.5								30							1.0	True	1				1	1.0		1													
1010072	101	74					22.7169	-0.2259	33.5735	0.3	0.3	1.0	1.0	3		4	3						0.5								30							1.0	True	1				1	1.0		1													
1010073	101	74					3.877	0.31	91.7917	0.3	0.3	1.0	1.0	3		4	3						0.5								30							1.0	True	1				1	1.0		1													
1010074	101	74					4.2319	0.284	69.9322	0.3	0.3	1.0	1.0	3		4	3						0.5								30							1.0	True	1				1	1.0		1													
1010075	101	74					4.5599	0.1299	55.1085	0.3	0.3	1.0	1.0	3		4	3						0.5			0.7479	-0.6637				30							1.0	True	1				1	1.0		1													
1010076	101	74					6.2769	-1.789	30.2798	0.3	0.3	1.0	1.0	3		4	3						0.5								30							1.0	True	1				1	1.0		1													
1010077	101	74					6.4869	-2.0899	42.0229	0.3	0.3	1.0	1.0	3		4	3						0.5								30							1.0	True	1				1	1.0		1													
1010078	101	74					6.781	-2.334	65.0548	0.3	0.3	1.0	1.0	3		4	3						0.5								30							1.0	True	1				1	1.0		1													
1010079	101	74					8.625	1.6289	152.1372	0.3	0.3	1.0	1.0	3		4	3						0.5								30							1.0	True	1				1	1.0		1													
1010080	101	74					8.838	1.922	133.2431	0.3	0.3	1.0	1.0	3		4	3						0.5								30							1.0	True	1				1	1.0		1													
1010081	101	74					9.1389	2.1429	114.4328	0.3	0.3	1.0	1.0	3		4	3						0.5								30							1.0	True	1				1	1.0		1													
1010082	101	74					16.7619	-0.4699	121.4598	0.3	0.3	1.0	1.0	3		4	3						0.5								30							1.0	True	1				1	1.0		1													
1010083	101	74					17.044	-0.2579	137.11	0.3	0.3	1.0	1.0	3		4	3						0.5			-0.8384	0.5449				30							1.0	True	1				1	1.0		1													
1010084	101	74					19.6289	2.2809	70.6133	0.3	0.3	1.0	1.0	3		4	3						0.5								30							1.0	True	1				1	1.0		1													
1010085	101	74					19.9729	2.1229	48.7237	0.3	0.3	1.0	1.0	3		4	3						0.5								30							1.0	True	1				1	1.0		1													
1010086	101	74					22.892	-0.5389	17.081	0.3	0.3	1.0	1.0	3		4	3						0.5								30							1.0	True	1				1	1.0		1													
1010087	101	74					22.9619	-0.8949	356.7909	0.3	0.3	1.0	1.0	3		4	3						0.5								30							1.0	True	1				1	1.0		1													
1010088	101	74					28.8269	1.125	86.9212	0.3	0.3	1.0	1.0	3		4	3						0.5								30							1.0	True	1				1	1.0		1													
1010089	101	74					29.1889	1.082	70.9812	0.3	0.3	1.0	1.0	3		4	3						0.5								30							1.0	True	1				1	1.0		1													
