Id	GroupId	HeadIconStyleId	Name	Title	InteractOptionTexts
100001	4021		庆典大门		
100002	4021		逛街副本组件-拱门		
100003	4021		逛街副本组件-蓝色礼盒		
100004	4021		逛街副本组件-蓝色礼盒		
100005	4021		逛街副本组件-蓝色礼盒		
100006	4021		逛街副本组件-红彩旗		
100007	4021		逛街副本组件-红彩旗		
100010	4021		逛街副本组件-黄彩旗		
100011	4021		逛街副本组件-黄彩旗		
100012	4021		逛街副本组件-拱门侧面		
100013	4021		逛街副本组件-黄彩旗		
100014	4021		逛街副本组件-红色礼盒		
100015	4021		逛街副本组件-蓝色礼盒		
100016	4021		逛街副本组件-橙色礼盒		
100017	4021		逛街副本组件-绿色礼盒		
100018	4021		逛街副本组件-黄色礼盒		
100019	4021		逛街副本组件-黄绿色礼盒		
100020	4021		逛街副本组件-黄绿色礼盒		
100021	4021		逛街副本组件-黄色礼盒		
100022	4021		逛街副本组件-蓝色礼盒		
100023	4021		逛街副本组件-红色礼盒		
100024	4021		逛街副本组件-红色礼盒		
100025	4021		逛街副本组件-橙色礼盒		
100026	4021		逛街副本组件-黄色礼盒		
100028	4021		逛街副本组件-很多气球		
100029	4021		逛街副本组件-很多气球		
100030	4021		逛街副本组件-很多气球		
100031	4021		逛街副本组件-很多气球		
100032	4021		逛街副本组件-很多气球		
100033	4021		逛街副本组件-很多气球		
100034	4021		逛街副本组件-036		
100035	4021		逛街副本组件-很多气球		
100036	4021		逛街副本组件-036		
100037	4021		逛街副本组件-036		
100038	4021		逛街副本组件-034		
100039	4021		逛街副本组件-很多气球		
100027	4021		逛街副本组件-星星气球		
100040	4021		逛街副本组件-拱门礼盒		
100041	4021		逛街副本组件-红气球		
100042	4021		逛街副本组件-白气球		
100043	4021		逛街副本组件-很多气球		
100044	4021		逛街副本组件-很多气球		
100045	4021		逛街副本组件-很多气球		
100046	4021		逛街副本组件-很多气球		
100047	4021		逛街副本组件-很多气球		
100048	4021		逛街副本组件-很多气球		
100049	4021		逛街副本组件-很多气球		
100050	4021		逛街副本组件-很多气球		
100051	4021		逛街副本组件-很多气球		
100052	4021		逛街副本组件-很多气球		
100053	4021		逛街副本组件-蓝色礼盒		
100054	4021		逛街副本组件-黄色礼盒		
100055	4021		逛街副本组件-蓝色礼盒		
100056	4021		逛街副本组件-黄色礼盒		
100057	4021		逛街副本组件-黄色礼盒		
100058	4021		逛街副本组件-蓝色礼盒		
100059	4021		逛街副本组件-036		
100060	4021		逛街副本组件-034		
100061	4021		逛街副本组件-彩烟2		
100062	4021		逛街副本组件-彩烟2		
100066	4021		逛街副本组件-红彩旗		
100069	4021		逛街副本组件-红彩旗		
100070	4021		逛街副本组件-黄彩旗		
100072	4021		逛街副本组件-红色礼盒		
100073	4021		逛街副本组件-红色礼盒		
100074	4021		逛街副本组件-红色礼盒		
100075	4021		逛街副本组件-红色礼盒		
100076	4021		逛街副本组件-橙色礼盒		
100077	4021		逛街副本组件-橙色礼盒		
100078	4021		逛街副本组件-蓝色礼盒		
100079	4021		逛街副本组件-蓝色礼盒		
100080	4021		逛街副本组件-红彩旗		
100081	4021		逛街副本组件-黄彩旗		
100082	4021		逛街副本组件-黄彩旗		
100083	4021		逛街副本组件-黄彩旗		
100084	4021		逛街副本组件-红彩旗		
100085	4021		逛街副本组件-拱门侧面		
100086	4021		逛街副本组件-拱门侧面		
100087	4021		逛街副本组件-黄绿色礼盒		
100088	4021		逛街副本组件-黄色礼盒		
100089	4021		逛街副本组件-红色礼盒		
100090	4021		逛街副本组件-黄色礼盒		
100091	4021		逛街副本组件-蓝色礼盒		
100092	4021		逛街副本组件-橙色礼盒		
100093	4021		逛街副本组件-绿色礼盒		
100094	4021		逛街副本组件-橙色礼盒		
100095	4021		遮阳棚		
100096	4021		广告牌		
100097	4021		广告条01		
100098	4021		商店街等级椅6		
100099	4021		商店街等级椅1		
100100	4021		商店街等级椅2		
100101	4021		商店街等级椅3		
100102	4021		商店街等级椅4		
100103	4021		商店街等级椅5		
100104	4021		酒吧高脚凳		
100105	4021		酒吧高脚凳		
100106	4021		酒吧靠背三角		
100107	4021		酒吧高脚凳		
100108	4021		逛街副本组件-拱门		
100009	4021		通用空物件		
100063	4021		通用空物件		
100064	4021		通用空物件		
100065	4021		通用空物件		
100067	4021		通用空物件		
100068	4021		通用空物件		
100071	4021		通用空物件		
100109	4021		灯带		
100110	4021		工作机器人xmax		
100111	4021		库雪雪		
100008	4021		酒吧靠背梯形		
100113	4021		酒吧三角		
100115	4021		酒吧三角		
100116	4021		酒吧靠背三角		
100121	4021		逛街副本组件-很多气球		
100122	4021		逛街副本组件-很多气球		
100123	4021		逛街副本组件-很多气球		
100124	4021		逛街副本组件-很多气球		
100125	4021		逛街副本组件-很多气球		
100126	4021		逛街副本组件-白气球		
100127	4021		逛街副本组件-白气球		
100128	4021		逛街副本组件-星星气球		
100129	4021		逛街副本组件-星星气球		
100130	4021		逛街副本组件-星星气球		
100131	4021		逛街副本组件-星星气球		
100132	4021		逛街副本组件-蓝气球		
100133	4021		逛街副本组件-蓝气球		
100134	4021		逛街副本组件-蓝气球		
100135	4021		逛街副本组件-蓝气球		
100136	4021		逛街副本组件-橙气球		
100137	4021		逛街副本组件-橙气球		
100138	4021		垃圾桶		
100139	4021		1001024-植物3		
100140	4021		1001024-植物		
100141	4021		1001024-花瓣		
100142	4021		1001024-植物1		
100143	4021		垃圾桶		
100144	4021		阅读物展示牌		
100145	4021		1001024-花瓣		
100146	4021		酒吧散台		
100147	4021		酒吧散台		
100148	4021		酒吧茶几		
100149	4021		酒吧散台		
100150	4021		酒吧散台		
100151	4021		酒吧高脚凳		
100152	4021		酒吧高脚凳		
100153	4021		酒吧高脚凳		
100154	4021		酒吧高脚凳		
100155	4021		酒吧高脚凳		
100156	4021		酒吧高脚凳		
100157	4021		酒吧高脚凳		
100158	4021		酒吧高脚凳		
100159	4021		酒吧高脚凳		
100160	4021		酒吧高脚凳		
100161	4021		酒吧靠背梯形		
100162	4021		酒吧高脚凳		
100163	4021		酒吧高脚凳		
100164	4021		垃圾桶		
100165	4021		逛街副本组件-很多气球		
100166	4021		酒吧散台		
100167	4021		1001024-植物4		
100168	4021		酒吧梯形		
100169	4021		酒吧三角		
100170	4021		酒吧靠背三角		
100171	4021		酒吧靠背梯形		
100172	4021		酒吧靠背梯形		
100173	4021		酒吧靠背三角		
100174	4021		酒吧茶几		
100175	4021		酒吧茶几		
100176	4021		酒吧靠背梯形		
100177	4021		酒吧梯形		
100178	4021		酒吧三角		
100179	4021		酒吧三角		
100180	4021		酒吧靠背三角		
100181	4021		酒吧茶几		
100182	4021		垃圾桶		
100183	4021		酒吧散台		
100184	4021		酒吧散台		
100185	4021		酒吧高脚凳		
100186	4021		酒吧高脚凳		
100187	4021		酒吧高脚凳		
100188	4021		酒吧高脚凳		
100189	4021		酒吧高脚凳		
100190	4021		酒吧高脚凳		
100191	4021		酒吧散台		
100192	4021		酒吧高脚凳		
100193	4021		酒吧高脚凳		
100194	4021		酒吧高脚凳		
100195	4021		酒吧三角		
100196	4021		酒吧三角		
100197	4021		酒吧三角		
100198	4021		酒吧梯形		
100199	4021		酒吧靠背三角		
100201	4021		阅读物展示牌		
100202	4021		饮品酒杯1		
100203	4021		酒瓶2		
100204	4021		饮品酒杯3		
100205	4021		酒瓶3		
100206	4021		饮品酒杯1		
100207	4021		咖啡机		
100208	4021		咖啡杯2		
100209	4021		咖啡杯2		
100210	4021		酒瓶1		
100211	4021		酒瓶1		
100212	4021		酒瓶4		
100213	4021		酒瓶4		
100214	4021		酒瓶4		
100215	4021		空高脚杯		
100216	4021		空高脚杯		
100217	4021		空酒杯		
100218	4021		空酒杯		
100219	4021		饮品酒杯3		
100220	4021		空花盆		
100221	4021		酒瓶3		
100222	4021		饮品酒杯2		
100223	4021		饮品酒杯2		
100224	4021		饮品酒杯3		
100225	4021		饮品酒杯4		
100226	4021		酒瓶2		
100227	4021		酒瓶2		
100228	4021		酒瓶4		
100229	4021		咖啡杯2		
100230	4021		空高脚杯		
100231	4021		空高脚杯		
100232	4021		空酒杯		
100233	4021		饮品酒杯3		
100234	4021		饮品酒杯4		
100235	4021		饮品酒杯4		
100236	4021		饮品酒杯1		
100237	4021		酒瓶3		
100238	4021		咖啡杯2		
100239	4021		酒瓶1		
100240	4021		空酒杯		
100241	4021		饮品酒杯2		
100242	4021		饮品酒杯3		
100243	4021		饮品酒杯3		
100244	4021		操作设备		
