Id	Name	Attack	Hp	AttackChange	HpChange	ConditionId	DisappearConditionId	ShowConditionId	ChallengeArmyId	ChallengeArmyTips	DocIds	Desc	Head	MessageId
201	感染体部队		3									由冰心皇控制的感染体部队，战力一般。	Assets/Product/Texture/Image/RoleCharacter/IceArchernomal.png	1
202	感染体部队		4									由冰心皇控制的感染体部队，战力一般。	Assets/Product/Texture/Image/RoleCharacter/IceArchernomal.png	1
203	精英感染体部队	2	10									由冰心皇控制的感染体部队，战力一般。	Assets/Product/Texture/Image/RoleCharacter/IceArchernomal.png	2
204	感染体部队		9					1007203				由冰心皇控制的感染体部队，战力一般。	Assets/Product/Texture/Image/RoleCharacter/IceArchernomal.png	7
205	感染体部队		3					1007203				由冰心皇控制的感染体部队，战力一般。	Assets/Product/Texture/Image/RoleCharacter/IceArchernomal.png	8
206	精英感染体部队		7					1007203				由冰心皇控制的精英感染体部队，按战术编排行动。	Assets/Product/Texture/Image/RoleCharacter/IceArchernomal.png	8
207	精英感染体部队	3	16					1007203				由冰心皇控制的精英感染体部队，按战术编排行动。	Assets/Product/Texture/Image/RoleCharacter/IceArchernomal.png	12
208	精英感染体部队		17					1007203				由冰心皇控制的精英感染体部队，按战术编排行动。	Assets/Product/Texture/Image/RoleCharacter/IceArchernomal.png	12
209	感染体部队		5									由冰心皇控制的感染体部队，战力一般。	Assets/Product/Texture/Image/RoleCharacter/IceArchernomal.png	2
210	精英感染体部队	10	10					1007209	103	该军队血量过低		由冰心皇控制的精英感染体部队，攻击力高，需要高耐久的军队挑战。	Assets/Product/Texture/Image/RoleCharacter/IceArchernomal.png	8
211	感染体部队		7					1007209				由冰心皇控制的感染体部队，战力一般。	Assets/Product/Texture/Image/RoleCharacter/IceArchernomal.png	8
212	感染体部队		16					1007209			[30]	由冰心皇控制的感染体部队，战力一般。	Assets/Product/Texture/Image/RoleCharacter/IceArchernomal.png	8
213	精英感染体部队		19					1007209				由冰心皇控制的精英感染体部队，按战术编排行动，防御力高。	Assets/Product/Texture/Image/RoleCharacter/IceArchernomal.png	8
214	精英感染体部队	1	21					1007213	104	该军队强度过低		由冰心皇控制的精英感染体部队，按战术编排行动。	Assets/Product/Texture/Image/RoleCharacter/IceArchernomal.png	26
215	感染体部队	8	12					1007213	105	该军队血量过低		由冰心皇控制的感染体部队，战力一般。	Assets/Product/Texture/Image/RoleCharacter/IceArchernomal.png	27
216	感染体部队	99	39					1007213				由冰心皇控制的感染体部队，战力一般。	Assets/Product/Texture/Image/RoleCharacter/IceArchernomal.png	
217	感染体部队	99	39					1007213				由冰心皇控制的感染体部队，战力一般。	Assets/Product/Texture/Image/RoleCharacter/IceArchernomal.png	
218	感染体部队	99	39					1007213				由冰心皇控制的感染体部队，战力一般。	Assets/Product/Texture/Image/RoleCharacter/IceArchernomal.png	
219	感染体部队	99	39					1007213				由冰心皇控制的感染体部队，战力一般。	Assets/Product/Texture/Image/RoleCharacter/IceArchernomal.png	
220	感染体部队	99	39					1007213				由冰心皇控制的感染体部队，战力一般。	Assets/Product/Texture/Image/RoleCharacter/IceArchernomal.png	
221	感染体部队	99	39					1007213				由冰心皇控制的感染体部队，战力一般。	Assets/Product/Texture/Image/RoleCharacter/IceArchernomal.png	
222	感染体部队	99	39					1007213				由冰心皇控制的感染体部队，战力一般。	Assets/Product/Texture/Image/RoleCharacter/IceArchernomal.png	
223	感染体部队	99	39					1007213				由冰心皇控制的感染体部队，战力一般。	Assets/Product/Texture/Image/RoleCharacter/IceArchernomal.png	
224	感染体部队		39					1007218				由冰心皇控制的感染体部队，战力一般。	Assets/Product/Texture/Image/RoleCharacter/IceArchernomal.png	
225	感染体部队		39					1007218				由冰心皇控制的感染体部队，战力一般。	Assets/Product/Texture/Image/RoleCharacter/IceArchernomal.png	
226	异合生物群		9	49	49			1007218			[36, 37, 38]	难敌引来的异合生物，其余不明。	Assets/Product/Texture/Image/RoleMonster/RoleMonster93311.png	30
227	感染体部队		99					1007218				由冰心皇控制的感染体部队，战力一般。	Assets/Product/Texture/Image/RoleCharacter/IceArchernomal.png	32
228	感染体部队		99					1007218				由冰心皇控制的感染体部队，战力一般。	Assets/Product/Texture/Image/RoleCharacter/IceArchernomal.png	32
229	感染体部队		99					1007218			[41]	由冰心皇控制的感染体部队，战力一般。	Assets/Product/Texture/Image/RoleCharacter/IceArchernomal.png	32
230	感染体部队		39					1007218				由冰心皇控制的感染体部队，战力一般。	Assets/Product/Texture/Image/RoleCharacter/IceArchernomal.png	32
231	感染体部队		39					1007218				由冰心皇控制的感染体部队，战力一般。	Assets/Product/Texture/Image/RoleCharacter/IceArchernomal.png	32
232	异合生物群		39					1007218				难敌引来的异合生物，其余不明。	Assets/Product/Texture/Image/RoleMonster/RoleMonster93311.png	32
233	感染体部队		39					1007218				由冰心皇控制的感染体部队，战力一般。	Assets/Product/Texture/Image/RoleCharacter/IceArchernomal.png	32
234	感染体部队		39					1007218				由冰心皇控制的感染体部队，战力一般。	Assets/Product/Texture/Image/RoleCharacter/IceArchernomal.png	32
235	异合生物群		39					1007218				难敌引来的异合生物，其余不明。	Assets/Product/Texture/Image/RoleMonster/RoleMonster93311.png	32
236	感染体部队		99					1007218				由冰心皇控制的感染体部队，战力一般。	Assets/Product/Texture/Image/RoleCharacter/IceArchernomal.png	32
237	异合生物群		99					1007218				难敌引来的异合生物，其余不明。	Assets/Product/Texture/Image/RoleMonster/RoleMonster93311.png	32
238	感染体部队		39					1007218				由冰心皇控制的感染体部队，战力一般。	Assets/Product/Texture/Image/RoleCharacter/IceArchernomal.png	32
239	感染体部队Pos10	99	99				1007204	1007218				由冰心皇控制的感染体部队，战力一般。	Assets/Product/Texture/Image/RoleCharacter/IceArchernomal.png	
