Id	HeadIconPath	UltimateSkillIconPath	Model	AttackIconImage	DodgeIconImage	ExSkillIconImage	JoyStickPrefabUrl	JoyStickScriptName	ControlPrefabUrl	ControlScriptName	EnergyPrefabUrl	EnergyScriptName	HpPrefabUrl	HpScriptName
100201	Assets/Product/Texture/Image/Role/RoleHeadluxiya6.png		['R1LuxiyaMd010011']	Assets/Product/Texture/Image/UiFight/FightIconSword.png	Assets/Product/Texture/Image/UiFight/FightIconDoge1.png									
100701	Assets/Product/Texture/Image/Role/RoleHeadKalienina6.png		['R2KalieninaMd010031RM']	Assets/Product/Texture/Image/UiFight/FightIconSleeve.png	Assets/Product/Texture/Image/UiFight/FightIconDoge1.png									
101401	Assets/Product/Texture/Image/Role/RoleHeadBianka6SS.png		['R3BiankaMd010031RM']	Assets/Product/Texture/Image/UiFight/FightIconFightIconbow.png	Assets/Product/Texture/Image/UiFight/FightIconDoge1.png									
400101	Assets/Product/Texture/Image/Role/RoleHeadR4Luxiya3Q.png													
400301	Assets/Product/Texture/Image/Role/RoleHeadLuna3Q.png													
400401	Assets/Product/Texture/Image/Role/RoleHeadR4Lifu3Q.png													
400501	Assets/Product/Texture/Image/Role/RoleHeadR3Weila3Q.png													
400601	Assets/Product/Texture/Image/Role/RoleHeadR3Kuluomu3Q.png													
401101	Assets/Product/Texture/Image/Role/RoleHeadR3Sailinna3Q.png													
401501	Assets/Product/Texture/Image/Role/RoleHeadR5Yongyechao3Q.png													
402001	Assets/Product/Texture/Image/Role/RoleHeadR4Kalienina3Q.png													
402601	Assets/Product/Texture/Image/Role/RoleHeadLuosaita3Q.png													
403801	Assets/Product/Texture/Image/Role/RoleHeadR4Bianka3Q.png													
404301	Assets/Product/Texture/Image/Role/RoleHeadR4Li2Q.png													
404701	Assets/Product/Texture/Image/Role/RoleHeadR5Luxiya2Q.png													
404801	Assets/Product/Texture/Image/Role/RoleHeadR3Aila2Q.png													
405101	Assets/Product/Texture/Image/Role/RoleHeadR3Twentyone2Q.png													
405301	Assets/Product/Texture/Image/Role/RoleHeadR3Yalisha2Q.png													
405401	Assets/Product/Texture/Image/Role/RoleHeadR3Lamiya2Q.png													
405501	Assets/Product/Texture/Image/Role/RoleHeadR4Dubian2Q.png													
405601	Assets/Product/Texture/Image/Role/RoleHeadR3Qu2Q.png													
300401	Assets/Product/Texture/Image/Role/RoleHeadCommandant3.png		['R3BiankaMd010031RM']	Assets/Product/Texture/Image/UiFight/FightIconSword.png	Assets/Product/Texture/Image/UiFight/FightIconDoge1.png									
1051	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR5Luxiya3.png	Assets/Product/Texture/Image/UiDlcRelink/Battle/UiDlcRelinkUltimateUltimatum01.png	['R5LuxiyaMd010011RM']	Assets/Product/Texture/Image/UiFight/FightIconSword.png	Assets/Product/Texture/Image/UiFight/FightIconDoge1.png		Assets/Product/Ui/ComponentPrefab/UiFightDlc/UiDlcRelink/UiDlcRelinkJoystickNode.prefab	XUiFightDlcRelinkJoystickNode	Assets/Product/Ui/ComponentPrefab/UiFightDlc/UiDlcRelink/UiDlcRelinkCharacterControlPanel3.prefab	XUiFightDlcRelink3SkillNode	Assets/Product/Ui/ComponentPrefab/UiFightDlc/UiDlcRelink/UiNpcFillBar/Luxiya/UiDlcRelinkEnergyR5Luxiya1.prefab	XUiFightDlcRelinkEnergyNode		
1052	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR6Yongyechao3.png	Assets/Product/Texture/Image/UiDlcRelink/Battle/UiDlcRelinkUltimateUltimatum03.png	['R5YongyechaoMd010011RM']	Assets/Product/Texture/Image/UiFight/FightIconR5Yongyechao.png	Assets/Product/Texture/Image/UiFight/FightIconDoge1.png		Assets/Product/Ui/ComponentPrefab/UiFightDlc/UiDlcRelink/UiDlcRelinkJoystickNode.prefab	XUiFightDlcRelinkJoystickNode	Assets/Product/Ui/ComponentPrefab/UiFightDlc/UiDlcRelink/UiDlcRelinkCharacterControlPanel3.prefab	XUiFightDlcRelink3SkillNode	Assets/Product/Ui/ComponentPrefab/UiFightDlc/UiDlcRelink/UiNpcFillBar/Yongyechao/UiDlcRelinkEnergyR5Yongyechao.prefab	XUiFightDlcRelinkEnergyNode		
1053	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Lifu2.png	Assets/Product/Texture/Image/UiDlcRelink/Battle/UiDlcRelinkUltimateUltimatum02.png	['R4LifuMd010011RM']	Assets/Product/Texture/Image/UiFight/FightIconFightIconbow.png	Assets/Product/Texture/Image/UiFight/FightIconDoge1.png		Assets/Product/Ui/ComponentPrefab/UiFightDlc/UiDlcRelink/UiDlcRelinkJoystickNode.prefab	XUiFightDlcRelinkJoystickNode	Assets/Product/Ui/ComponentPrefab/UiFightDlc/UiDlcRelink/UiDlcRelinkCharacterControlPanel4.prefab	XUiFightDlcRelink4SkillNode	Assets/Product/Ui/ComponentPrefab/UiFightDlc/UiDlcRelink/UiNpcFillBar/Lifu/UiDlcRelinkEnergyR4Lifu.prefab	XUiFightDlcRelinkEnergyNode		
