Id	SkillId	Level	Name	WeaponSkillDes	Intro	Icon	EntryId	TypeDes	Tag	Title	BriefDes	SpecificDes
1	102228		渊涡乱舞		【红莲-乱舞】三消时额外伤害加成提升<color=#D91414>5%</color>。\n \n<color=#645F5D>·9级—【红莲-乱舞】三消时会牵引周围敌人</color>\n \n<color=#645F5D>·18级—必杀状态下，释放【红莲-乱舞】三消时可长按普攻，追加居合·终结一击，造成360%的雷属性伤害</color>	Assets/Product/Texture/Image/IconSkill/R2luxiyaExhong1.png		跃升技能				
2	102228	1	渊涡乱舞		【红莲-乱舞】三消时额外伤害加成提升<color=#D91414>5%</color>。\n \n<color=#645F5D>·9级—【红莲-乱舞】三消时会牵引周围敌人</color>\n \n<color=#645F5D>·18级—必杀状态下，释放【红莲-乱舞】三消时可长按普攻，追加居合·终结一击，造成360%的雷属性伤害</color>	Assets/Product/Texture/Image/IconSkill/R2luxiyaExhong1.png		跃升技能				
3	102228	2	渊涡乱舞		【红莲-乱舞】三消时额外伤害加成提升<color=#D91414>5.29%</color>。\n \n<color=#645F5D>·9级—【红莲-乱舞】三消时会牵引周围敌人</color>\n \n<color=#645F5D>·18级—必杀状态下，释放【红莲-乱舞】三消时可长按普攻，追加居合·终结一击，造成360%的雷属性伤害</color>	Assets/Product/Texture/Image/IconSkill/R2luxiyaExhong1.png		跃升技能				
4	102228	3	渊涡乱舞		【红莲-乱舞】三消时额外伤害加成提升<color=#D91414>5.59%</color>。\n \n<color=#645F5D>·9级—【红莲-乱舞】三消时会牵引周围敌人</color>\n \n<color=#645F5D>·18级—必杀状态下，释放【红莲-乱舞】三消时可长按普攻，追加居合·终结一击，造成360%的雷属性伤害</color>	Assets/Product/Texture/Image/IconSkill/R2luxiyaExhong1.png		跃升技能				
5	102228	4	渊涡乱舞		【红莲-乱舞】三消时额外伤害加成提升<color=#D91414>5.88%</color>。\n \n<color=#645F5D>·9级—【红莲-乱舞】三消时会牵引周围敌人</color>\n \n<color=#645F5D>·18级—必杀状态下，释放【红莲-乱舞】三消时可长按普攻，追加居合·终结一击，造成360%的雷属性伤害</color>	Assets/Product/Texture/Image/IconSkill/R2luxiyaExhong1.png		跃升技能				
6	102228	5	渊涡乱舞		【红莲-乱舞】三消时额外伤害加成提升<color=#D91414>6.18%</color>。\n \n<color=#645F5D>·9级—【红莲-乱舞】三消时会牵引周围敌人</color>\n \n<color=#645F5D>·18级—必杀状态下，释放【红莲-乱舞】三消时可长按普攻，追加居合·终结一击，造成360%的雷属性伤害</color>	Assets/Product/Texture/Image/IconSkill/R2luxiyaExhong1.png		跃升技能				
7	102228	6	渊涡乱舞		【红莲-乱舞】三消时额外伤害加成提升<color=#D91414>6.47%</color>。\n \n<color=#645F5D>·9级—【红莲-乱舞】三消时会牵引周围敌人</color>\n \n<color=#645F5D>·18级—必杀状态下，释放【红莲-乱舞】三消时可长按普攻，追加居合·终结一击，造成360%的雷属性伤害</color>	Assets/Product/Texture/Image/IconSkill/R2luxiyaExhong1.png		跃升技能				
8	102228	7	渊涡乱舞		【红莲-乱舞】三消时额外伤害加成提升<color=#D91414>6.76%</color>。\n \n<color=#645F5D>·9级—【红莲-乱舞】三消时会牵引周围敌人</color>\n \n<color=#645F5D>·18级—必杀状态下，释放【红莲-乱舞】三消时可长按普攻，追加居合·终结一击，造成360%的雷属性伤害</color>	Assets/Product/Texture/Image/IconSkill/R2luxiyaExhong1.png		跃升技能				
9	102228	8	渊涡乱舞		【红莲-乱舞】三消时额外伤害加成提升<color=#D91414>7.06%</color>。\n \n<color=#645F5D>·9级—【红莲-乱舞】三消时会牵引周围敌人</color>\n \n<color=#645F5D>·18级—必杀状态下，释放【红莲-乱舞】三消时可长按普攻，追加居合·终结一击，造成360%的雷属性伤害</color>	Assets/Product/Texture/Image/IconSkill/R2luxiyaExhong1.png		跃升技能				
10	102228	9	渊涡乱舞		【红莲-乱舞】三消时额外伤害加成提升<color=#D91414>7.35%</color>。\n \n<color=#0F70BC>·9级—【红莲-乱舞】三消时会牵引周围敌人</color>\n \n<color=#645F5D>·18级—必杀状态下，释放【红莲-乱舞】三消时可长按普攻，追加居合·终结一击，造成360%的雷属性伤害</color>	Assets/Product/Texture/Image/IconSkill/R2luxiyaExhong1.png		跃升技能				
