Id	Name	Content
102006	谜之少女	你已经提交了完成报告。现在来为队员更换一下【意识】装备。
103006	谜之少女	你已经提交了完成报告。现在来为队员更换一下【意识】装备。
103030	谜之少女	选择需要强化的【意识】装备。
202006	谜之少女	一切就绪，准备前往作战地点。
104014	谜之少女	准备工作已经完成，你的小队可以继续进行作战。
202111006	谜之少女	一切就绪，准备前往作战地点。
201006	谜之少女	现在来尝试一下新装备吧。
201038	谜之少女	两件同名【意识】即可触发二件套效果。
201045	谜之少女	【意识】根据不同位置会有不同属性加成。
201046	谜之少女	装备的同名的【意识】，可触发套装效果。
301004	谜之少女	副本通关后可以获取装备奖励。
301005	谜之少女	继续挑战接下来的副本吧。
401009	谜之少女	让我们来领取一下任务奖励。
401014	谜之少女	留意下方，领取【主线任务奖励】。
50000001	露西亚	指挥官，哈桑议长安排了对过往任务的拟真回顾，我们需要出发了。
50000002	露西亚	一切准备就绪，出发吧！
20211006	谜之少女	一切就绪，准备前往作战地点。
402007	谜之少女	新的构造体已苏醒，请做好必要的战前准备。
402009	谜之少女	进入【成员】选择新的构造体。
402020	谜之少女	选取足够的【经验材料】。
403006	谜之少女	一切就绪，准备前往作战地点。
403029	谜之少女	将新成员编入作战队伍。
50101009	赛利卡	作战成功，进入【任务库】进行确认。
50101020	赛利卡	留意【可领取】的任务奖励。
50102101	赛利卡	尝试配置小队中的泛用机体【装备】
50102110	赛利卡	每个泛用机体可配备6件【意识】。
50103103	赛利卡	你那边也受到帕弥什的干扰，网络中断了吗？还好我们恢复链接了。赶紧去装备意识套装吧。
50103115	赛利卡	尝试配置第二件意识，选中【2号位】。
50103125	谜之少女	装备【同名意识】，可触发套装效果。
50103131	谜之少女	装备【同名意识】，可触发套装效果。
715343744	谜之少女	已成功装备1件意识，装备2件相同的意识，可以获得套装效果哦
715343750	谜之少女	套装效果已生效，赶紧进行下一个任务吧
50201001	露西亚	请进入<color=#57f0fb>章节任务</color>进行确认。
50201002	露西亚	留意下方，可以领取<color=#57f0fb>通关历程</color>奖励。
50201003	露西亚	泛用机体<color=#57f0fb>丽芙·蚀暗</color>已成功加入小队。
50203001	露西亚	将丽芙编入队伍的<color=#57f0fb>蓝色位置</color>。
50203002	露西亚	点击职业图标可查看丽芙·蚀暗的<color=#57f0fb>职业</color>信息。
50203003	露西亚	丽芙·蚀暗是<color=#57f0fb>辅助型</color>构造体，能够为小队成员<color=#57f0fb>回复血量</color>。
50203004	露西亚	其他职业构造体的特性可后续在此处查看。
50203005	露西亚	将丽芙·蚀暗编入队伍。
50203006	露西亚	作战开始！
50202009	赛利卡	丽芙的战斗经验不足，建议先进行调试。
50202073	赛利卡	选择足够的【经验材料】。
50202082	赛利卡	选中泛用机体【丽芙】。
50301001	露西亚	提升成员属性，可以提高成员战斗力。
50301002	露西亚	选中<color=#57f0fb>成员</color>。
50301003	露西亚	点击<color=#57f0fb>升级</color>，可以提高成员等级。
50301004	露西亚	选择足够的<color=#57f0fb>经验材料</color>后，点击为成员添加对应经验值。
50301005	露西亚	点击<color=#57f0fb>晋升</color>页签，可以提高成员军衔。
50301006	露西亚	达到以下条件时，可以进行晋升。
50301007	露西亚	点击<color=#57f0fb>技能</color>页签，可以提高角色各个技能等级。
50301008	露西亚	选择需要提升的<color=#57f0fb>技能类别</color>。
40111009	谜之少女	让我们来领取一下任务奖励。
40111014	谜之少女	留意下方，领取【主线任务奖励】。
50800005	赛利卡	现在来尝试一下【基准研发】。
50800047	赛利卡	指挥官可以选择任意A级泛用机体进行狙击，本次狙击请指挥官选择基准研发。
50800055	赛利卡	点击空白处，回到研发界面。
50800058	赛利卡	点击<color=#57f0fb>研发</color>按钮，即可进行研发。
50800076	赛利卡	指挥官，现在可以点击拖动进度条，完成研发吧！
50701008	赛利卡	<color=#57f0fb>研发</color>系统已开启，指挥官可以通过研发获取新的<color=#57f0fb>成员</color>和<color=#57f0fb>武器</color>。
50701025	赛利卡	指挥官，我这里有一些<color=#57f0fb>基准研发券</color>，你先拿着吧。
50801005	赛利卡	研发系统还可以进行<color=#57f0fb>武器研发</color>。
50801039	赛利卡	根据成员需求，指挥官可以选择狙击不同的武器。
50801042	赛利卡	拥有足够的<color=#57f0fb>狙击武器研发券</color>时，即可选择研发。
50801048	赛利卡	根据成员需求，指挥官可以选择狙击不同的武器。
50801050	赛利卡	点击空白处，回到研发界面。
50801054	赛利卡	拥有足够的<color=#57f0fb>狙击武器研发券</color>时，即可选择研发。
50801061	赛利卡	基准研发还可以进行<color=#57f0fb>武器研发</color>。
50901005	赛利卡	让我们先了解一下新获取的成员吧！
50901033	赛利卡	<color=#57f0fb>涂装</color>可以查看并替换对应成员的涂装及装备的武器的涂装。
50901036	赛利卡	<color=#57f0fb>详情</color>可以查看对应成员的详细信息。
50901039	赛利卡	<color=#57f0fb>教学</color>可以了解新成员的战斗技巧。
50931001	赛利卡	作战区域<color=#57f0fb>拟战场域</color>已经开启。
50931002	赛利卡	指挥官可以在拟战场域中获得各类<color=#57f0fb>角色养成材料</color>。
50931003	赛利卡	点击此处可设置为最大挑战次数。
50931004	赛利卡	<color=#57f0fb>消耗血清</color>可挑战拟战场域，<color=#57f0fb>获取商店代币</color>，血清会随时间恢复。
50931005	赛利卡	使用<color=#57f0fb>代币</color>可在商店兑换所需材料。
50931006	赛利卡	指挥官，先进行拟战场域的作战吧。
50932001	赛利卡	在<color=#57f0fb>拟战场域</color>作战，并获得代币后，可在拟战商店获得<color=#57f0fb>意识和养成材料</color>。
50932002	赛利卡	材料商店可兑换角色养成材料。
50932003	赛利卡	意识商店可兑换角色所需意识。
50932004	赛利卡	<color=#57f0fb>狄瑟尔</color>可以提高深红囚影的输出能力，优先进行购买吧。
50932005	赛利卡	点击购买。
51201014	赛利卡	【战技演习】已经开启。
51201018	赛利卡	通过演习可获得大量【技能点】。
51301020	赛利卡	【螺母大作战】已经开启。
51301028	赛利卡	通过作战可获得大量【螺母】。
51401020	赛利卡	【后勤保养】已经开启。
51401028	赛利卡	通过作战可获得大量【装备经验】。
51501020	赛利卡	【军备突破】已经开启。
51501028	赛利卡	通过作战可获得大量【突破材料】。
51601020	赛利卡	<color=#57f0fb>意识营救战</color>已开启。
51601044	赛利卡	<color=#57f0fb>意识营救战</color>共有两个阶段的救援任务，完成阶段所有关卡可以获取<color=#57f0fb>6星意识</color>奖励。
51601046	赛利卡	每个阶段的关卡均有一定的挑战难度，提升作战能力完成挑战可以获得丰厚的奖励！
51701006	赛利卡	<color=#57f0fb>隐藏剧情</color>已经开启。
51701042	赛利卡	当隐藏剧情解锁后，点击右上角可以切换<color=#57f0fb>隐藏剧情</color>。
51701043	赛利卡	隐藏剧情将包含新的主线剧情及关卡。
51801021	谜之少女	首次通关后，可进行【自动作战】，等待完成后即可获取奖励。
51801048	赛利卡	【自动作战】已开启。
51901020	赛利卡	【作战补给】已经开启
51901028	赛利卡	通过作战可获得5-6★【武器】和【意识】。
52001005	赛利卡	想要更加了解每个成员，可查看【详情】
52001014	赛利卡	尝试查看泛用机体【仰光】
52101005	赛利卡	查看一下【成员】的收集进度吧。
52101016	赛利卡	点击左下方的【成员】。
52101020	赛利卡	在这里，会显示你收集到的成员
52101025	赛利卡	完成解放条件后可获得丰富奖励。
52201005	赛利卡	【协同作战】已经开启。
52201047	赛利卡	作战成功后有机会获得【高级装备】
52201050	赛利卡	【协同作战】中需要和其他指挥官同时作战。
52301005	赛利卡	<color=#57f0fb>支援系统</color>已开启。
52301050	赛利卡	点击右侧的支援按钮，可切换是否使用助战。
52501033	赛利卡	<color=#57f0fb>角色碎片</color>资源副本已经开启。
52501034	赛利卡	<color=#57f0fb>角色碎片</color>资源副本已经开启。
52501043	赛利卡	这里可以获取A级泛用机体的逆元碎片，每个关卡每日有<color=#57f0fb>2次</color>挑战次数。
52401005	赛利卡	<color=#57f0fb>间章旧闻</color>剧情已经开启。
52401053	赛利卡	<color=#57f0fb>间章旧闻</color>可以了解到对应角色的故事。
52601005	赛利卡	【赏金任务】已经开启。
52601021	赛利卡	选择1个任务
52701014	赛利卡	<color=#57f0fb>宿舍</color>已开启。
52701029	赛利卡	进入1号宿舍。
52701036	赛利卡	更多的细节，请查看<color=#57f0fb>图文说明</color>。
52701043	赛利卡	宿舍是模拟成员生活的场景。
52901030	赛利卡	<color=#57f0fb>幻痛囚笼</color>已开启。
52901067	赛利卡	此处为本周挑战所有Boss获取的<color=#57f0fb>总讨伐值</color>，讨伐值越高，获得奖励越丰厚。讨伐值将每周重置。
52901069	赛利卡	每天将有一定的<color=#57f0fb>挑战次数</color>，每次作战后选择保存数据将消耗一次挑战次数。
52901071	赛利卡	<color=#57f0fb>80级</color>可晋升<color=#57f0fb>高级区</color>，每周重置后根据总讨伐值进行结算，结算获得的幻痛伤痕可在商店兑换物品
52901073	赛利卡	幻痛囚笼将每周刷新不同的Boss，Boss的数量与指挥官等级有关。
53101041	赛利卡	<color=#57f0fb>据点</color>已开启。
50601001	赛利卡	指挥官，武器性能有时也是左右作战成败的关键。
50601002	赛利卡	为此补给中心特意准备了一把特制武器，请尽快接收。
50602001	赛利卡	装备系统由<color=#57f0fb>武器</color>和<color=#57f0fb>意识</color>构成。
50602002	赛利卡	现在来装备刚刚获得的特制武器吧。
50602003	赛利卡	装备后，无铭的武器技能已生效。
50602004	赛利卡	武器本身也提供了基础属性加成。
50602005	赛利卡	培养武器来获得更高的属性加成。
50602006	赛利卡	<color=#57f0fb>武器的升级材料可在新手任务中大量获取</color>，这次请将无铭强化到最高等级吧！
50603038	赛利卡	装备培养后，能产生更高的伤害。
50603065	赛利卡	拖动或选择目标等级，可将当前武器强化至对应等级。
50604001	赛利卡	接下来一起测试新武器的威力吧，指挥官。
50604002	赛利卡	<color=#57f0fb>快速模式</color>已就绪，开启后可不探索剧情关卡，直接挑战怪物，快速通关。
53001030	赛利卡	<color=#57f0fb>黄金之涡</color>已开启。
53001055	赛利卡	这里的地形比较复杂，请小心选择线路。
80901001	赛利卡	<color=#57f0fb>时间轴剧情线</color>功能已解锁。
80901002	赛利卡	点击分章节页签可以查看分章节总完成进度以及<color=#57f0fb>快速切换至对应分章节</color>。
