Id	Group	Type	PositionX	PositionY	PositionZ	QuaternionX	QuaternionY	QuaternionZ	QuaternionW	ScaleX	ScaleY	ScaleZ	SizeX	SizeY	SizeZ	Direction	Mesh	Convex	CameraBlockHandleTag
1		BoxCollider	-3.839	16.9064	39.88				1.0	13.2877	7.3305	0.3685	1.0	1.0	1.0				
2		BoxCollider	-9.97	16.9064	34.34		0.7071		0.7071	10.9535	7.3305	0.3685	1.0	1.0	1.0				
3		BoxCollider	6.6709	12.3453	38.79			-0.1569	0.9876	3.6531	1.2865	0.9974	1.0	1.0	1.0				
4		BoxCollider	6.6709	12.3453	30.1739			-0.1569	0.9876	3.6531	1.2865	0.9974	1.0	1.0	1.0				
5		BoxCollider	9.7788	12.142	38.7929			-0.1034	0.9946	0.8101	0.3374	0.9916	1.0	1.0	1.0				
6		BoxCollider	9.7788	12.142	30.1767			-0.1034	0.9946	0.8101	0.3374	0.9916	1.0	1.0	1.0				
7		BoxCollider	9.0121	12.2217	38.7929				1.0	0.8101	0.3374	0.9916	1.0	1.0	1.0				
8		BoxCollider	9.0121	12.2217	30.1767				1.0	0.8101	0.3374	0.9916	1.0	1.0	1.0				
9		BoxCollider	2.7936	12.88	38.9911				1.0	4.6805	1.2865	1.4052	1.0	1.0	1.0				
10		BoxCollider	2.7936	12.88	29.9699				1.0	4.6805	1.2865	1.4052	1.0	1.0	1.0				
11		BoxCollider	7.6329	15.7299	25.579		0.5933		0.8049	3.638	7.3305	0.3685	1.0	1.0	1.0				
12		BoxCollider	4.9299	15.7299	40.2616		0.0091		0.9999	4.323	7.3305	1.8779	1.0	1.0	1.0				
13		BoxCollider	5.0746	15.7299	28.9087		0.0091		0.9999	4.2308	7.3305	1.8779	1.0	1.0	1.0				
14		BoxCollider	13.1071	15.7299	19.0032		-0.3874		-0.9219	14.3153	7.3305	0.3685	1.0	1.0	1.0				
15		BoxCollider	28.8471	15.7299	10.9878		-0.0051		-0.9999	14.3153	7.3305	0.3685	1.0	1.0	1.0				
16		BoxCollider	45.1441	15.7299	16.1246		0.3687		-0.9295	14.3153	7.3305	0.3685	1.0	1.0	1.0				
17		BoxCollider	54.0449	15.7299	33.2631		0.7055		-0.7086	13.9632	7.3305	0.3685	1.0	1.0	1.0				
18		BoxCollider	37.2018	11.21	38.7755	0.2719	0.6527	0.6527	-0.2719	77.074	70.8676	1.9843	1.0	1.0	1.0				
19		BoxCollider	48.351	15.7299	49.8297		0.923		-0.3846	14.3153	7.3305	0.3685	1.0	1.0	1.0				
20		BoxCollider	31.1198	15.7299	57.9199		0.9999		0.0035	14.0913	7.3305	0.3685	1.0	1.0	1.0				
21		BoxCollider	19.2554	15.7299	12.8579		-0.3586		-0.9334	3.2514	7.3305	0.3685	1.0	1.0	1.0				
22		BoxCollider	37.54	15.7299	10.9899		0.0259		-0.9996	3.2514	7.3305	0.3685	1.0	1.0	1.0				
23		BoxCollider	51.4099	15.7299	22.1499		0.3974		-0.9176	3.2514	7.3305	0.3685	1.0	1.0	1.0				
24		BoxCollider	53.99	15.7299	41.7799		0.7272		-0.6863	3.2514	7.3305	0.3685	1.0	1.0	1.0				
25		BoxCollider	42.166	15.7299	55.9379		0.9345		-0.3558	3.2514	7.3305	0.3685	1.0	1.0	1.0				
26		BoxCollider	23.179	15.7299	57.719		0.9978		0.0657	3.2514	7.3305	0.3685	1.0	1.0	1.0				
27		BoxCollider	21.8999	15.7299	11.14		-0.2011		-0.9795	3.2514	7.3305	0.3685	1.0	1.0	1.0				
28		BoxCollider	40.6247	15.7299	11.6452		0.189		-0.9819	3.2514	7.3305	0.3685	1.0	1.0	1.0				
29		BoxCollider	53.18	15.7299	24.76		0.5421		-0.8403	3.2514	7.3305	0.3685	1.0	1.0	1.0				
30		BoxCollider	53.1754	15.7299	44.846		0.862		-0.5068	3.2514	7.3305	0.3685	1.0	1.0	1.0				
31		BoxCollider	39.422	15.7299	57.5299		0.9903		-0.1383	3.2514	7.3305	0.3685	1.0	1.0	1.0				
32		BoxCollider	21.0344	15.7299	57.2338		0.9664		0.2567	3.2514	7.3305	0.3685	1.0	1.0	1.0				
33		BoxCollider	18.4521	15.7299	55.2817		0.9247		0.3806	4.8076	7.3305	0.3685	1.0	1.0	1.0				
34		BoxCollider	12.7748	15.7299	49.6538		0.9247		0.3806	11.1806	7.3305	0.3685	1.0	1.0	1.0				
35		BoxCollider	8.362	15.7299	44.99		0.8755		0.483	1.8512	7.3305	0.3685	1.0	1.0	1.0				
36		BoxCollider	7.577	15.7299	43.3199		0.8251		0.5649	1.8512	7.3305	0.3685	1.0	1.0	1.0				
37		BoxCollider	7.223	15.7299	41.062		0.7151		0.6989	3.638	7.3305	0.3685	1.0	1.0	1.0				
38		BoxCollider	7.2501	15.7299	27.8682		0.7151		0.6989	3.638	7.3305	0.3685	1.0	1.0	1.0				
39		BoxCollider	8.97	15.7299	23.4099		0.3932		0.9194	7.558	7.3305	0.3685	1.0	1.0	1.0				
40		BoxCollider	5.5339	16.3199	25.9762		0.4181		0.9083	7.558	7.3305	0.3685	1.0	1.0	1.0				
41		BoxCollider	7.6319	12.111	34.5	-0.6984	0.1102	-0.1102	0.6984	6.1885	7.993	0.3685	1.0	1.0	1.0				
42		BoxCollider	17.9834	12.0399	34.4595	-0.7071			0.7071	34.6434	9.5657	0.3685	1.0	1.0	1.0				
43		BoxCollider	-2.8647	13.0299	34.8442	-0.7071			0.7071	15.2365	13.7264	0.3685	1.0	1.0	1.0				
44		BoxCollider	-3.4879	18.9799	38.74	-0.5447			0.8386	15.5072	7.3305	0.3685	1.0	1.0	1.0				
45		BoxCollider	-3.4879	19.5699	34.2999	-0.7071			0.7071	15.5072	7.3305	0.3685	1.0	1.0	1.0				
46		BoxCollider	-3.4879	18.3799	29.3299	0.5598			0.8285	15.5072	7.3305	0.3685	1.0	1.0	1.0				
47		BoxCollider	-3.6849	16.9064	29.0729				1.0	13.595	7.3305	0.3685	1.0	1.0	1.0				
