Id	GroupId	HeadIconStyleId	Name	Title	InteractOptionTexts
100001	2		躲猫猫临时奶酪		
100002	2		躲猫猫临时奶酪		
100003	2		躲猫猫临时奶酪		
100004	2		躲猫猫临时奶酪		
100005	2		躲猫猫临时奶酪		
100006	2		躲猫猫临时奶酪		
100007	2		躲猫猫临时奶酪		
100008	2		躲猫猫临时奶酪		
100009	2		躲猫猫临时奶酪		
100010	2		躲猫猫临时奶酪		
100011	2		躲猫猫临时奶酪		
100012	2		躲猫猫临时奶酪		
100013	2		躲猫猫临时奶酪		
100014	2		躲猫猫临时奶酪		
100015	2		躲猫猫临时奶酪		
100016	2		躲猫猫临时奶酪		
100017	2		躲猫猫临时奶酪		
100018	2		躲猫猫临时奶酪		
100019	2		躲猫猫临时奶酪		
100020	2		躲猫猫临时奶酪		
100021	2		躲猫猫临时奶酪		
100022	2		躲猫猫临时奶酪		
100023	2		躲猫猫临时奶酪		
100024	2		躲猫猫临时奶酪		
100025	2		躲猫猫临时奶酪		
100026	2		躲猫猫临时道具箱		
100027	2		躲猫猫临时道具箱		
100028	2		躲猫猫临时道具箱		
100029	2		躲猫猫临时道具箱		
100030	2		躲猫猫临时道具箱		
