Name	Layer	MotionType	SpeedParameter	BlendParameter	AnimationMotionClip	BlendTreeMotionClips	BlendTreeMotionThresholds	BlendTreeMotionTimeScales
Drama_Stand_01_Loop	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/Com1ChieffMd01001SG/Com1ChieffMd01001SG/CommonLayer/Drama_Stand_01.anim			
Drama_Stand_02_Start	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/Com1ChieffMd01001SG/Com1ChieffMd01001SG/CommonLayer/Drama_Stand_02_Start.anim			
Drama_Stand_02_Loop	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/Com1ChieffMd01001SG/Com1ChieffMd01001SG/CommonLayer/Drama_Stand_02_Loop.anim			
Drama_Stand_02_End	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/Com1ChieffMd01001SG/Com1ChieffMd01001SG/CommonLayer/Drama_Stand_02_End.anim			
Drama_Stand_03_Start	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/Com1ChieffMd01001SG/Com1ChieffMd01001SG/CommonLayer/Drama_Stand_03_Start.anim			
Drama_Stand_03_Loop	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/Com1ChieffMd01001SG/Com1ChieffMd01001SG/CommonLayer/Drama_Stand_03_Loop.anim			
Drama_Stand_03_End	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/Com1ChieffMd01001SG/Com1ChieffMd01001SG/CommonLayer/Drama_Stand_03_End.anim			
Drama_Stand_04_Start	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/Com1ChieffMd01001SG/Com1ChieffMd01001SG/CommonLayer/Drama_Stand_04_Start.anim			
Drama_Stand_04_Loop	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/Com1ChieffMd01001SG/Com1ChieffMd01001SG/CommonLayer/Drama_Stand_04_Loop.anim			
Drama_Stand_04_End	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/Com1ChieffMd01001SG/Com1ChieffMd01001SG/CommonLayer/Drama_Stand_04_End.anim			
Drama_Stand_05_Start	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/Com1ChieffMd01001SG/Com1ChieffMd01001SG/CommonLayer/Drama_Stand_05_Start.anim			
Drama_Stand_05_Loop	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/Com1ChieffMd01001SG/Com1ChieffMd01001SG/CommonLayer/Drama_Stand_05_Loop.anim			
Drama_Stand_05_End	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/Com1ChieffMd01001SG/Com1ChieffMd01001SG/CommonLayer/Drama_Stand_05_End.anim			
Drama_Stand_06_Start	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/Com1ChieffMd01001SG/Com1ChieffMd01001SG/CommonLayer/Drama_Stand_06_Start.anim			
Drama_Stand_06_Loop	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/Com1ChieffMd01001SG/Com1ChieffMd01001SG/CommonLayer/Drama_Stand_06_Loop.anim			
Drama_Stand_06_End	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/Com1ChieffMd01001SG/Com1ChieffMd01001SG/CommonLayer/Drama_Stand_06_End.anim			
Drama_Stand_07_Start	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/Com1ChieffMd01001SG/Com1ChieffMd01001SG/CommonLayer/Drama_Stand_07_Start.anim			
Drama_Stand_07_Loop	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/Com1ChieffMd01001SG/Com1ChieffMd01001SG/CommonLayer/Drama_Stand_07_Loop.anim			
Drama_Stand_07_End	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/Com1ChieffMd01001SG/Com1ChieffMd01001SG/CommonLayer/Drama_Stand_07_End.anim			
Drama_Stand_08_Start	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/Com1ChieffMd01001SG/Com1ChieffMd01001SG/CommonLayer/Drama_Stand_08_Start.anim			
Drama_Stand_08_Loop	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/Com1ChieffMd01001SG/Com1ChieffMd01001SG/CommonLayer/Drama_Stand_08_Loop.anim			
Drama_Stand_08_End	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/Com1ChieffMd01001SG/Com1ChieffMd01001SG/CommonLayer/Drama_Stand_08_End.anim			
Drama_Stand_12_Start	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/Com1ChieffMd01001SG/Com1ChieffMd01001SG/CommonLayer/Drama_Stand_12_Start.anim			
Drama_Stand_12_Loop	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/Com1ChieffMd01001SG/Com1ChieffMd01001SG/CommonLayer/Drama_Stand_12_Loop.anim			
Drama_Stand_12_End	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/Com1ChieffMd01001SG/Com1ChieffMd01001SG/CommonLayer/Drama_Stand_12_End.anim			
Drama_Stand_09_Start	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/Com1ChieffMd01001SG/Com1ChieffMd01001SG/CommonLayer/Drama_Stand_09_Start.anim			
Drama_Stand_09_Loop	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/Com1ChieffMd01001SG/Com1ChieffMd01001SG/CommonLayer/Drama_Stand_09_Loop.anim			
Drama_Stand_09_End	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/Com1ChieffMd01001SG/Com1ChieffMd01001SG/CommonLayer/Drama_Stand_09_End.anim			
Walk	BaseLayer		-895785005		Assets/Product/Role/DlcAnimation/BigWorld/Common/Com1ChieffMd01001SG/Com1ChieffMd01001SG/CommonLayer/Walk.anim			
WalkStart	BaseLayer		-895785005		Assets/Product/Role/DlcAnimation/BigWorld/Common/Com1ChieffMd01001SG/Com1ChieffMd01001SG/CommonLayer/WalkStart.anim			
WalkEnd	BaseLayer	1	-895785005	846125279		['Assets/Product/Role/DlcAnimation/BigWorld/Common/Com1ChieffMd01001SG/Com1ChieffMd01001SG/CommonLayer/Stop_Walk_R.anim', 'Assets/Product/Role/DlcAnimation/BigWorld/Common/Com1ChieffMd01001SG/Com1ChieffMd01001SG/CommonLayer/Stop_Walk_R.anim', 'Assets/Product/Role/DlcAnimation/BigWorld/Common/Com1ChieffMd01001SG/Com1ChieffMd01001SG/CommonLayer/Stop_Walk_L.anim']	[-1.0, 0.0, 1.0]	[1.0, 1.0, 1.0]
RunStart	BaseLayer		-162882405		Assets/Product/Role/DlcAnimation/BigWorld/Common/Com1ChieffMd01001SG/Com1ChieffMd01001SG/CommonLayer/RunStart.anim			
RunStartEnd01	BaseLayer	1	-162882405	895008329		['Assets/Product/Role/DlcAnimation/BigWorld/Common/Com1ChieffMd01001SG/Com1ChieffMd01001SG/CommonLayer/RunStartEnd01_R.anim', 'Assets/Product/Role/DlcAnimation/BigWorld/Common/Com1ChieffMd01001SG/Com1ChieffMd01001SG/CommonLayer/RunStartEnd01_R.anim', 'Assets/Product/Role/DlcAnimation/BigWorld/Common/Com1ChieffMd01001SG/Com1ChieffMd01001SG/CommonLayer/RunStartEnd01_L.anim']	[-1.0, 0.0, 1.0]	[1.0, 1.0, 1.0]
RunStartEnd01_L	BaseLayer		-162882405		Assets/Product/Role/DlcAnimation/BigWorld/Common/Com1ChieffMd01001SG/Com1ChieffMd01001SG/CommonLayer/RunStartEnd01_L.anim			
RunStartEnd01_R	BaseLayer		-162882405		Assets/Product/Role/DlcAnimation/BigWorld/Common/Com1ChieffMd01001SG/Com1ChieffMd01001SG/CommonLayer/RunStartEnd01_R.anim			
