Name	Layer	MotionType	SpeedParameter	BlendParameter	AnimationMotionClip	BlendTreeMotionClips	BlendTreeMotionThresholds	BlendTreeMotionTimeScales
Drama_Stand_01_Loop	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1SimonMd00001SG/Npc1SimonMd00001SG/CommonLayer/Drama_Stand_01.anim			
Drama_Stand_02_Start	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1SimonMd00001SG/Npc1SimonMd00001SG/CommonLayer/Drama_Stand_02_Start.anim			
Drama_Stand_02_Loop	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1SimonMd00001SG/Npc1SimonMd00001SG/CommonLayer/Drama_Stand_02_Loop.anim			
Drama_Stand_03_Start	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1SimonMd00001SG/Npc1SimonMd00001SG/CommonLayer/Drama_Stand_03_Start.anim			
Drama_Stand_03_Loop	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1SimonMd00001SG/Npc1SimonMd00001SG/CommonLayer/Drama_Stand_03_Loop.anim			
Drama_Stand_03_End	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1SimonMd00001SG/Npc1SimonMd00001SG/CommonLayer/Drama_Stand_03_End.anim			
Drama_Stand_04_Start	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1SimonMd00001SG/Npc1SimonMd00001SG/CommonLayer/Drama_Stand_04_Start.anim			
Drama_Stand_04_Loop	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1SimonMd00001SG/Npc1SimonMd00001SG/CommonLayer/Drama_Stand_04_Loop.anim			
Drama_Stand_04_End	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1SimonMd00001SG/Npc1SimonMd00001SG/CommonLayer/Drama_Stand_04_End.anim			
Drama_Stand_05_Start	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1SimonMd00001SG/Npc1SimonMd00001SG/CommonLayer/Drama_Stand_05_Start.anim			
Drama_Stand_05_Loop	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1SimonMd00001SG/Npc1SimonMd00001SG/CommonLayer/Drama_Stand_05_Loop.anim			
Drama_Stand_05_End	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1SimonMd00001SG/Npc1SimonMd00001SG/CommonLayer/Drama_Stand_05_End.anim			
Drama_Stand_06_Start	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1SimonMd00001SG/Npc1SimonMd00001SG/CommonLayer/Drama_Stand_06_Start.anim			
Drama_Stand_06_Loop	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1SimonMd00001SG/Npc1SimonMd00001SG/CommonLayer/Drama_Stand_06_Loop.anim			
Drama_Stand_06_End	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1SimonMd00001SG/Npc1SimonMd00001SG/CommonLayer/Drama_Stand_06_End.anim			
Drama_Stand_07_Start	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1SimonMd00001SG/Npc1SimonMd00001SG/CommonLayer/Drama_Stand_07_Start.anim			
Drama_Stand_07_Loop	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1SimonMd00001SG/Npc1SimonMd00001SG/CommonLayer/Drama_Stand_07_Loop.anim			
Drama_Stand_07_End	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1SimonMd00001SG/Npc1SimonMd00001SG/CommonLayer/Drama_Stand_07_End.anim			
Drama_Stand_08_Start	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1SimonMd00001SG/Npc1SimonMd00001SG/CommonLayer/Drama_Stand_08_Start.anim			
Drama_Stand_08_Loop	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1SimonMd00001SG/Npc1SimonMd00001SG/CommonLayer/Drama_Stand_08_Loop.anim			
Drama_Stand_08_End	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1SimonMd00001SG/Npc1SimonMd00001SG/CommonLayer/Drama_Stand_08_End.anim			
Walk	BaseLayer		-895785005		Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1SimonMd00001SG/Npc1SimonMd00001SG/CommonLayer/Walk.anim			
WalkStart	BaseLayer		-895785005		Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1SimonMd00001SG/Npc1SimonMd00001SG/CommonLayer/WalkStart.anim			
WalkEnd	BaseLayer	1	-895785005	846125279		['Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1SimonMd00001SG/Npc1SimonMd00001SG/CommonLayer/Stop_Walk_R.anim', 'Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1SimonMd00001SG/Npc1SimonMd00001SG/CommonLayer/Stop_Walk_R.anim', 'Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1SimonMd00001SG/Npc1SimonMd00001SG/CommonLayer/Stop_Walk_L.anim']	[-1.0, 0.0, 1.0]	[1.0, 1.0, 1.0]
RunStart	BaseLayer		-162882405		Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1SimonMd00001SG/Npc1SimonMd00001SG/CommonLayer/RunStart.anim			
RunStartEnd01	BaseLayer	1	-162882405	895008329		['Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1SimonMd00001SG/Npc1SimonMd00001SG/CommonLayer/RunStartEnd01_R.anim', 'Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1SimonMd00001SG/Npc1SimonMd00001SG/CommonLayer/RunStartEnd01_R.anim', 'Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1SimonMd00001SG/Npc1SimonMd00001SG/CommonLayer/RunStartEnd01_L.anim']	[-1.0, 0.0, 1.0]	[1.0, 1.0, 1.0]
RunStartEnd01_L	BaseLayer		-162882405		Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1SimonMd00001SG/Npc1SimonMd00001SG/CommonLayer/RunStartEnd01_L.anim			
RunStartEnd01_R	BaseLayer		-162882405		Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1SimonMd00001SG/Npc1SimonMd00001SG/CommonLayer/RunStartEnd01_R.anim			
Run	BaseLayer	1	-162882405	1391530821		['Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1SimonMd00001SG/Npc1SimonMd00001SG/CommonLayer/RunLeanL.anim', 'Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1SimonMd00001SG/Npc1SimonMd00001SG/CommonLayer/Run.anim', 'Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1SimonMd00001SG/Npc1SimonMd00001SG/CommonLayer/RunLeanR.anim']	[-20.0, 0.0, 20.0]	[1.0, 1.0, 1.0]
Stop	BaseLayer	1	-162882405	1601072779		['Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1SimonMd00001SG/Npc1SimonMd00001SG/CommonLayer/Stop_Run_R.anim', 'Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1SimonMd00001SG/Npc1SimonMd00001SG/CommonLayer/Stop_Run_R.anim', 'Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1SimonMd00001SG/Npc1SimonMd00001SG/CommonLayer/Stop_Run_L.anim']	[-1.0, 0.0, 1.0]	[1.0, 1.0, 1.0]
Stop_Run_L	BaseLayer		-162882405		Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1SimonMd00001SG/Npc1SimonMd00001SG/CommonLayer/Stop_Run_L.anim			
Stop_Run_R	BaseLayer		-162882405		Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1SimonMd00001SG/Npc1SimonMd00001SG/CommonLayer/Stop_Run_R.anim			
SprintStart	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1SimonMd00001SG/Npc1SimonMd00001SG/CommonLayer/RunStart.anim			
Sprint	BaseLayer	1		-1977151796		['Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1SimonMd00001SG/Npc1SimonMd00001SG/CommonLayer/SprintLeanL.anim', 'Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1SimonMd00001SG/Npc1SimonMd00001SG/CommonLayer/Sprint.anim', 'Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1SimonMd00001SG/Npc1SimonMd00001SG/CommonLayer/SprintLeanR.anim']	[-20.0, 0.0, 20.0]	[1.0, 1.0, 1.0]
SprintStop	BaseLayer	1		-1989393594		['Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1SimonMd00001SG/Npc1SimonMd00001SG/CommonLayer/Stop_Sprint_R.anim', 'Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1SimonMd00001SG/Npc1SimonMd00001SG/CommonLayer/Stop_Sprint_R.anim', 'Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1SimonMd00001SG/Npc1SimonMd00001SG/CommonLayer/Stop_Sprint_L.anim']	[-1.0, 0.0, 1.0]	[1.0, 1.0, 1.0]
Stop_Sprint_L	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1SimonMd00001SG/Npc1SimonMd00001SG/CommonLayer/Stop_Sprint_L.anim			
Stop_Sprint_R	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1SimonMd00001SG/Npc1SimonMd00001SG/CommonLayer/Stop_Sprint_R.anim			
Turn90L	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1SimonMd00001SG/Npc1SimonMd00001SG/CommonLayer/Turn90L.anim			
Turn90R	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1SimonMd00001SG/Npc1SimonMd00001SG/CommonLayer/Turn90R.anim			
Drama_SpecialEyeBrow_Blink_Loop	FaceLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1SimonMd00001SG/Npc1SimonMd00001SG/FaceLayer/Drama_SpecialEyeBrow_Blink_Loop.anim			
Drama_SpecialEyes_Blink_Loop	FaceLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1SimonMd00001SG/Npc1SimonMd00001SG/FaceLayer/Drama_SpecialEyes_Blink_Loop.anim			
Drama_SpecialSmile_Blink_Loop	FaceLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1SimonMd00001SG/Npc1SimonMd00001SG/FaceLayer/Drama_SpecialSmile_Blink_Loop.anim			
