Name	Layer	MotionType	SpeedParameter	BlendParameter	AnimationMotionClip	BlendTreeMotionClips	BlendTreeMotionThresholds	BlendTreeMotionTimeScales
Drama_Stand_01_Loop	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R3WanshiMdCommonSG/R3WanshiMdCommonSG/CommonLayer/Drama_Stand_01.anim			
Drama_Stand_02_Start	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R3WanshiMdCommonSG/R3WanshiMdCommonSG/CommonLayer/Drama_Stand_02_Start.anim			
Drama_Stand_02_Loop	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R3WanshiMdCommonSG/R3WanshiMdCommonSG/CommonLayer/Drama_Stand_02_Loop.anim			
Drama_Stand_02_End	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R3WanshiMdCommonSG/R3WanshiMdCommonSG/CommonLayer/Drama_Stand_02_End.anim			
Drama_Stand_03_Start	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R3WanshiMdCommonSG/R3WanshiMdCommonSG/CommonLayer/Drama_Stand_03_Start.anim			
Drama_Stand_03_Loop	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R3WanshiMdCommonSG/R3WanshiMdCommonSG/CommonLayer/Drama_Stand_03_Loop.anim			
Drama_Stand_03_End	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R3WanshiMdCommonSG/R3WanshiMdCommonSG/CommonLayer/Drama_Stand_03_End.anim			
Drama_Stand_04_Start	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R3WanshiMdCommonSG/R3WanshiMdCommonSG/CommonLayer/Drama_Stand_04_Start.anim			
Drama_Stand_04_Loop	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R3WanshiMdCommonSG/R3WanshiMdCommonSG/CommonLayer/Drama_Stand_04_Loop.anim			
Drama_Stand_04_End	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R3WanshiMdCommonSG/R3WanshiMdCommonSG/CommonLayer/Drama_Stand_04_End.anim			
Drama_Stand_05_Start	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R3WanshiMdCommonSG/R3WanshiMdCommonSG/CommonLayer/Drama_Stand_05_Start.anim			
Drama_Stand_05_Loop	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R3WanshiMdCommonSG/R3WanshiMdCommonSG/CommonLayer/Drama_Stand_05_Loop.anim			
Drama_Stand_05_End	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R3WanshiMdCommonSG/R3WanshiMdCommonSG/CommonLayer/Drama_Stand_05_End.anim			
Drama_Stand_06_Start	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R3WanshiMdCommonSG/R3WanshiMdCommonSG/CommonLayer/Drama_Stand_06_Start.anim			
Drama_Stand_06_Loop	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R3WanshiMdCommonSG/R3WanshiMdCommonSG/CommonLayer/Drama_Stand_06_Loop.anim			
Drama_Stand_06_End	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R3WanshiMdCommonSG/R3WanshiMdCommonSG/CommonLayer/Drama_Stand_06_End.anim			
