Name	Layer	MotionType	SpeedParameter	BlendParameter	AnimationMotionClip	BlendTreeMotionClips	BlendTreeMotionThresholds	BlendTreeMotionTimeScales
GetDown_01_End	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1CatMdCommonSG/Npc1CatMdCommonSG/CommonLayer/GetDown_01_End.anim			
GetDown_01_Loop	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1CatMdCommonSG/Npc1CatMdCommonSG/CommonLayer/GetDown_01_Loop.anim			
GetDown_01_Start	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1CatMdCommonSG/Npc1CatMdCommonSG/CommonLayer/GetDown_01_Start.anim			
Stand_02_Start	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1CatMdCommonSG/Npc1CatMdCommonSG/CommonLayer/Stand_02_Start.anim			
Stand_02_Loop	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1CatMdCommonSG/Npc1CatMdCommonSG/CommonLayer/Stand_02_loop.anim			
Stand_02_End	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1CatMdCommonSG/Npc1CatMdCommonSG/CommonLayer/Stand_02_End.anim			
Idle_01_Loop	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1CatMdCommonSG/Npc1CatMdCommonSG/CommonLayer/Idle_01.anim			
Idle_02_Loop	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1CatMdCommonSG/Npc1CatMdCommonSG/CommonLayer/Idle_02.anim			
Idle_03_Loop	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1CatMdCommonSG/Npc1CatMdCommonSG/CommonLayer/Idle_03.anim			
Idle_04_Loop	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1CatMdCommonSG/Npc1CatMdCommonSG/CommonLayer/Idle_04.anim			
