Name	Layer	MotionType	SpeedParameter	BlendParameter	AnimationMotionClip	BlendTreeMotionClips	BlendTreeMotionThresholds	BlendTreeMotionTimeScales
Drama_Stand_01_Loop	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1ShikaMd00001SG/Npc1ShikaMd00001SG/CommonLayer/Drama_Stand_01.anim			
Drama_Stand_02_Start	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1ShikaMd00001SG/Npc1ShikaMd00001SG/CommonLayer/Drama_Stand_02_Start.anim			
Drama_Stand_02_Loop	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1ShikaMd00001SG/Npc1ShikaMd00001SG/CommonLayer/Drama_Stand_02_Loop.anim			
Drama_Stand_02_End	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1ShikaMd00001SG/Npc1ShikaMd00001SG/CommonLayer/Drama_Stand_02_End.anim			
Drama_Stand_03_Start	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1ShikaMd00001SG/Npc1ShikaMd00001SG/CommonLayer/Drama_Stand_03_Start.anim			
Drama_Stand_03_Loop	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1ShikaMd00001SG/Npc1ShikaMd00001SG/CommonLayer/Drama_Stand_03_Loop.anim			
Drama_Stand_03_End	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1ShikaMd00001SG/Npc1ShikaMd00001SG/CommonLayer/Drama_Stand_03_End.anim			
Drama_Stand_05_Start	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1ShikaMd00001SG/Npc1ShikaMd00001SG/CommonLayer/Drama_Stand_05_Start.anim			
Drama_Stand_05_Loop	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1ShikaMd00001SG/Npc1ShikaMd00001SG/CommonLayer/Drama_Stand_05_Loop.anim			
Drama_Stand_05_End	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1ShikaMd00001SG/Npc1ShikaMd00001SG/CommonLayer/Drama_Stand_05_End.anim			
Drama_Stand_07_Start	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1ShikaMd00001SG/Npc1ShikaMd00001SG/CommonLayer/Drama_Stand_07_Start.anim			
Drama_Stand_07_Loop	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1ShikaMd00001SG/Npc1ShikaMd00001SG/CommonLayer/Drama_Stand_07_Loop.anim			
Drama_Stand_07_End	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1ShikaMd00001SG/Npc1ShikaMd00001SG/CommonLayer/Drama_Stand_07_End.anim			
Drama_Stand_09_Start	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1ShikaMd00001SG/Npc1ShikaMd00001SG/CommonLayer/Drama_Stand_09_Start.anim			
Drama_Stand_09_Loop	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1ShikaMd00001SG/Npc1ShikaMd00001SG/CommonLayer/Drama_Stand_09_Loop.anim			
Drama_Stand_09_End	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1ShikaMd00001SG/Npc1ShikaMd00001SG/CommonLayer/Drama_Stand_09_End.anim			
Drama_Stand_10_Start	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1ShikaMd00001SG/Npc1ShikaMd00001SG/CommonLayer/Drama_Stand_10_Start.anim			
Drama_Stand_10_Loop	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1ShikaMd00001SG/Npc1ShikaMd00001SG/CommonLayer/Drama_Stand_10_Loop.anim			
Drama_Stand_10_End	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1ShikaMd00001SG/Npc1ShikaMd00001SG/CommonLayer/Drama_Stand_10_End.anim			
Drama_Sit_01_Loop	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1ShikaMd00001SG/Npc1ShikaMd00001SG/CommonLayer/Drama_Sit_01.anim			
