Name	Layer	MotionType	SpeedParameter	BlendParameter	AnimationMotionClip	BlendTreeMotionClips	BlendTreeMotionThresholds	BlendTreeMotionTimeScales
Drama_Stand_01_Loop	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1MaleMd00001SG/Npc1MaleMd00001SG/CommonLayer/Drama_Stand_01.anim			
Drama_Stand_03_Start	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1MaleMd00001SG/Npc1MaleMd00001SG/CommonLayer/Drama_Stand_03_Start.anim			
Drama_Stand_03_Loop	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1MaleMd00001SG/Npc1MaleMd00001SG/CommonLayer/Drama_Stand_03_Loop.anim			
Drama_Stand_03_End	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1MaleMd00001SG/Npc1MaleMd00001SG/CommonLayer/Drama_Stand_03_End.anim			
Drama_Stand_04_Start	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1MaleMd00001SG/Npc1MaleMd00001SG/CommonLayer/Drama_Stand_04_Start.anim			
Drama_Stand_04_Loop	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1MaleMd00001SG/Npc1MaleMd00001SG/CommonLayer/Drama_Stand_04_Loop.anim			
Drama_Stand_04_End	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1MaleMd00001SG/Npc1MaleMd00001SG/CommonLayer/Drama_Stand_04_End.anim			
Drama_Stand_05_Start	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1MaleMd00001SG/Npc1MaleMd00001SG/CommonLayer/Drama_Stand_05_Start.anim			
Drama_Stand_05_Loop	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1MaleMd00001SG/Npc1MaleMd00001SG/CommonLayer/Drama_Stand_05_Loop.anim			
Drama_Stand_05_End	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1MaleMd00001SG/Npc1MaleMd00001SG/CommonLayer/Drama_Stand_05_End.anim			
Drama_Stand_06_Start	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1MaleMd00001SG/Npc1MaleMd00001SG/CommonLayer/Drama_Stand_06_Start.anim			
Drama_Stand_06_Loop	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1MaleMd00001SG/Npc1MaleMd00001SG/CommonLayer/Drama_Stand_06_Loop.anim			
Drama_Stand_06_End	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1MaleMd00001SG/Npc1MaleMd00001SG/CommonLayer/Drama_Stand_06_End.anim			
Drama_Stand_07_Start	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1MaleMd00001SG/Npc1MaleMd00001SG/CommonLayer/Drama_Stand_07_Start.anim			
Drama_Stand_07_Loop	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1MaleMd00001SG/Npc1MaleMd00001SG/CommonLayer/Drama_Stand_07_Loop.anim			
Drama_Stand_07_End	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1MaleMd00001SG/Npc1MaleMd00001SG/CommonLayer/Drama_Stand_07_End.anim			
Drama_Stand_08_Start	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1MaleMd00001SG/Npc1MaleMd00001SG/CommonLayer/Drama_Stand_08_Start.anim			
Drama_Stand_08_Loop	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1MaleMd00001SG/Npc1MaleMd00001SG/CommonLayer/Drama_Stand_08_Loop.anim			
Drama_Stand_08_End	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1MaleMd00001SG/Npc1MaleMd00001SG/CommonLayer/Drama_Stand_08_End.anim			
Walk	BaseLayer		-895785005		Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1MaleMd00001SG/Npc1MaleMd00001SG/CommonLayer/Walk.anim			
Run	BaseLayer		-162882405		Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1MaleMd00001SG/Npc1MaleMd00001SG/CommonLayer/Run.anim			
Turn90L	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1MaleMd00001SG/Npc1MaleMd00001SG/CommonLayer/Turn90L.anim			
Turn90R	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1MaleMd00001SG/Npc1MaleMd00001SG/CommonLayer/Turn90R.anim			
Fear_01_Start	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1MaleMd00001SG/Npc1MaleMd00001SG/CommonLayer/Fear_01_Start.anim			
Fear_01_Loop	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1MaleMd00001SG/Npc1MaleMd00001SG/CommonLayer/Fear_01_Loop.anim			
Fear_01_End	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1MaleMd00001SG/Npc1MaleMd00001SG/CommonLayer/Fear_01_End.anim			
Wall_01_Loop	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1MaleMd00001SG/Npc1MaleMd00001SG/CommonLayer/wall_01_Loop.anim			
Sit_01_Loop	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1MaleMd00001SG/Npc1MaleMd00001SG/CommonLayer/Sit_01_Loop.anim			
Sit_02_Loop	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1MaleMd00001SG/Npc1MaleMd00001SG/CommonLayer/Sit_02_Loop.anim			
Sit_03_Loop	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1MaleMd00001SG/Npc1MaleMd00001SG/CommonLayer/Sit_03_Loop.anim			
Sit_04_Loop	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1MaleMd00001SG/Npc1MaleMd00001SG/CommonLayer/Sit_04_Loop.anim			
StandPhone_Start	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1MaleMd00001SG/Npc1MaleMd00001SG/CommonLayer/StandPhone_Start.anim			
StandPhone_Loop	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1MaleMd00001SG/Npc1MaleMd00001SG/CommonLayer/StandPhone_Loop.anim			
StandPhone_End	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1MaleMd00001SG/Npc1MaleMd00001SG/CommonLayer/StandPhone_End.anim			
Drama_Sit_07_Start	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1MaleMd00001SG/Npc1MaleMd00001SG/CommonLayer/Drama_Sit_07_Start.anim			
Drama_Sit_07_Loop	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1MaleMd00001SG/Npc1MaleMd00001SG/CommonLayer/Drama_Sit_07_Loop.anim			
Drama_Sit_07_End	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1MaleMd00001SG/Npc1MaleMd00001SG/CommonLayer/Drama_Sit_07_End.anim			
Drama_Sit_05_Start	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1MaleMd00001SG/Npc1MaleMd00001SG/CommonLayer/Drama_Sit_05_Start.anim			
Drama_Sit_05_Loop	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1MaleMd00001SG/Npc1MaleMd00001SG/CommonLayer/Drama_Sit_05_Loop.anim			
Drama_Sit_05_End	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1MaleMd00001SG/Npc1MaleMd00001SG/CommonLayer/Drama_Sit_05_End.anim			
Anger_01_Start	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1MaleMd00001SG/Npc1MaleMd00001SG/CommonLayer/Anger_01_Start.anim			
Anger_01_Loop	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1MaleMd00001SG/Npc1MaleMd00001SG/CommonLayer/Anger_01_Loop.anim			
