Id	GroupId	HeadIconStyleId	Name	Title	InteractOptionTexts
400001	1001		拾取		['取走体验券']
400002	1001		查看		['【SoName】']
400003	1001		折纸四叶草		['【SoName】']
400004	1001		查看		['【SoName】']
400005	1001		上床休息		['【SoName】']
400006	1001		阅读通讯		['【SoName】']
400007	1001		电影体验劵		['取走体验券']
400008	1001		进入筑梦之境		['【SoName】']
400009	1001		进入筑梦之境		['【SoName】']
400010	1001		历程用交互空物件		['休息']
400012	1001		调查		['【SoName】']
400013	1001		调查		['【SoName】']
400014	1001		调查		['【SoName】']
400011	1001		调查		['【SoName】']
400015	1001		放置		['【SoName】']
400016	1001		筑梦之境		['【SoName】']
400017	1001		落座		['【SoName】']
400018	1001		拾取		['【SoName】']
400019	1001		放置		['【SoName】']
400020	1001		折纸四叶草		['【SoName】']
400021	1001		查看		['【SoName】']
400022	1001		选照片		['【SoName】']
400023	1001		折纸四叶草		['【SoName】']
400024	1001		领取		['【SoName】']
400025	1001		领取		['【SoName】']
400026	1001		领取		['【SoName】']
400027	1001		电影体验劵		['取走体验券']
400028	1001		电影体验劵		['取走体验券']
400029	1001		拾取		['取走体验券']
400031	1001		宿舍物件7		['查看通讯']
