Id	Type	DescriptionType	Name	Icon	Text	Duration	NeedSendCommonClick	OffsetY	IsMask	MaskTarget	UiType	ClickKey	MaskUiOffsetX	MaskUiOffsetY	MaskClickAreaType
1	1	2	露西亚	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1.png	UiGuideFight.GuideFight1	0									
2	1	2	里	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLi1.png	UiGuideFight.GuideFight6	0									
3	1	2	七实	Assets/Product/Texture/Image/RoleCharacter/RoleHeadYongyechao1.png	UiGuideFight.GuideFight5	0									
4	1	2	比安卡	Assets/Product/Texture/Image/RoleCharacter/RoleHeadAolisuo1.png	UiGuideFight.GuideFight3	0									
5	2	1	赛利卡	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	指挥官，本次档案信息读取已超过限定时间。	0									
101	2	1	露西亚	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1.png	向前走吧，指挥官。	0									
102	2	1	露西亚	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1.png	<color=#ffda58>普通攻击</color>持续命中敌人后可获得  【技能球】。	0			True	AttackButton	1	15			
103	2	1	露西亚	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1.png	点击<color=#ff5656>【技能球】</color>可发动专属技能。	0			True	PanelBallBox/FirstBall	1	1			
104	2	1	露西亚	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1.png	3个同色相邻的<color=#ff5656>【技能球】</color>称为【三消】，发动后能发挥该技能最大化效果。	0			True	PanelBallBox/TopThreeBalls	1	1|2|3			
105	2	1	露西亚	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1.png	被敌人攻击前<color=#ffda58>【闪避】</color>，即可进入【超算空间】状态。	0			True	DodgeButton	1	16			
106	2	1	露西亚	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1.png	进入【超算空间】后，<color=#ffda58>单独技能球</color>也可以达到<color=#ffda58>【三消】</color>的效果。	0			True	PanelBallBox/FirstBall	1	1			
107	2	1	露西亚	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1.png	<color=#ffda58>黄色信号</color>：露西亚攻击获得的黄色信号可以将敌人挑飞并造成伤害效果	0									
108	2	1	露西亚	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1.png	任意<color=#ffda58>【三消】</color>后，短时间内释放<color=#ff5656>【红球】</color>，即可触发【红莲双刀】。	0			True	PanelBallBox/TopThreeBalls	1	1|2|3			
109	2	1	露西亚	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1.png	任意<color=#ffda58>【三消】</color>后，短时间内释放<color=#ff5656>【红球】</color>，即可触发【红莲双刀】。	0			True	PanelBallBox/FirstBall	1	1			
110	2	1	露西亚	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1.png	攻击命中敌人，会获得能量，使用能量释放<color=#ff5656>【必杀技】</color>。	0			True	ExSkillButton	1	17			
111	2	1	露西亚	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1.png	任意<color=#ffda58>【三消】</color>后，短时间内释放<color=#ff5656>【红球】</color>，即可触发<color=#ff5656>【红莲双刀】</color>	0									
112	2	1	露西亚	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1.png	<color=#49e7ff>蓝色信号</color>：露西亚攻击获得的蓝色信号可以强化所有攻击，造成额外的火焰属性伤害	0									
113	2	1	露西亚	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1.png	朝目标点前进吧，指挥官。	0									
114	1	1	露西亚	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1.png	在触发<color=#ff5656>【红莲双刀】</color>的状态下，按下<color=#ff5656>普通攻击键</color>即可使用红莲双刀术攻击敌人。	0									
115	2	1	赛利卡	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	<color=#ff5656>不同的技能</color>也会获得<color=#ff5656>不同的评分</color>，定级有6档，分别是C、B、A、S、SS、SSS	0		-3.0	True	DynamicScoring	5			-500.0	
116	2	1	赛利卡	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	评分会<color=#ff5656>持续下降</color>，在战斗结束后会根据指挥官在<color=#ff5656>各个定级造成的伤害</color>以及<color=#ff5656>其他条件</color>决定试炼评级哦	0		-3.0	True	DynamicScoring	5			-500.0	
117	2	1	赛利卡	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	闪避敌人攻击可进入<color=#ff5656>强闪逆袭状态</color>，此时攻击敌人会<color=#ff5656>获得评分与闪避值</color>，大幅削弱<color=#ff5656>非暴怒状态敌人（除镜像维吉尔）的韧性</color>	0			True	AttackButton	1	15			
118	2	1	赛利卡	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	除镜像维吉尔之外的敌人在战斗中会<color=#ff5656>获得怒气值</color>，怒气值满后将会进入<color=#ff5656>暴怒状态</color>，<color=#ff5656>暴怒状态会获得新招式</color>，并且<color=#ff5656>不可被打断</color>	0			True	HpTopBossTemplate/HpTopNormalTemplateList/Endure	5				
119	2	1	赛利卡	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	指挥官，欢迎来到新手教学，先来了解规则吧	0									
120	2	1	赛利卡	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	在玩法中攻击怪物，<color=#ff5656>闪避</color>怪物的攻击，<color=#ff5656>成功拼刀</color>以及达成战斗中的<color=#ff5656>隐藏条件</color>将会<color=#ff5656>获得评分</color>	0									
121	2	1	赛利卡	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	并且角色原本的伤害将会被设置为1，并根据技能的不同造成不同的伤害	0									
122	2	1	赛利卡	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	让我们先来攻击怪物获得评分吧	0									
123	2	1	赛利卡	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	韧性条会被<color=#ff5656>强闪逆袭攻击</color>，拼刀增加。为<color=#ff5656>满</color>后下一次强闪逆袭攻击怪物将会进入<color=#ff5656>瘫痪</color>，暴怒状态下韧性条<color=#ff5656>增幅降低</color>	0			True	Enemy/AccumulatorBurn(Clone)	8				
124	2	1	赛利卡	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	2	0			True	HpTopBossTemplate/HpTopNormalTemplateList/Endure	5				
131	2	1	里	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLi1.png	啧，只能这样了。	2									
151	2	1	露西亚	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1.png	好惊人的能量……通路被打开了！	0									
152	2	1	露西亚	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1.png	指挥官，穿过这里就能和感染体们拉开距离了。	0									
153	2	1	露西亚	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1.png	现在我们必须尽快和其他成员汇合，应该就在支援攻击来的方向。	0									
154	2	1	露西亚	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1.png	下一步的作战计划就在那之后再说明吧。	0									
155	2	1	露西亚	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1.png	还有，指挥官……谢谢你刚才保护我……	0									
160	2	1	露西亚	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1.png	指挥官，没事吧？	0									
161	2	1	露西亚	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1.png	好惊人的能量……大部分感染体失去了作战能力。	0									
162	2	1	露西亚	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1.png	指挥官，从刚刚的战斗中发现了初始化未完成的部分。	0									
163	2	1	露西亚	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1.png	恐怕对接下来的作战有影响，需要指挥官确认一下信号指令的部分。	0									
164	2	1	露西亚	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1.png	果然还是没法完全瘫痪吗。	0									
165	2	1	露西亚	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1.png	那就一边动身一边确认吧。	0									
166	2	1	露西亚	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1.png	指挥官，跟紧我。	0									
167	2	1	系统音	Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	系统重载中…	0									
168	2	1	露西亚	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1.png	指挥官，果然信号指令出现了一些问题。	0									
169	2	1	露西亚	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1.png	目前只有红球指令是正常的。	0									
170	2	1	露西亚	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1.png	现在只有先穿过这片街区和丽芙她们汇合，再考虑修整了。	0									
251	2	1	里	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLi1.png	这里很安静，不过……	0									
252	2	1	丽芙	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu1.png	还是有一些感染体潜伏在角落。	0									
253	2	1	露西亚	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1.png	没关系，我们争取一次性通过这里，不要再被分散了。	0									
254	2	1	丽芙	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu1.png	感染体行动了！	0									
255	2	1	露西亚	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1.png	丽芙，这次你就暂时退到后面吧。	0									
256	2	1	丽芙	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu1.png	嗯……	0									
257	2	1	露西亚	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1.png	战斗很顺利……接下来只要通过这扇大门，就接近汇合点了。	0									
258	2	1	里	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLi1.png	等等！有脚步声！	0									
259	2	1	不明构造体α	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1SS.png	……	0									
260	2	1	丽芙	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu1.png	那是……？	0									
261	2	1	不明构造体α	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1SS.png	露西亚……	0									
262	2	1	里	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLi1.png	居然不理会我的攻击，啧。	0									
263	2	1	丽芙	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu1.png	她好像只对露西亚感兴趣，可露西亚现在……	0									
264	2	1	露西亚	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1.png	我没关系……你们不要离开指挥官……	0									
265	2	1	不明构造体α	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1SS.png	……	0									
266	2	1	不明构造体α	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1SS.png	这就是你现在的实力吗，露西亚……	3									
267	2	1	露西亚	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1.png	视觉影像……消失了？	3									
268	2	1	不明构造体α	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1SS.png	这份熟悉的执着……	3									
269	2	1	不明构造体α	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1SS.png	原来也可以建立在这样不堪一击的“过去”之上……	3									
270	2	1	露西亚	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1.png	什么……过去？	3									
271	2	1	不明构造体α	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1SS.png	露西亚，你早该察觉到了……不是吗？	0									
300	2	1	露西亚	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Luxiya1.png	<color=#ffda58>【蹲伏】</color>可低姿潜行穿过<color=#ffda58>【红外线陷阱】</color>。并能减少移动发出的<color=#ffda58>【声音】</color>，避免被敌人听到。	0			True	PanelBallBox/FirstBall	1	1			
