CharacterRecommendTypeTabId	TabName	GroupId
101100211	幻痛囚笼	101
102100111	幻痛囚笼	102
103100111	幻痛囚笼	103
104100211	幻痛囚笼	104
105100111	幻痛囚笼	105
106100211	幻痛囚笼	106
107100211	幻痛囚笼	107
108100211	幻痛囚笼	108
102100211	幻痛囚笼	109
103100211	幻痛囚笼	110
101100311	幻痛囚笼	111
103100311	幻痛囚笼	112
106100311	幻痛囚笼	113
107100311	幻痛囚笼	114
105100311	幻痛囚笼	115
102100311	幻痛囚笼	116
108100311	幻痛囚笼	117
109100211	幻痛囚笼	118
104100311	幻痛囚笼	119
111100211	幻痛囚笼	120
112100211	幻痛囚笼	121
102100411	幻痛囚笼	122
113100211	幻痛囚笼	123
151100311	幻痛囚笼	124
114100311	幻痛囚笼	125
152100311	幻痛囚笼	126
116100211	幻痛囚笼	127
118100311	幻痛囚笼	128
119100311	幻痛囚笼	129
120100311	幻痛囚笼	130
117100311	幻痛囚笼	131
153100311	幻痛囚笼	132
121100211	幻痛囚笼	133
112100311	幻痛囚笼	134
122100211	幻痛囚笼	135
113100311	幻痛囚笼	136
154100311	幻痛囚笼	137
103100411	幻痛囚笼	138
153100411	幻痛囚笼	139
155100311	幻痛囚笼	140
105100411	幻痛囚笼	141
156100311	幻痛囚笼	142
107100411	幻痛囚笼	143
157100311	幻痛囚笼	144
104100411	幻痛囚笼	145
123100211	幻痛囚笼	146
101100411	幻痛囚笼	147
109100311	幻痛囚笼	148
102100511	幻痛囚笼	149
124100211	幻痛囚笼	150
122100311	幻痛囚笼	151
125100211	幻痛囚笼	152
126100311	幻痛囚笼	153
127100311	幻痛囚笼	154
128100211	幻痛囚笼	155
108100411	幻痛囚笼	156
152100411	幻痛囚笼	157
129100211	幻痛囚笼	158
117100411	幻痛囚笼	159
130100211	幻痛囚笼	160
124100311	幻痛囚笼	161
121100311	幻痛囚笼	162
102100611	幻痛囚笼	163
131100211	幻痛囚笼	164
105100511	幻痛囚笼	165
132100311	幻痛囚笼	166
133100311	幻痛囚笼	167
153100511	幻痛囚笼	168
134100211	幻痛囚笼	169
113100411	幻痛囚笼	170
135100311	幻痛囚笼	171
136100311	幻痛囚笼	172
104100511	幻痛囚笼	173
137100211	幻痛囚笼	174
138100311	幻痛囚笼	175
103100511	幻痛囚笼	176
129100311	幻痛囚笼	177
114100411	幻痛囚笼	178
139100311	幻痛囚笼	179
101100212	战区	201
102100112	战区	202
103100112	战区	203
104100212	战区	204
105100112	战区	205
106100212	战区	206
107100212	战区	207
108100212	战区	208
102100212	战区	209
103100212	战区	210
101100312	战区	211
103100312	战区	212
106100312	战区	213
107100312	战区	214
105100312	战区	215
102100312	战区	216
108100312	战区	217
109100212	战区	218
104100312	战区	219
111100212	战区	220
112100212	战区	221
102100412	战区	222
113100212	战区	223
151100312	战区	224
114100312	战区	225
152100312	战区	226
116100212	战区	227
118100312	战区	228
119100312	战区	229
120100312	战区	230
117100312	战区	231
153100312	战区	232
121100212	战区	233
112100312	战区	234
122100212	战区	235
113100312	战区	236
154100312	战区	237
103100412	战区	238
153100412	战区	239
155100312	战区	240
105100412	战区	241
156100312	战区	242
107100412	战区	243
157100312	战区	244
104100412	战区	245
123100212	战区	246
101100412	战区	247
109100312	战区	248
102100512	战区	249
124100212	战区	250
122100312	战区	251
125100212	战区	252
126100312	战区	253
127100312	战区	254
128100212	战区	255
108100412	战区	256
152100412	战区	257
129100212	战区	258
117100412	战区	259
130100212	战区	260
124100312	战区	261
121100312	战区	262
102100612	战区	263
131100212	战区	264
105100512	战区	265
132100312	战区	265
133100312	战区	267
153100512	战区	268
134100212	战区	269
113100412	战区	270
135100312	战区	271
136100312	战区	272
104100512	战区	273
137100212	战区	274
138100312	战区	275
103100512	战区	276
129100312	战区	277
114100412	战区	278
139100312	战区	279
101100221	幻痛囚笼	3010
102100121	幻痛囚笼	3020
103100121	幻痛囚笼	3030
104100221	幻痛囚笼	3040
105100121	幻痛囚笼	3050
106100221	幻痛囚笼	3060
107100221	幻痛囚笼	3070
108100221	幻痛囚笼	3080
102100221	幻痛囚笼	3090
103100221	幻痛囚笼	3100
101100321	幻痛囚笼	3110
103100321	幻痛囚笼	3120
106100321	幻痛囚笼	3130
107100321	幻痛囚笼	3140
105100321	幻痛囚笼	3150
102100321	幻痛囚笼	3160
108100321	幻痛囚笼	3170
109100221	幻痛囚笼	3180
104100321	幻痛囚笼	3190
111100221	幻痛囚笼	3200
112100221	幻痛囚笼	3210
102100421	幻痛囚笼	3220
113100221	幻痛囚笼	3230
151100321	幻痛囚笼	3240
114100321	幻痛囚笼	3250
152100321	幻痛囚笼	3260
116100221	幻痛囚笼	3270
118100321	幻痛囚笼	3280
119100321	幻痛囚笼	3290
120100321	幻痛囚笼	3300
117100321	幻痛囚笼	3310
153100321	幻痛囚笼	3320
121100221	幻痛囚笼	3330
112100321	幻痛囚笼	3340
122100221	幻痛囚笼	3350
113100321	幻痛囚笼	3360
154100321	幻痛囚笼	3370
103100421	幻痛囚笼	3380
153100421	幻痛囚笼	3390
155100321	幻痛囚笼	3400
105100421	幻痛囚笼	3410
156100321	幻痛囚笼	3420
107100421	幻痛囚笼	3430
157100321	幻痛囚笼	3440
104100421	幻痛囚笼	3450
123100221	幻痛囚笼	3460
101100421	幻痛囚笼	3470
109100321	幻痛囚笼	3480
102100521	幻痛囚笼	3490
124100221	幻痛囚笼	3500
122100321	幻痛囚笼	3510
125100221	幻痛囚笼	3520
126100321	幻痛囚笼	3530
127100321	幻痛囚笼	3540
128100221	幻痛囚笼	3550
108100421	幻痛囚笼	3560
152100421	幻痛囚笼	3570
129100221	幻痛囚笼	3580
117100421	幻痛囚笼	3590
130100221	幻痛囚笼	3600
124100321	幻痛囚笼	3610
121100321	幻痛囚笼	3620
102100621	幻痛囚笼	3630
131100221	幻痛囚笼	3640
105100521	幻痛囚笼	3650
132100321	幻痛囚笼	3660
133100321	幻痛囚笼	3670
153100521	幻痛囚笼	3680
134100221	幻痛囚笼	3690
113100421	幻痛囚笼	3700
135100321	幻痛囚笼	3710
136100321	幻痛囚笼	3720
104100521	幻痛囚笼	3730
137100221	幻痛囚笼	3740
138100321	幻痛囚笼	3750
103100521	幻痛囚笼	3760
129100321	幻痛囚笼	3770
114100421	幻痛囚笼	3780
139100321	幻痛囚笼	3790
101100222	战区	4010
102100122	战区	4020
103100122	战区	4030
104100222	战区	4040
105100122	战区	4050
106100222	战区	4060
107100222	战区	4070
108100222	战区	4080
102100222	战区	4090
103100222	战区	4100
101100322	战区	4110
103100322	战区	4120
106100322	战区	4130
107100322	战区	4140
105100322	战区	4150
102100322	战区	4160
108100322	战区	4170
109100222	战区	4180
104100322	战区	4190
111100222	战区	4200
112100222	战区	4210
102100422	战区	4220
113100222	战区	4230
151100322	战区	4240
114100322	战区	4250
152100322	战区	4260
116100222	战区	4270
118100322	战区	4280
119100322	战区	4290
120100322	战区	4300
117100322	战区	4310
153100322	战区	4320
121100222	战区	4330
112100322	战区	4340
122100222	战区	4350
113100322	战区	4360
154100322	战区	4370
103100422	战区	4380
153100422	战区	4390
155100322	战区	4400
105100422	战区	4410
156100322	战区	4420
107100422	战区	4430
157100322	战区	4440
104100422	战区	4450
123100222	战区	4460
101100422	战区	4470
109100322	战区	4480
102100522	战区	4490
124100222	战区	4500
122100322	战区	4510
125100222	战区	4520
126100322	战区	4530
127100322	战区	4540
128100222	战区	4550
108100422	战区	4560
152100422	战区	4570
129100222	战区	4580
117100422	战区	4590
130100222	战区	4600
124100322	战区	4610
121100322	战区	4620
102100622	战区	4630
131100222	战区	4640
105100522	战区	4650
132100322	战区	4660
133100322	战区	4670
153100522	战区	4680
134100222	战区	4690
113100422	战区	4700
135100322	战区	4710
136100322	战区	4720
104100522	战区	4730
137100222	战区	4740
138100322	战区	4750
103100522	战区	4760
129100322	战区	4770
114100422	战区	4780
139100322	战区	4790
