Name	Sha1
Share/Achievement/Achievement.tab	f726795ce41e80c388ad1f4fc448a7b5f41ee46c
Share/ActivityBrief/ActivityBriefStory.tab	e02266796b1c50ca1d663127865fe847e0a9df26
Share/AlarmClock/AlarmClock.tab	e96e282e39b328287d7c69706aae3a9708bb9390
Share/Archive/Archive.tab	c27877110e6c919d856651540a4e5a959b1ed069
Share/Archive/ArchiveComicChapter.tab	9accccd4aed8c32f61e0026dba51b4e67be5f35a
Share/Archive/ArchiveComicGroup.tab	e2c774a4e33cb02c7663e9e302e3777e30b9499f
Share/Archive/ArchiveMail.tab	b03201c3af4dc6e828f4f7b455f6bb181edd7921
Share/Archive/AwarenessSetting.tab	075fce2409f211ed5e4c9ff8381b4ed5bd3fdd0a
Share/Archive/CGDetail.tab	73024273d736c1b79df9ea627cdcfc9891c83350
Share/Archive/CGGroup.tab	02b2e6f95680e233a18611af5839976df88e7be7
Share/Archive/Communication.tab	4eca869a144b05da7964b53c5d3104a7cc08622b
Share/Archive/EventDateGroup.tab	d2b9775514cd359c64e860d4761cd9d3b244674b
Share/Archive/Monster.tab	0dfb7ffd32ac06bc72d63aaad00e837590bd8c37
Share/Archive/MonsterInfo.tab	bcf855db0bf126df7196c22485e99d4ddeff446a
Share/Archive/MonsterSetting.tab	897ca4d4d5f35e3968cd3c76b33b346016d1439c
Share/Archive/MonsterSkill.tab	4bc877326d0fbee051a0a293d0eafaf3f206bdb0
Share/Archive/PartnerSetting.tab	f9bc5f68756eb5ea28055299a364212a764f8f75
Share/Archive/PVDetail.tab	97b85040c6e58fe6a93ed10eac719b5a3c8c890e
Share/Archive/SameNpcGroup.tab	2e16abaab6c4a6e462ce4f664f4da2c6f657015a
Share/Archive/StoryChapter.tab	a107d4d9ec0b2393d801d6d785a61707c4e718cc
Share/Archive/StoryDetail.tab	2a62ac72b004388ad67db48c58d1dc240343133a
Share/Archive/StoryGroup.tab	d9eb43663f59872f2d2390810bbad6ea2b4371f9
Share/Archive/StoryNpc.tab	8ef638832ede466c174507abfdc859425fd74bcf
Share/Archive/StoryNpcSetting.tab	e2a7585de88986723ffa68ba01cd86ae28da191c
Share/Archive/Tag.tab	576ab7b4875fe63e83690e798384f83b56115515
Share/Archive/WeaponSetting.tab	da6d137d629b66e1f37a607533297149f85044b4
Share/AreaWar/AreaWarActivity.tab	7deb790180ecc6ae7acae86d3a7555d0a49997cb
Share/AreaWar/AreaWarArticle.tab	c730a38ac294d3ccd2abb64e591ebf7152c8c8d9
Share/AreaWar/AreaWarArticleGroup.tab	3e76fe8daa817cb3f46bc7d63fd4d957c1ae1d6f
Share/AreaWar/AreaWarArticleLikeFactor.tab	8cfea609d23b740f35ac530caf379dbd95ab32a2
Share/AreaWar/AreaWarAuction.tab	9920d70d3fba5d787aa2d6e2a17d8191ffb41db6
