Id	NodeTypeName	NodeTypeIcon	NodeTypeDesc	SmallIcon	NodeTypeEffectUrl
10011	唤醒	Assets/Product/Texture/Image/BgStory/Bgstory429.jpg	敌人识相的话就该立马投降，因为他们已经被你一个人包围了。	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent01.png	
10012	唤醒	Assets/Product/Texture/Image/BgStory/Bgstory429.jpg	敌人识相的话就该立马投降，因为他们已经被你一个人包围了。	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent01.png	
10021	重围	Assets/Product/Texture/Image/BgStory/Bgstory298.png	不管来多少，杂鱼就是杂鱼。	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent01.png	
10022	重围	Assets/Product/Texture/Image/BgStory/Bgstory298.png	不管来多少，杂鱼就是杂鱼。	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent01.png	
10023	巢穴	Assets/Product/Texture/Image/BgStory/Bgstory298.png	这里似乎是这些怪物的一处巢穴，必须即刻突围…又或者，你也可以选择打个痛快。	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent01.png	
10031	重围	Assets/Product/Texture/Image/BgStory/Bgstory298.png	不管来多少，杂鱼就是杂鱼。	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent01.png	
10032	重围	Assets/Product/Texture/Image/BgStory/Bgstory298.png	不管来多少，杂鱼就是杂鱼。	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent01.png	
10033	陷阱	Assets/Product/Texture/Image/BgStory/Bgstory360.png	四周安静得出奇，你意识到这次的敌人可能并不简单。\n\n<color=#f05642><i>本次战斗将更加困难，但将额外产出秘藏品</i></color>	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent02.png	
10034	陷阱	Assets/Product/Texture/Image/BgStory/Bgstory360.png	四周安静得出奇，你意识到这次的敌人可能并不简单。\n\n<color=#f05642><i>本次战斗将更加困难，但将额外获取【猩红灵智】</i></color>	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent07.png	Assets/Product/Effect/Prefab/FxUi/FxUiBiancaTheatre/FxUiBiancaTheatreChanrao.prefab
10041	陷阱	Assets/Product/Texture/Image/BgStory/Bgstory360.png	四周安静得出奇，你意识到这次的敌人可能并不简单。\n\n<color=#f05642><i>本次战斗将更加困难，但将额外产出秘藏品</i></color>	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent02.png	
10042	陷阱	Assets/Product/Texture/Image/BgStory/Bgstory360.png	四周安静得出奇，你意识到这次的敌人可能并不简单。\n\n<color=#f05642><i>本次战斗将更加困难，但将额外获取【猩红灵智】</i></color>	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent07.png	Assets/Product/Effect/Prefab/FxUi/FxUiBiancaTheatre/FxUiBiancaTheatreChanrao.prefab
20011	打成一片	Assets/Product/Texture/Image/BgStory/Bgstory362.png	先要打成一片，才能打成一片。	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent01.png	
20012	打成一片	Assets/Product/Texture/Image/BgStory/Bgstory362.png	先要打成一片，才能打成一片。	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent01.png	
20021	大打出手	Assets/Product/Texture/Image/BgStory/Bgstory378.png	不演了，摊牌了！\n\n<color=#f05642><i>本次战斗将更加困难，但将额外产出秘藏品</i></color>	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent02.png	
20022	大打出手	Assets/Product/Texture/Image/BgStory/Bgstory378.png	不演了，摊牌了！\n\n<color=#f05642><i>本次战斗将更加困难，但将额外获取【猩红灵智】</i></color>	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent07.png	Assets/Product/Effect/Prefab/FxUi/FxUiBiancaTheatre/FxUiBiancaTheatreChanrao.prefab
20023	“宾”至如归	Assets/Product/Texture/Image/BgStory/Bgstory378.png	只是帮你锻炼一下，不会伤筋动骨的。\n\n<color=#f05642><i>本次战斗将更加困难，但将额外产出秘藏品</i></color>	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent02.png	
20024	“宾”至如归	Assets/Product/Texture/Image/BgStory/Bgstory378.png	只是帮你锻炼一下，不会伤筋动骨的。\n\n<color=#f05642><i>本次战斗将更加困难，但将额外获取【猩红灵智】</i></color>	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent07.png	Assets/Product/Effect/Prefab/FxUi/FxUiBiancaTheatre/FxUiBiancaTheatreChanrao.prefab
20025	点到为止	Assets/Product/Texture/Image/BgStory/Bgstory612.jpg	对方表示点到为止，只是切磋…不过对你是不是这样呢？\n\n<color=#f05642><i>本次战斗将更加困难，但将额外产出秘藏品</i></color>	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent02.png	
20026	点到为止	Assets/Product/Texture/Image/BgStory/Bgstory612.jpg	对方表示点到为止，只是切磋…不过对你是不是这样呢？\n\n<color=#f05642><i>本次战斗将更加困难，但将额外获取【猩红灵智】</i></color>	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent07.png	Assets/Product/Effect/Prefab/FxUi/FxUiBiancaTheatre/FxUiBiancaTheatreChanrao.prefab
20031	打成一片	Assets/Product/Texture/Image/BgStory/Bgstory362.png	先要打成一片，才能打成一片。	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent01.png	
20032	打成一片	Assets/Product/Texture/Image/BgStory/Bgstory362.png	先要打成一片，才能打成一片。	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent01.png	
20033	欢迎仪式	Assets/Product/Texture/Image/BgStory/Bgstory301.png	小镇上的人们对你报以热烈的欢迎仪式…好吧，也许并不欢迎。	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent01.png	
20034	不幸的冲突	Assets/Product/Texture/Image/BgStory/Bgstory612.jpg	未知会带来恐惧，而恐惧会引发冲突。	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent01.png	
20035	大打出手	Assets/Product/Texture/Image/BgStory/Bgstory378.png	不演了，摊牌了！\n\n<color=#f05642><i>本次战斗将更加困难，但将额外产出秘藏品</i></color>	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent02.png	
20036	大打出手	Assets/Product/Texture/Image/BgStory/Bgstory378.png	不演了，摊牌了！\n\n<color=#f05642><i>本次战斗将更加困难，但将额外获取【猩红灵智】</i></color>	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent07.png	Assets/Product/Effect/Prefab/FxUi/FxUiBiancaTheatre/FxUiBiancaTheatreChanrao.prefab
20037	“宾”至如归	Assets/Product/Texture/Image/BgStory/Bgstory378.png	只是帮你锻炼一下，不会伤筋动骨的。\n\n<color=#f05642><i>本次战斗将更加困难，但将额外产出秘藏品</i></color>	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent02.png	
20038	“宾”至如归	Assets/Product/Texture/Image/BgStory/Bgstory378.png	只是帮你锻炼一下，不会伤筋动骨的。\n\n<color=#f05642><i>本次战斗将更加困难，但将额外获取【猩红灵智】</i></color>	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent07.png	Assets/Product/Effect/Prefab/FxUi/FxUiBiancaTheatre/FxUiBiancaTheatreChanrao.prefab
20039	点到为止	Assets/Product/Texture/Image/BgStory/Bgstory612.jpg	对方表示点到为止，只是切磋…不过对你是不是这样呢？\n\n<color=#f05642><i>本次战斗将更加困难，但将额外产出秘藏品</i></color>	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent02.png	
20040	点到为止	Assets/Product/Texture/Image/BgStory/Bgstory612.jpg	对方表示点到为止，只是切磋…不过对你是不是这样呢？\n\n<color=#f05642><i>本次战斗将更加困难，但将额外获取【猩红灵智】</i></color>	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent07.png	Assets/Product/Effect/Prefab/FxUi/FxUiBiancaTheatre/FxUiBiancaTheatreChanrao.prefab
20041	打成一片	Assets/Product/Texture/Image/BgStory/Bgstory362.png	先要打成一片，才能打成一片。	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent01.png	
20042	打成一片	Assets/Product/Texture/Image/BgStory/Bgstory362.png	先要打成一片，才能打成一片。	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent01.png	
20043	欢迎仪式	Assets/Product/Texture/Image/BgStory/Bgstory301.png	小镇上的人们对你报以热烈的欢迎仪式…好吧，也许并不欢迎。	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent01.png	
20044	不幸的冲突	Assets/Product/Texture/Image/BgStory/Bgstory612.jpg	未知会带来恐惧，而恐惧会引发冲突。	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent01.png	
20045	大打出手	Assets/Product/Texture/Image/BgStory/Bgstory378.png	不演了，摊牌了！\n\n<color=#f05642><i>本次战斗将更加困难，但将额外产出秘藏品</i></color>	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent02.png	
20046	大打出手	Assets/Product/Texture/Image/BgStory/Bgstory378.png	不演了，摊牌了！\n\n<color=#f05642><i>本次战斗将更加困难，但将额外获取【猩红灵智】</i></color>	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent07.png	Assets/Product/Effect/Prefab/FxUi/FxUiBiancaTheatre/FxUiBiancaTheatreChanrao.prefab
20047	“宾”至如归	Assets/Product/Texture/Image/BgStory/Bgstory378.png	只是帮你锻炼一下，不会伤筋动骨的。\n\n<color=#f05642><i>本次战斗将更加困难，但将额外产出秘藏品</i></color>	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent02.png	
20048	“宾”至如归	Assets/Product/Texture/Image/BgStory/Bgstory378.png	只是帮你锻炼一下，不会伤筋动骨的。\n\n<color=#f05642><i>本次战斗将更加困难，但将额外获取【猩红灵智】</i></color>	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent07.png	Assets/Product/Effect/Prefab/FxUi/FxUiBiancaTheatre/FxUiBiancaTheatreChanrao.prefab
