Id	NodeTypeName	NodeTypeIcon	NodeTypeDesc	SmallIcon	NodeTypeEffectUrl
11	鲨鲨特卖	Assets/Product/Texture/Image/BgStory/Bgstory388.png	鲨鲨..愿意用一切宝物，来交换姜饼！	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent06.png	
12	鲨鲨特卖	Assets/Product/Texture/Image/BgStory/Bgstory388.png	鲨鲨..愿意用一切宝物，来交换姜饼！	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent06.png	
13	鲨鲨特卖	Assets/Product/Texture/Image/BgStory/Bgstory388.png	鲨鲨..愿意用一切宝物，来交换姜饼！	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent06.png	
14	鲨鲨特卖	Assets/Product/Texture/Image/BgStory/Bgstory388.png	鲨鲨..愿意用一切宝物，来交换姜饼！	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent06.png	
21	鲨鲨特卖	Assets/Product/Texture/Image/BgStory/Bgstory361.png	鲨鲨..愿意用一切宝物，来交换姜饼！	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent06.png	
22	鲨鲨特卖	Assets/Product/Texture/Image/BgStory/Bgstory361.png	鲨鲨..愿意用一切宝物，来交换姜饼！	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent06.png	
23	鲨鲨特卖	Assets/Product/Texture/Image/BgStory/Bgstory361.png	鲨鲨..愿意用一切宝物，来交换姜饼！	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent06.png	
24	鲨鲨特卖	Assets/Product/Texture/Image/BgStory/Bgstory361.png	鲨鲨..愿意用一切宝物，来交换姜饼！	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent06.png	
31	鲨鲨特卖	Assets/Product/Texture/Image/BgStory/Bgstory411.jpg	鲨鲨..愿意用一切宝物，来交换姜饼！	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent06.png	
32	鲨鲨特卖	Assets/Product/Texture/Image/BgStory/Bgstory411.jpg	鲨鲨..愿意用一切宝物，来交换姜饼！	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent06.png	
