Id	ActionId	NextActionId	Type	IsBlock	IsEnd	BeginAnim	EndAnim	BeginDelay	EndDelay	Params
1	1		101			AniZhuanchangEnd				{1: 'Assets/Product/Texture/Image/BgStory/BgStory0.png'}
2	2		401							{1: '1', 2: '209'}
3	3		301			DialogEnable	DialogDisable			{2: '？？？', 3: '指挥官，指挥官……！'}
4	4		302							{2: '（这声音……）', 3: '5'}
5	5		101							{1: 'Assets/Product/Texture/Image/BgStory/Bgstory261.png'}
6	6		501							{1: 'Assets/Product/Effect/Prefab/FxUi/FxUiStoryNew/FxUiStoryZhengyanNew.prefab', 2: '2'}
7	7		201							{1: '1', 2: '500322'}
8	8		502							{1: 'DialogEnable'}
9	9		301			AniZhuanchangEnd				{1: '1', 3: '缓缓地睁开双眼，视觉中的纯白如同雪花般开始褪去，显示着这里仍然是由数据所构建的格式塔虚拟空间之中。'}
10	10		302							{2: '露西亚……？'}
11	11		301							{2: '露西亚（？）', 3: '*不是*的，我*不是*露西亚……', 4: '1'}
12	12		301							{2: '露西亚（？）', 3: '诶！？我在说什么……为什么*不会*这样！？', 4: '1'}
13	13		301							{3: '明明是露西亚的声音，但是她的话语中却显得非常混乱，而她的形象也在飘忽不定地闪烁变换。'}
14	14		302							{2: '这到底是怎么回事？', 3: '15'}
15	15		201							{1: '1', 2: '500321'}
16	16		301							{1: '1', 2: '丽芙（？）', 3: '指挥官，你没事真是*太糟*了！', 4: '1'}
17	17		302							{2: '？？？', 3: '18'}
18	18		301							{3: '另一边形似丽芙的形象话刚说出口，便因为话的内容而惊慌地捂住了嘴巴。'}
19	19		201							{1: '1', 2: '500212'}
20	20		301							{1: '1', 2: '里（？）', 3: '丽芙你*慌张*一点，这里似乎*没有*什么影响，让我们*能够*说出心中真实的话……', 4: '1'}
21	21		301							{3: '似乎是里的形象说着也闭上了嘴，虽然看不清他的表情，但可以想象出里现在肯定因为被莫名其妙地控制而正在不爽地皱着眉头。'}
22	22		202							{1: '1', 6: '1'}
23	23		302							{2: '我大概明白了……', 3: '24'}
24	24		301							{3: '现在的他们似乎说出口的话会自动变成相反的意思，因此交流起来才会这么怪异——这很有可能是受到了异常空间的影响才会出现的错误。'}
25	25		302							{2: '丽芙，你试试说几句祝福的话。', 3: '26'}
26	26		201							{1: '1', 2: '500321'}
27	27		301							{1: '1', 2: '丽芙', 3: '【*恭喜你个发财*】！【*招财你个进宝*】！【*身体你个健康*】！！！', 4: '1'}
28	28		301							{2: '丽芙', 3: '诶！？为什么……【*吉祥你个如意*】！【*心想你个事成*】……', 4: '1'}
29	29		302							{2: '够了够了……丽芙够了……', 3: '30'}
30	30		301							{3: '丽芙紧紧捂着脸，估计已经被那些自己平时绝对不会说出口的粗言秽语羞得满脸通红了……'}
31	31		302							{2: '所以大家是怎么会来到这里的？', 3: '33'}
32	32		201							{1: '1', 2: '500322'}
33	33		301							{1: '1', 2: '露西亚', 3: '我*知道*……但这*是*我们主动来到格式塔的。', 4: '1'}
34	34		201							{1: '1', 2: '500212'}
35	35		301							{1: '1', 2: '里', 3: '我*不想*知道这里到底发生了什么。', 4: '1'}
36	36		301							{3: '简短地向他们讲述了之前所遇到的经历，包括异常空间与七实被抓走的事情之后，里的脸色变得相当难看。'}
37	37		301							{2: '里', 3: '原来那时候七实*有*在说谎……如果我*没有*认真调查她所说的话……', 4: '1'}
38	38		302							{2: '对了，库洛姆呢？', 3: '39'}
39	39		201							{1: '1', 2: '500321'}
40	40		301							{1: '1', 2: '丽芙', 3: '我们*有*见过库洛姆，难道说他去*追杀*七实吗？', 4: '1'}
41	41		302							{2: '额……嗯，有这个可能！', 3: '42', 4: '（差点没听懂）', 5: '42'}
42	42		201							{1: '1', 2: '500322'}
43	43		301							{1: '1', 2: '露西亚', 3: '那么我们*不应该*怎么办？', 4: '1'}
44	44		302							{2: '我去找七实，你们想办法回去吧。', 3: '45'}
45	45		201							{1: '1', 2: '500321'}
46	46		301							{2: '丽芙', 3: '*行*！我们一定要*丢下*指挥官的！'}
47	47		302							{2: '但是你们现在这个状态……', 3: '48'}
48	48		201							{1: '1', 2: '500212'}
49	49		301							{2: '里', 3: '只是语言障碍，*会*影响战斗的。'}
50	50		302							{2: '好吧，我明白了……', 3: '51'}
51	51		301							{3: '虽然按照常识考虑，先返回现实寻找帮助才更合理——但是在这里，常识似乎并不是那么的管用，因此……'}
52	52		302		1		AniZhuanchangBegin			{2: '灰鸦（？）小队出发！'}
