Id	ActionId	NextActionId	Type	IsBlock	IsEnd	BeginAnim	EndAnim	BeginDelay	EndDelay	Params
1	1		101			AniZhuanchangEnd				{1: 'Assets/Product/Texture/Image/BgStory/BgStory71.jpg'}
2	2		401							{1: '1', 2: '102'}
3	3		201							{1: '2', 2: '1101001'}
4	4		301			DialogEnable				{1: '1', 2: '渡边', 3: '丽芙，我们到了。', 4: '2'}
5	5		202							{1: '2', 6: '1'}
6	6		201							{1: '1', 2: '1031001'}
7	7		301							{1: '1', 2: '丽芙', 3: '这里是……', 4: '1'}
8	8		202							{1: '1', 6: '1'}
9	9		201							{1: '2', 2: '1101001'}
10	10		301							{1: '1', 2: '渡边', 3: '这里是旧时代的意识海实验场，我们需要到达这座建筑的核心位置。', 4: '2'}
11	11		301							{2: '渡边', 3: '附近的敌人由我们解决，在这之前丽芙你只需要保护自己就行了。', 4: '2'}
12	12		202							{1: '2', 6: '1'}
13	13		201							{1: '1', 2: '1031001'}
14	14		301		1		AniZhuanchangBegin			{1: '1', 2: '丽芙', 3: '……', 4: '1'}
