Id	ActionId	NextActionId	Type	IsBlock	IsEnd	BeginAnim	EndAnim	BeginDelay	EndDelay	Params
1	1		101			AniZhuanchangEnd				{1: 'Assets/Product/Texture/Image/BgStory/Bgstory184.png'}
2	2		401							{1: '1', 2: '208'}
3	3		301			DialogEnable				{3: '成功保护住了西瓜的里，抱着西瓜向这边走了过来。'}
4	4		301							{3: '抱着一堆西瓜深一脚浅一脚走在沙滩上的里，身后跟着举着电锯奔跑的七实——这实在是有些奇异的景象，看到这一幕的我忍不住笑了起来。'}
5	5		201							{1: '1', 2: '500174', 3: '1'}
6	6		301							{1: '1', 2: '丽芙', 3: '没想到里先生……', 4: '1'}
7	7		302							{2: '本以为他会很抗拒', 3: '8', 4: '其实他对这个意外地感兴趣？', 5: '9'}
8	8	10	301							{2: '丽芙', 3: '嗯，但现在的里先生给人一种乐在其中的感觉呢。', 4: '1'}
9	9		301							{2: '丽芙', 3: '我记得里先生似乎说过自己对人类的电子游戏有兴趣，但是之后不知道为什么没有再提过。', 4: '1'}
10	10		201							{1: '1', 2: '1081001', 3: '1'}
11	11		301							{1: '1', 2: '神威', 3: '他一直是这样的啦，只要一开始做什么，就都会认真对待，一丝不苟的。', 4: '1'}
12	12		201							{1: '1', 2: '500174'}
13	13		301							{1: '1', 2: '丽芙', 3: '嗯，里先生的确是这样的人呢。', 4: '1'}
14	14		301							{3: '丽芙点点头，看向远处抱着西瓜无奈地和七实周旋的里，微笑起来。'}
15	15		204							{1: '1', 2: '1'}
16	16		301							{2: '丽芙', 3: '不过……似乎是第一次看到里先生这样一面，应该怎么形容这种心情呢……感觉，很温暖。', 4: '1'}
17	17		302							{2: '是啊。', 3: '18'}
18	18		301		1		AniZhuanchangBegin			{3: '就如同——任何一个会享受游戏乐趣的普通少年那样。'}
